場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
東京,1,未勝利,ダート,1400,良,1,コパノエイダン,2歳,原優介,上原博之,差し,,,短距離,左回り,,Lv2 ,492,,距離延長,5,C,12.8,8.0,12.8,8.0,36.6,5.0,37.4,3.0,C,,,,
東京,1,未勝利,ダート,1400,良,2,カナデライド,2歳,江田照男,田中剛,追込,,,短距離,左回り,,Lv2 ,422,,距離延長,15,E,13.5,16.0,13.5,16.0,,,,,B,,,,
東京,1,未勝利,ダート,1400,良,3,ホワイトナイル,2歳,木幡巧也,牧光二,差し,,,短距離,左回り,,Lv2 ,488,,距離短縮,8,D,12.7,7.0,12.7,7.0,,,,,C,,,,
東京,1,未勝利,ダート,1400,良,4,ビースタニング,2歳,佐藤翔馬,小手川準,先行,,,短距離,左回り,,Lv2 ,478,休明初戦,距離延長,16,E,12.6,6.0,12.6,5.0,,,,,D,,,,
東京,1,未勝利,ダート,1400,良,5,ドナシェーン,2歳,菅原明良,栗田徹,差し,100.0,100.0,短距離,左回り,,Lv2 ,448,休明初戦,,4,C,13.4,15.0,13.4,15.0,37.0,8.0,37.0,1.0,C,,,,
東京,1,未勝利,ダート,1400,良,6,エスシーレイジュ,2歳,大野拓弥,松山将樹,差し,,,短距離,左回り,,Lv2 ,446,,距離延長,12,E,13.2,13.0,13.2,13.0,37.2,,38.3,7.0,D,B,,,
東京,1,未勝利,ダート,1400,良,7,エコロシード,2歳,佐々木大,堀宣行,先行,,,短距離,左回り,,Lv2 ,534,,距離短縮,3,C,12.9,9.0,12.9,9.0,,,,,D,,,,
東京,1,未勝利,ダート,1400,良,8,カセノアステリア,2歳,津村明秀,鈴木伸尋,先行,,,短距離,左回り,,Lv2 ,490,,,6,D,13.0,10.0,13.0,10.0,,,,,B,,,,
東京,1,未勝利,ダート,1400,良,9,トコシエノヒトミ,2歳,石神深道,小笠倫弘,差し,,,短距離,左回り,,Lv2 ,408,,距離延長,13,E,13.0,10.0,13.0,10.0,36.9,7.0,37.4,3.0,B,C,,,
東京,1,未勝利,ダート,1400,良,10,ヘリテージブルーム,2歳,戸崎圭太,伊藤圭三,先行,,,短距離,左回り,,Lv2 ,446,休明2走,距離延長,2,B,12.5,4.0,12.6,5.0,36.6,5.0,37.3,2.0,B,C,,,
