場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
中山,1,1,プレイアブルゲーム,レイデオロ,96.0,100.0,98.0,89.0,102.0,91.0,,,96.0,10.0
中山,1,2,サクラパステル,シニスターミニスター,116.0,123.0,115.0,116.0,110.0,119.0,,,116.5,2.0
中山,1,3,ウイキャンウイン,サングレーザー,,,,,,,,,,
中山,1,4,イグニススピリタス,パイロ,95.0,104.0,105.0,112.0,102.0,106.0,101.0,106.0,103.875,5.0
中山,1,5,サードウインド,Dandy Man,,,,,,,,,,
中山,1,6,ジョイナーテソーロ,フィエールマン,158.0,123.0,118.0,107.0,103.0,68.0,346.0,,146.143,1.0
中山,1,7,キタノライブリー,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,,,101.333,7.0
中山,1,8,グリューネベルグ,ヘニーヒューズ,99.0,108.0,103.0,103.0,101.0,102.0,,,102.667,6.0
中山,1,9,コウソクグルーヴ,スワーヴリチャード,109.0,101.0,89.0,94.0,87.0,92.0,,,95.333,12.0
中山,1,10,エスポワールドロワ,ルヴァンスレーヴ,118.0,90.0,106.0,115.0,133.0,,,,112.4,3.0
中山,1,11,ジークマインド,マインドユアビスケッツ,84.0,99.0,93.0,90.0,102.0,93.0,,,93.5,13.0
中山,1,12,ダルドワーズ,エピカリス,,,,,,,,,,
中山,1,13,ラウレア,リオンディーズ,105.0,94.0,99.0,92.0,97.0,102.0,103.0,103.0,99.375,8.0
中山,1,14,デンリッレハウエル,レイデオロ,96.0,100.0,98.0,89.0,102.0,91.0,,,96.0,10.0
中山,1,15,ベストレーサー,シルバーステート,118.0,92.0,77.0,98.0,97.0,99.0,,,96.833,9.0
中山,1,16,テングリ,ディスクリートキャット,106.0,106.0,101.0,106.0,109.0,106.0,127.0,113.0,109.25,4.0
中山,2,1,ライヴバフィ,マクフィ,91.0,98.0,99.0,93.0,102.0,100.0,106.0,82.0,96.375,10.0
中山,2,2,スーパーチャージ,ヘニーヒューズ,99.0,108.0,103.0,103.0,108.0,102.0,101.0,104.0,103.5,3.0
中山,2,3,ラストレガシー,ドゥラメンテ,96.0,97.0,95.0,98.0,98.0,99.0,96.0,92.0,96.375,10.0
中山,2,4,ロジアンドモルタル,ブリックスアンドモルタル,104.0,98.0,94.0,103.0,104.0,97.0,91.0,105.0,99.5,7.0
中山,2,5,ベネスピラ,レイデオロ,96.0,100.0,98.0,89.0,95.0,91.0,92.0,92.0,94.125,12.0
中山,2,6,ノーブルプライム,カリフォルニアクローム,107.0,108.0,105.0,104.0,100.0,105.0,,,104.833,1.0
中山,2,7,ニシノブレイゼスト,シルバーステート,118.0,92.0,77.0,98.0,97.0,99.0,,,96.833,9.0
中山,2,8,ダブルメッセージ,モーニン,89.0,90.0,88.0,80.0,89.0,92.0,,,88.0,13.0
中山,2,9,クリノフローレンス,アドミラブル,,,,,,,,,,
中山,2,10,ワンダーレジット,ノーブルミッション,,,,,,,,,,
中山,2,11,ヘリオトロープ,ヘニーヒューズ,99.0,108.0,103.0,103.0,108.0,102.0,,,103.833,2.0
中山,2,12,ワカギミ,ディーマジェスティ,99.0,102.0,106.0,108.0,102.0,105.0,89.0,112.0,102.875,5.0
中山,2,13,ロングウェイホーム,ジャスタウェイ,95.0,104.0,103.0,100.0,99.0,102.0,107.0,106.0,102.0,6.0
中山,2,14,モリブトバクカジ,ダンカーク,114.0,106.0,101.0,113.0,99.0,100.0,81.0,110.0,103.0,4.0
中山,2,15,ハルノアラシ,ミスターメロディ,58.0,96.0,56.0,59.0,91.0,,,,72.0,14.0
中山,2,16,ヘルオブアライド,アメリカンペイトリオット,111.0,99.0,95.0,97.0,102.0,106.0,88.0,88.0,98.25,8.0
中山,3,1,テイエムファラオ,フォーウィールドライブ,119.0,117.0,116.0,133.0,113.0,,,,119.6,2.0
中山,3,2,チャロ,ヘニーヒューズ,99.0,108.0,103.0,103.0,101.0,102.0,,,102.667,4.0
中山,3,3,ゴールドハンマー,ミスターメロディ,58.0,96.0,56.0,98.0,91.0,,,,79.8,16.0
中山,3,4,ベンメリア,アメリカンペイトリオット,111.0,99.0,95.0,97.0,100.0,106.0,88.0,88.0,98.0,10.0
中山,3,5,アジアート,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,,,101.333,5.0
中山,3,6,ノブダブルホワイト,バゴ,82.0,87.0,98.0,85.0,103.0,101.0,98.0,109.0,95.375,12.0
中山,3,7,イデアニポーテ,フィエールマン,158.0,123.0,118.0,107.0,103.0,68.0,346.0,,146.143,1.0
中山,3,8,ヤスエ,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,,,101.333,5.0
