場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
中山,1,1,プレイアブルゲーム,小笠倫弘,95.0,92.0,100.0,90.0,104.0,99.0,100.0,103.0,97.875,9.0
中山,1,2,サクラパステル,田島俊明,89.0,94.0,104.0,105.0,99.0,99.0,,,98.333,7.0
中山,1,3,ウイキャンウイン,加藤和宏,83.0,90.0,89.0,99.0,91.0,80.0,79.0,103.0,89.25,15.0
中山,1,4,イグニススピリタス,田中剛　,105.0,113.0,107.0,120.0,102.0,112.0,118.0,113.0,111.25,1.0
中山,1,5,サードウインド,西田雄一,109.0,107.0,104.0,92.0,102.0,99.0,,,102.167,3.0
中山,1,6,ジョイナーテソーロ,畠山吉宏,104.0,97.0,103.0,96.0,90.0,97.0,,,97.833,10.0
中山,1,7,キタノライブリー,本間忍　,83.0,92.0,88.0,87.0,97.0,79.0,118.0,75.0,89.875,14.0
中山,1,8,グリューネベルグ,青木孝文,107.0,102.0,96.0,101.0,93.0,109.0,,,101.333,5.0
中山,1,9,コウソクグルーヴ,中舘英二,109.0,97.0,103.0,89.0,97.0,99.0,97.0,94.0,98.125,8.0
中山,1,10,エスポワールドロワ,小手川準,104.0,98.0,106.0,90.0,99.0,94.0,,,98.5,6.0
中山,1,11,ジークマインド,和田雄二,102.0,101.0,81.0,108.0,88.0,94.0,,,95.667,12.0
中山,1,12,ダルドワーズ,池上昌和,116.0,104.0,103.0,105.0,100.0,106.0,,,105.667,2.0
中山,1,13,ラウレア,伊藤大士,87.0,94.0,92.0,94.0,93.0,95.0,95.0,97.0,93.375,13.0
中山,1,14,デンリッレハウエル,林徹　　,106.0,95.0,94.0,99.0,86.0,98.0,,,96.333,11.0
中山,1,15,ベストレーサー,小野次郎,98.0,96.0,96.0,113.0,100.0,110.0,,,102.167,3.0
中山,1,16,テングリ,的場均　,95.0,85.0,73.0,83.0,68.0,98.0,28.0,54.0,73.0,16.0
中山,2,1,ライヴバフィ,牧光二　,96.0,110.0,104.0,106.0,111.0,104.0,96.0,105.0,104.0,4.0
中山,2,2,スーパーチャージ,戸田博文,108.0,111.0,96.0,106.0,90.0,99.0,,,101.667,6.0
中山,2,3,ラストレガシー,手塚貴久,104.0,111.0,93.0,101.0,103.0,102.0,102.0,104.0,102.5,5.0
中山,2,4,ロジアンドモルタル,大竹正博,96.0,107.0,91.0,97.0,95.0,91.0,,,96.167,9.0
中山,2,5,ベネスピラ,鹿戸雄一,99.0,103.0,101.0,99.0,103.0,102.0,,,101.167,7.0
中山,2,6,ノーブルプライム,田村康仁,91.0,98.0,97.0,98.0,92.0,93.0,,,94.833,11.0
中山,2,7,ニシノブレイゼスト,高木登　,102.0,114.0,106.0,106.0,109.0,102.0,101.0,111.0,106.375,2.0
中山,2,8,ダブルメッセージ,和田正一,99.0,110.0,101.0,115.0,118.0,113.0,,,109.333,1.0
