場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
東京,1,1,カーティブヨーク,フォーウィールドライブ,-245.0,1462.0,1178.0,3796.0,2014.0,436.0,,,8641.0,2.0
東京,1,2,スプリット,ベストウォーリア,-82.0,-1001.0,-175.0,-875.0,51.0,-101.0,-233.0,,-2416.0,13.0
東京,1,3,リケアキャンディ,ディーマジェスティ,-261.0,138.0,699.0,544.0,363.0,367.0,-546.0,,1304.0,7.0
東京,1,4,アイアンオバーカム,モーニン,-954.0,-1368.0,-2772.0,-2999.0,-1992.0,-1940.0,-967.0,,-12992.0,16.0
東京,1,5,メリーサウンド,オルフェーヴル,-230.0,930.0,-224.0,1034.0,147.0,273.0,402.0,,2332.0,6.0
東京,1,6,タマモクロッシェ,ディーマジェスティ,-261.0,138.0,699.0,544.0,363.0,367.0,-546.0,,1304.0,7.0
東京,1,7,フィザルモニカ,ルヴァンスレーヴ,340.0,-957.0,891.0,1262.0,-1038.0,,,,498.0,10.0
東京,1,8,ラインアルテミス,アジアエクスプレス,-296.0,-621.0,586.0,-534.0,816.0,-392.0,-656.0,,-1097.0,12.0
東京,1,9,アズーラ,ストロングリターン,45.0,10.0,-189.0,-438.0,224.0,-497.0,184.0,,-661.0,11.0
東京,1,10,ヴェネチアンレース,モーリス,554.0,-5.0,-2250.0,-400.0,-2142.0,-1372.0,-1055.0,,-6670.0,14.0
東京,1,11,アオイハナミチ,フォーウィールドライブ,-245.0,1462.0,1178.0,3796.0,2014.0,741.0,,,8946.0,1.0
東京,1,12,ニューエラ,ルーラーシップ,460.0,1741.0,-317.0,645.0,2649.0,92.0,1680.0,,6950.0,4.0
東京,1,13,アサクサグレース,フォーウィールドライブ,-245.0,1462.0,1178.0,3796.0,2014.0,,,,8205.0,3.0
東京,1,14,キャラメリー,アニマルキングダム,-843.0,-1465.0,-736.0,-478.0,-1719.0,-1484.0,-1282.0,,-8007.0,15.0
東京,1,15,チハヤフル,パイロ,346.0,495.0,1911.0,1709.0,324.0,276.0,846.0,,5907.0,5.0
東京,1,16,チャーミングドール,ファインニードル,521.0,-395.0,-592.0,-58.0,353.0,665.0,312.0,,806.0,9.0
東京,2,1,トニケンサンバ,ナダル,-150.0,39.0,1035.0,-824.0,-435.0,-462.0,,,-797.0,8.0
東京,2,2,ショウナンヤッホー,ニューイヤーズデイ,-602.0,70.0,-123.0,-171.0,244.0,1166.0,,,584.0,7.0
東京,2,3,ストップヤーニング,サンダースノー,-903.0,1177.0,4847.0,4503.0,2687.0,-468.0,,,11843.0,4.0
東京,2,4,ミツカネリブラ,シルバーステート,-2209.0,-1068.0,-4781.0,-716.0,-1355.0,-1360.0,-837.0,,-12326.0,15.0
東京,2,5,ゲイルライダー,ドレフォン,1152.0,2702.0,5543.0,2608.0,2133.0,1854.0,,,15992.0,2.0
東京,2,6,ヘルヴェティオス,ドレフォン,1152.0,2702.0,5543.0,2608.0,2133.0,1854.0,1886.0,,17878.0,1.0
東京,2,7,ウインギャラン,アメリカンペイトリオット,-1091.0,2.0,-1007.0,-452.0,-87.0,-1232.0,,,-3867.0,13.0
東京,2,8,リアルショット,リアルスティール,1778.0,756.0,3041.0,4033.0,3839.0,2787.0,-941.0,,15293.0,3.0
東京,2,9,アルマグラース,スワーヴリチャード,-348.0,264.0,-1297.0,-1873.0,-3067.0,-291.0,196.0,,-6416.0,14.0
東京,2,10,ベルジュロネット,ロードカナロア,289.0,-682.0,-288.0,-1124.0,1653.0,814.0,,,662.0,6.0
東京,2,11,トリリオンボーイ,マクフィ,116.0,26.0,-385.0,-999.0,-513.0,-265.0,-514.0,,-2534.0,11.0
東京,2,12,エポカスピーガ,エポカドーロ,,,,,,,,,,
東京,2,13,イズルード,イスラボニータ,1591.0,35.0,-2141.0,725.0,3209.0,1435.0,2234.0,,7088.0,5.0
東京,2,14,ルークススペイ,ベストウォーリア,-82.0,515.0,-175.0,-875.0,51.0,-101.0,-233.0,,-900.0,9.0
東京,2,15,ワンダラー,マクフィ,116.0,26.0,-385.0,-999.0,-513.0,-265.0,-514.0,,-2534.0,11.0
東京,2,16,イッシンフラン,シャンハイボビー,-575.0,-819.0,264.0,-556.0,145.0,-1490.0,2106.0,,-925.0,10.0
東京,3,1,キタノショウリュウ,トゥザワールド,-264.0,161.0,455.0,-176.0,-354.0,378.0,171.0,,371.0,10.0
東京,3,2,アスコットロマン,モズアスコット,477.0,616.0,1002.0,906.0,851.0,-44.0,,,3808.0,4.0
東京,3,3,アールプロスト,ディーマジェスティ,-261.0,138.0,699.0,544.0,363.0,367.0,-546.0,,1304.0,8.0
東京,3,4,ディースプレマシー,ディーマジェスティ,-261.0,138.0,699.0,544.0,363.0,367.0,,,1850.0,7.0
東京,3,5,マイウェイ,サトノクラウン,-587.0,-3346.0,-174.0,-1737.0,-221.0,-36.0,193.0,,-5908.0,13.0
東京,3,6,グラスグリード,ホッコータルマエ,601.0,954.0,965.0,1566.0,767.0,1755.0,,,6608.0,2.0
東京,3,7,ロングウェイホーム,ジャスタウェイ,-140.0,681.0,1037.0,-92.0,691.0,-156.0,978.0,,2999.0,5.0
東京,3,8,ニシノベニトアイト,ルヴァンスレーヴ,340.0,-957.0,891.0,1262.0,-1038.0,,,,498.0,9.0
東京,3,9,プルシャプラ,エスポワールシチー,16.0,842.0,1555.0,495.0,1164.0,336.0,,,4408.0,3.0
東京,3,10,ピコシー,サトノダイヤモンド,-275.0,2121.0,-41.0,-1057.0,414.0,-456.0,2069.0,,2775.0,6.0
東京,3,11,トリプルバレル,ロゴタイプ,-1790.0,-1977.0,-290.0,-408.0,-1801.0,-771.0,-175.0,,-7212.0,14.0
東京,3,12,リネンフラッシュ,エイシンフラッシュ,-1578.0,-643.0,-1122.0,-937.0,-2976.0,-1831.0,,,-9087.0,15.0
東京,3,13,タイキオーベロン,ダノンレジェンド,925.0,229.0,4811.0,1849.0,2562.0,849.0,1072.0,,12297.0,1.0
東京,3,14,グレイスザクラウン,リーチザクラウン,-381.0,-111.0,-188.0,-38.0,-412.0,-224.0,,,-1354.0,11.0
東京,3,15,ベンメリア,アメリカンペイトリオット,-1091.0,-181.0,-1007.0,-452.0,-87.0,-1232.0,-744.0,,-4794.0,12.0
東京,3,16,トーセンペネロペ,Maximum Security,,,,,,,,,,
東京,4,1,タイキインドラ,サンダースノー,-903.0,-69.0,4847.0,4503.0,2687.0,-468.0,,,10597.0,1.0
東京,4,2,オンザスクエア,Vekoma,,,,,,,,,,
東京,4,3,ロジピエルフ,ロジユニヴァース,,,,,,,,,,
東京,4,4,タケルサバイバル,ホッコータルマエ,601.0,178.0,965.0,1566.0,767.0,1755.0,,,5832.0,3.0
東京,4,5,テソリーノ,サートゥルナーリア,301.0,-174.0,452.0,418.0,-123.0,,,,874.0,7.0
東京,4,6,ナッシングベター,ジャスタウェイ,-140.0,-218.0,1037.0,-92.0,691.0,-156.0,,,1122.0,6.0
東京,4,7,マリノフレイヤ,ヴァンセンヌ,-78.0,-57.0,5.0,62.0,-608.0,-12.0,,,-688.0,10.0
東京,4,8,ザカート,ニューイヤーズデイ,-602.0,675.0,-123.0,-171.0,244.0,1166.0,,,1189.0,5.0
東京,4,9,アーバリアンジム,エピファネイア,-216.0,2172.0,-3367.0,-3588.0,-3687.0,-419.0,,,-9105.0,14.0
東京,4,10,バークテソーロ,オルフェーヴル,-230.0,-158.0,-224.0,1034.0,147.0,273.0,,,842.0,8.0
東京,4,11,ミクニサンシャイン,レッドファルクス,-522.0,731.0,2243.0,-36.0,-129.0,737.0,,,3024.0,4.0
東京,4,12,トリクロマティック,サトノアラジン,-1732.0,-845.0,-1225.0,-998.0,-314.0,-1300.0,,,-6414.0,13.0
東京,4,13,キングスズラン,デクラレーションオブウォー,115.0,226.0,-1041.0,460.0,1127.0,-149.0,,,738.0,9.0
東京,4,14,ロコモーション,サトノクラウン,-587.0,324.0,-174.0,-1737.0,-221.0,-36.0,,,-2431.0,12.0
東京,4,15,デルマエアロール,マインドユアビスケッツ,1896.0,240.0,-2646.0,-2569.0,389.0,785.0,,,-1905.0,11.0
東京,4,16,レッドエウロス,ルヴァンスレーヴ,340.0,4455.0,891.0,1262.0,-1038.0,,,,5910.0,2.0
東京,5,1,リワードパシオン,ナカヤマフェスタ,,,,,,,,,,
東京,5,2,ディアボリカドンナ,フィエールマン,-86.0,1356.0,869.0,1015.0,,,,,3154.0,4.0
東京,5,3,レイデアスール,レイデオロ,628.0,44.0,-1614.0,-4861.0,-433.0,1616.0,-1258.0,,-5878.0,12.0
東京,5,4,ブリヤディアマンテ,サトノダイヤモンド,-275.0,2121.0,-1096.0,-1057.0,-639.0,-456.0,-1786.0,,-3188.0,8.0
東京,5,5,ニシノイッキサス,Sottsass,,,,,,,,,,
東京,5,6,シンデレラダッシュ,ブリックスアンドモルタル,831.0,-621.0,1704.0,1564.0,-277.0,1767.0,-1593.0,,3375.0,2.0
東京,5,7,デンジエンド,サトノクラウン,-587.0,-3346.0,-1605.0,-1737.0,1192.0,-36.0,-877.0,,-6996.0,14.0
東京,5,8,スタンピー,アルアイン,-1821.0,-3469.0,-2262.0,-3762.0,-472.0,-2037.0,-2455.0,,-16278.0,15.0
東京,5,9,エリーナストーム,サトノアラジン,-1732.0,-993.0,-1033.0,-998.0,-1038.0,-1300.0,275.0,,-6819.0,13.0
東京,5,10,ダノンピクチャー,ドゥラメンテ,-1045.0,-806.0,-829.0,-753.0,1044.0,-1880.0,-451.0,,-4720.0,11.0
東京,5,11,フーイナム,モーリス,554.0,-5.0,-847.0,-400.0,-1081.0,-1372.0,154.0,,-2997.0,7.0
東京,5,12,ダイユウルージュ,サンダースノー,-903.0,3025.0,-1402.0,4503.0,-236.0,-468.0,-2281.0,,2238.0,6.0
東京,5,13,レヴーズマン,フィエールマン,-86.0,1356.0,869.0,1015.0,55.0,,,,3209.0,3.0
東京,5,14,カフェロワドール,ロードカナロア,289.0,-606.0,-1519.0,-1124.0,-47.0,814.0,-1432.0,,-3625.0,10.0
東京,5,15,キャルミナス,サトノダイヤモンド,-275.0,2121.0,-1096.0,-1057.0,-639.0,-456.0,-1786.0,,-3188.0,8.0
東京,5,16,ボスポラス,エポカドーロ,,,,,,,,,,
東京,5,17,ピュルテ,ルーラーシップ,460.0,1741.0,345.0,645.0,-76.0,92.0,-708.0,,2499.0,5.0
東京,5,18,リギーロ,キズナ,1209.0,1802.0,4251.0,2547.0,3304.0,1572.0,5483.0,,20168.0,1.0
東京,6,1,ノーブルライナー,マツリダゴッホ,,,,,,,,,,
東京,6,2,バム,ロジャーバローズ,1228.0,-1748.0,-476.0,-527.0,601.0,1667.0,-548.0,,197.0,7.0
東京,6,3,サウンドリアン,キズナ,1209.0,1802.0,4251.0,2547.0,-331.0,1572.0,,,11050.0,1.0
東京,6,4,フミマーズ,アドマイヤマーズ,-32.0,-240.0,-428.0,266.0,-174.0,,,,-608.0,9.0
東京,6,5,モンドエトワール,ウインバリアシオン,,,,,,,,,,
東京,6,6,ブルスカメンテ,ドゥラメンテ,-1045.0,-806.0,-829.0,-753.0,-2927.0,-1880.0,,,-8240.0,12.0
東京,6,7,ユイノオールイン,モズアスコット,477.0,616.0,1176.0,906.0,851.0,557.0,,,4583.0,3.0
東京,6,8,アレナトーレ,ラブリーデイ,-496.0,-147.0,1004.0,-245.0,-528.0,-131.0,,,-543.0,8.0
東京,6,9,フォルテム,フィエールマン,-86.0,1356.0,869.0,292.0,1015.0,,,,3446.0,4.0
東京,6,10,アルガムベイ,モーリス,554.0,-5.0,-847.0,-400.0,-2142.0,-1372.0,,,-4212.0,10.0
東京,6,11,クラウンフリード,タワーオブロンドン,273.0,494.0,796.0,197.0,248.0,397.0,,,2405.0,5.0
東京,6,12,キアラメンテ,ドゥラメンテ,-1045.0,-806.0,-829.0,-753.0,-2927.0,-1880.0,,,-8240.0,12.0
東京,6,13,セゾンデフィーユ,ダイワメジャー,-386.0,-1218.0,-636.0,-775.0,-1303.0,-961.0,,,-5279.0,11.0
東京,6,14,スパルタンワールド,ミュゼスルタン,,,,,,,,,,
東京,6,15,マニス,グレーターロンドン,485.0,1058.0,2228.0,1139.0,1829.0,677.0,894.0,,8310.0,2.0
東京,6,16,ハーモニーソング,デクラレーションオブウォー,115.0,-365.0,716.0,460.0,1127.0,-149.0,-878.0,,1026.0,6.0
東京,7,1,モナコブル,ニューイヤーズデイ,-602.0,70.0,-123.0,244.0,1166.0,,,,755.0,5.0
東京,7,2,イノセントキャット,シュヴァルグラン,-632.0,-352.0,-1655.0,-955.0,-142.0,1534.0,,,-2202.0,11.0
東京,7,3,リゼレインボー,ワールドエース,858.0,-778.0,-1232.0,41.0,-317.0,1055.0,,,-373.0,9.0
東京,7,4,ジーティースピカ,シャンハイボビー,-575.0,-819.0,264.0,-324.0,145.0,-1490.0,,,-2799.0,13.0
東京,7,5,アルヴァレス,ビーチパトロール,-310.0,561.0,-441.0,78.0,-735.0,512.0,,,-335.0,8.0
東京,7,6,ケイサンノーブル,タリスマニック,-883.0,-237.0,325.0,295.0,667.0,356.0,70.0,,593.0,7.0
東京,7,7,シーズアクイーン,ダノンレジェンド,925.0,1705.0,4811.0,-101.0,2562.0,849.0,435.0,,11186.0,3.0
東京,7,8,シュヴァルツリーベ,ドレフォン,1152.0,2702.0,5543.0,1870.0,2133.0,1854.0,1886.0,,17140.0,2.0
東京,7,9,ゲキザル,ザファクター,-117.0,269.0,-31.0,334.0,400.0,80.0,616.0,,1551.0,4.0
東京,7,10,トルズイーガー,マインドユアビスケッツ,1896.0,-2667.0,-2646.0,389.0,785.0,,,,-2243.0,12.0
東京,7,11,アルナイル,ニューイヤーズデイ,-602.0,70.0,-123.0,244.0,1166.0,-17.0,,,738.0,6.0
東京,7,12,エリカエスティーム,モーリス,554.0,-2146.0,-2250.0,-1706.0,-2142.0,-1372.0,-1055.0,,-10117.0,16.0
