,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,53.0,111.0,,102.0,59.0,3.0,68.0,96.0,,,2.0,18.0,2.0,6.0,48.0,,71.0,17.0,9.0,46.0,11.0,77.0,66.0,4.0,6.0
2022,53.0,70.0,,81.0,41.0,1.0,46.0,77.0,1.0,,1.0,5.0,9.0,7.0,32.0,,37.0,31.0,9.0,22.0,4.0,51.0,62.0,2.0,4.0
2023,53.0,102.0,,93.0,62.0,,40.0,115.0,6.0,,3.0,,11.0,,29.0,34.0,51.0,21.0,18.0,44.0,13.0,66.0,74.0,2.0,
2024,80.0,159.0,,143.0,96.0,,98.0,141.0,,,5.0,3.0,34.0,4.0,61.0,83.0,26.0,23.0,13.0,53.0,20.0,84.0,118.0,11.0,6.0
2025,120.0,160.0,,155.0,117.0,8.0,107.0,173.0,,,11.0,15.0,23.0,9.0,69.0,45.0,60.0,48.0,30.0,43.0,26.0,103.0,135.0,14.0,2.0
