,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,3.0,5.0,34.0,1.0,4.0,37.0,11.0,31.0,,,4.0,6.0,2.0,2.0,3.0,,13.0,12.0,1.0,2.0,,21.0,5.0,16.0,
2022,2.0,1.0,24.0,,,27.0,6.0,21.0,,,5.0,4.0,2.0,2.0,,,7.0,7.0,1.0,,,10.0,1.0,16.0,
2023,4.0,1.0,24.0,2.0,,27.0,5.0,24.0,,,3.0,3.0,1.0,3.0,1.0,1.0,5.0,12.0,3.0,1.0,,10.0,2.0,17.0,
2024,2.0,1.0,31.0,,1.0,33.0,5.0,29.0,,,4.0,3.0,2.0,3.0,,11.0,1.0,10.0,,1.0,,17.0,,17.0,
2025,3.0,2.0,27.0,1.0,,31.0,13.0,19.0,,,1.0,5.0,5.0,7.0,3.0,3.0,6.0,2.0,1.0,,,16.0,,16.0,
