,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,5.0,3.0,60.0,4.0,,64.0,26.0,42.0,,,8.0,18.0,6.0,17.0,2.0,,4.0,13.0,1.0,,1.0,44.0,3.0,20.0,
2022,5.0,1.0,65.0,,,71.0,20.0,51.0,,,19.0,14.0,6.0,11.0,,,5.0,16.0,1.0,1.0,,49.0,,22.0,
2023,6.0,2.0,57.0,2.0,1.0,62.0,21.0,44.0,,,15.0,15.0,3.0,9.0,3.0,,4.0,16.0,5.0,,,42.0,2.0,21.0,
2024,5.0,4.0,91.0,,3.0,97.0,39.0,61.0,,,20.0,26.0,6.0,12.0,7.0,4.0,1.0,24.0,1.0,1.0,1.0,66.0,1.0,32.0,
2025,5.0,,85.0,,,90.0,29.0,61.0,,,10.0,17.0,8.0,21.0,4.0,7.0,8.0,15.0,1.0,,,62.0,,28.0,
