場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,ベアアッコチャン,木幡巧也,96.0,103.0,101.0,100.0,98.0,,99.6,5.0
中山,1,2,ソチミルコ,マーカン,,,,,,,,
中山,1,3,ブルーアンバー,小林脩斗,91.0,84.0,99.0,97.0,90.0,,92.2,11.0
中山,1,4,ミュージックレイン,江田照男,100.0,111.0,89.0,89.0,95.0,,96.8,7.0
中山,1,5,アクロスメモリア,戸崎圭太,98.0,101.0,96.0,98.0,101.0,,98.8,6.0
中山,1,6,フローライト,横山武史,99.0,100.0,92.0,95.0,98.0,,96.8,7.0
中山,1,7,ヘヴンズドライブ,石田拓郎,21.0,108.0,95.0,80.0,90.0,,78.8,12.0
中山,1,8,ジェンダウィナー,原優介　,99.0,84.0,102.0,96.0,95.0,,95.2,9.0
中山,1,9,フクシマエクラ,佐藤翔馬,142.0,107.0,98.0,106.0,105.0,,111.6,1.0
中山,1,10,スウィートラキ,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,,100.2,4.0
中山,1,11,ソワンドヴィクター,菊沢一樹,102.0,115.0,108.0,112.0,108.0,,109.0,2.0
中山,1,12,クールフィールド,石橋脩　,97.0,98.0,107.0,105.0,95.0,,100.4,3.0
中山,1,13,マメーアップル,小林美駒,92.0,90.0,90.0,94.0,96.0,,92.4,10.0
中山,1,14,ジーティージェミル,遠藤汰月,,,,,,,,
中山,2,1,ニシノオトムスメ,水沼元輝,59.0,90.0,95.0,83.0,87.0,,82.8,11.0
中山,2,2,オセアフェアモント,佐々木大,102.0,102.0,101.0,98.0,104.0,,101.4,3.0
中山,2,3,ユニゾン,横山武史,99.0,100.0,92.0,97.0,98.0,,97.2,7.0
中山,2,4,イチザペガサス,的場勇人,54.0,93.0,55.0,80.0,89.0,,74.2,14.0
中山,2,5,ゴーフォアブローク,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,,102.8,2.0
中山,2,6,ハナムラサキ,柴田大知,95.0,91.0,89.0,98.0,93.0,,93.2,9.0
中山,2,7,ツイスティドシルク,津村明秀,102.0,105.0,100.0,96.0,99.0,,100.4,4.0
中山,2,8,ヴレクール,菊沢一樹,102.0,115.0,108.0,106.0,108.0,,107.8,1.0
中山,2,9,ケイツークルサード,小林美駒,92.0,90.0,90.0,97.0,96.0,,93.0,10.0
中山,2,10,イッテラッシャイ,戸崎圭太,98.0,101.0,96.0,99.0,101.0,,99.0,6.0
中山,2,11,ガーディアンテイル,内田博幸,97.0,97.0,96.0,83.0,94.0,,93.4,8.0
中山,2,12,カレックス,原田和真,76.0,57.0,95.0,83.0,90.0,,80.2,13.0
中山,2,13,ウインビギニング,マーカン,,,,,,,,
中山,2,14,セイウォリアー,舟山瑠泉,,,,,,,,
中山,2,15,キタノマテンロウ,木幡巧也,96.0,103.0,101.0,101.0,98.0,,99.8,5.0
中山,2,16,クリュメノス,石田拓郎,21.0,108.0,95.0,93.0,90.0,,81.4,12.0
中山,3,1,ライヴマルガリータ,木幡巧也,96.0,103.0,97.0,100.0,98.0,,98.8,8.0
中山,3,2,ヴェントベローチェ,北村宏司,101.0,98.0,105.0,106.0,100.0,,102.0,5.0
中山,3,3,ミアエッテ,横山琉人,99.0,93.0,93.0,93.0,97.0,,95.0,11.0
中山,3,4,バルボアパーク,プーシャ,,,,,,,,
中山,3,5,ダノンプレサージュ,佐々木大,102.0,102.0,103.0,106.0,104.0,,103.4,3.0
中山,3,6,ロット,内田博幸,97.0,97.0,90.0,99.0,94.0,,95.4,10.0
中山,3,7,エイチエヌライ,菅原隆一,21.0,67.0,54.0,74.0,30.0,,49.2,14.0
中山,3,8,ラプランセス,横山武史,99.0,100.0,100.0,95.0,98.0,,98.4,9.0
中山,3,9,アドマイヤウルトラ,マーカン,,,,,,,,
中山,3,10,シャルムグリーン,津村明秀,102.0,105.0,104.0,106.0,99.0,,103.2,4.0
中山,3,11,アジャイブ,石田拓郎,21.0,108.0,70.0,80.0,90.0,,73.8,13.0
