場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
中山,1,1,ベアアッコチャン,フォーウィールドライブ,439.0,1462.0,1178.0,2984.0,3796.0,1050.0,741.0,,11650.0,1.0
中山,1,2,ソチミルコ,リオンディーズ,428.0,-1814.0,-460.0,1206.0,-1631.0,1038.0,481.0,,-752.0,6.0
中山,1,3,ブルーアンバー,ファインニードル,61.0,-395.0,-592.0,-251.0,353.0,-5.0,312.0,,-517.0,5.0
中山,1,4,ミュージックレイン,マテラスカイ,,,,,,,,,,
中山,1,5,アクロスメモリア,マインドユアビスケッツ,-1444.0,-272.0,-2646.0,211.0,389.0,-2241.0,82.0,,-5921.0,7.0
中山,1,6,フローライト,ルヴァンスレーヴ,540.0,-957.0,891.0,2380.0,1262.0,3608.0,-795.0,,6929.0,3.0
中山,1,7,ヘヴンズドライブ,ダノンスマッシュ,,,,,,,,,,
中山,1,8,ジェンダウィナー,マテラスカイ,,,,,,,,,,
中山,1,9,フクシマエクラ,クワイトファイン,,,,,,,,,,
中山,1,10,スウィートラキ,スマートファルコン,,,,,,,,,,
中山,1,11,ソワンドヴィクター,アメリカンペイトリオット,851.0,-181.0,-1007.0,215.0,-87.0,1481.0,-939.0,,333.0,4.0
中山,1,12,クールフィールド,フォーウィールドライブ,439.0,1462.0,1178.0,2984.0,3796.0,1050.0,741.0,,11650.0,1.0
中山,1,13,マメーアップル,マテラスカイ,,,,,,,,,,
中山,1,14,ジーティージェミル,ドリームバレンチノ,,,,,,,,,,
中山,2,1,ニシノオトムスメ,ブリックスアンドモルタル,351.0,-621.0,-981.0,-193.0,1306.0,-1051.0,-1593.0,,-2782.0,10.0
中山,2,2,オセアフェアモント,オルフェーヴル,129.0,930.0,-224.0,-586.0,1044.0,1152.0,402.0,,2847.0,2.0
中山,2,3,ユニゾン,サンダースノー,1570.0,3025.0,4847.0,-277.0,1191.0,4169.0,-2281.0,,12244.0,1.0
中山,2,4,イチザペガサス,ヴァンセンヌ,939.0,126.0,5.0,-174.0,428.0,-229.0,,,1095.0,6.0
中山,2,5,ゴーフォアブローク,インディチャンプ,,,,,,,,,,
中山,2,6,ハナムラサキ,レーヴミストラル,,,,,,,,,,
中山,2,7,ツイスティドシルク,ファインニードル,61.0,-395.0,-592.0,-251.0,557.0,-5.0,-477.0,,-1102.0,8.0
中山,2,8,ヴレクール,マクフィ,-625.0,-286.0,-385.0,695.0,330.0,-47.0,614.0,,296.0,7.0
中山,2,9,ケイツークルサード,アジアエクスプレス,264.0,-621.0,586.0,-204.0,360.0,1529.0,-656.0,,1258.0,5.0
中山,2,10,イッテラッシャイ,ミスチヴィアスアレックス,,,,,,,,,,
中山,2,11,ガーディアンテイル,クリソベリル,,,,,,,,,,
中山,2,12,カレックス,Earthlight,,,,,,,,,,
中山,2,13,ウインビギニング,ニューイヤーズデイ,-107.0,-354.0,-123.0,281.0,119.0,-660.0,-1339.0,,-2183.0,9.0
中山,2,14,セイウォリアー,マジェスティックウォリアー,1.0,-2275.0,1907.0,-664.0,1357.0,2076.0,306.0,,2708.0,3.0
中山,2,15,キタノマテンロウ,ダノンスマッシュ,,,,,,,,,,
中山,2,16,クリュメノス,マジェスティックウォリアー,1.0,-2275.0,1907.0,-664.0,1357.0,2076.0,306.0,,2708.0,3.0
中山,3,1,ライヴマルガリータ,モズアスコット,-102.0,616.0,1176.0,2176.0,906.0,1376.0,-44.0,,6104.0,3.0
中山,3,2,ヴェントベローチェ,ダノンプレミアム,,,,,,,,,,
中山,3,3,ミアエッテ,シルバーステート,1918.0,-2175.0,1981.0,-474.0,-1355.0,-268.0,-673.0,,-1046.0,5.0
中山,3,4,バルボアパーク,サートゥルナーリア,-707.0,78.0,-800.0,-499.0,418.0,-390.0,,,-1900.0,7.0
中山,3,5,ダノンプレサージュ,サートゥルナーリア,-707.0,78.0,-800.0,-499.0,418.0,-390.0,,,-1900.0,7.0
中山,3,6,ロット,ダノンバラード,-2948.0,-59.0,1958.0,1919.0,1588.0,634.0,,,3092.0,4.0
中山,3,7,エイチエヌライ,ヴァンゴッホ,,,,,,,,,,
中山,3,8,ラプランセス,エピファネイア,-1442.0,-1602.0,-2937.0,1587.0,-3687.0,-5692.0,-1724.0,,-15497.0,12.0
中山,3,9,アドマイヤウルトラ,リオンディーズ,428.0,-1814.0,-714.0,1206.0,-1631.0,1038.0,,,-1487.0,6.0
中山,3,10,シャルムグリーン,スワーヴリチャード,509.0,145.0,-1019.0,-181.0,-3067.0,-2064.0,,,-5677.0,10.0
中山,3,11,アジャイブ,キセキ,,,,,,,,,,
中山,3,12,クシマトゥルー,ドレフォン,-3.0,2712.0,-1151.0,-187.0,2133.0,2542.0,1886.0,,7932.0,2.0
中山,3,13,リッチリーエコー,スワーヴリチャード,509.0,145.0,-1019.0,-181.0,-3067.0,-2064.0,,,-5677.0,10.0
中山,3,14,ヘイマー,アドマイヤムーン,-146.0,-620.0,-63.0,-437.0,-919.0,-766.0,14.0,,-2937.0,9.0
中山,3,15,ショウナンタヅナ,ドレフォン,-3.0,2712.0,-1151.0,-187.0,2133.0,2542.0,2587.0,,8633.0,1.0
中山,3,16,ロジクリスエス,ロジユニヴァース,,,,,,,,,,
中山,4,1,ガンダ,ホッコータルマエ,300.0,954.0,965.0,591.0,40.0,-768.0,125.0,,2207.0,6.0
中山,4,2,タイガーゲイト,リオンディーズ,428.0,-1814.0,-460.0,1206.0,78.0,1038.0,481.0,,957.0,9.0
中山,4,3,シンエンドーツダ,イスラボニータ,668.0,693.0,-2141.0,944.0,-990.0,620.0,2234.0,,2028.0,8.0
中山,4,4,ハルシャダ,アメリカンペイトリオット,851.0,-181.0,-1007.0,215.0,315.0,1481.0,-744.0,,930.0,10.0
中山,4,5,マクシーン,マジェスティックウォリアー,1.0,-2275.0,1907.0,-664.0,1357.0,2076.0,306.0,,2708.0,5.0
中山,4,6,モロノヴィクトリー,キズナ,588.0,1802.0,696.0,1194.0,3921.0,3253.0,,,11454.0,2.0
中山,4,7,アオイミズホ,ビーチパトロール,-500.0,-346.0,-441.0,-1264.0,669.0,-346.0,-220.0,,-2448.0,12.0
中山,4,8,ビービーアジャイル,サンダースノー,1570.0,3025.0,4847.0,-277.0,1191.0,4169.0,-2281.0,,12244.0,1.0
中山,4,9,メディチパワー,フィレンツェファイア,,,,,,,,,,
中山,4,10,カミノテイオー,タリスマニック,-54.0,1050.0,325.0,-98.0,-174.0,-191.0,,,858.0,11.0
中山,4,11,アタックエース,ディープブリランテ,-35.0,-763.0,-1367.0,-230.0,-695.0,-603.0,,,-3693.0,14.0
