場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,リアライズリリー,石川裕紀,1580.0,-560.0,-98.0,-265.0,274.0,,931.0,5.0
中山,1,2,ニッシンゲッポ,戸崎圭太,-410.0,318.0,-1345.0,-943.0,203.0,,-2177.0,10.0
中山,1,3,レオネッサ,舟山瑠泉,,,,,,,,
中山,1,4,リンダ,土田真翔,-969.0,1190.0,-1185.0,670.0,-61.0,,-355.0,7.0
中山,1,5,ファイアーワルツ,菅原隆一,-632.0,-732.0,-751.0,-641.0,-909.0,,-3665.0,11.0
中山,1,6,タブロー,内田博幸,-617.0,-558.0,-1314.0,-146.0,-1358.0,,-3993.0,12.0
中山,1,7,サトノエバー,三浦皇成,566.0,1497.0,1338.0,328.0,1109.0,,4838.0,2.0
中山,1,8,ベールドゥフィーユ,上里直汰,,,,,,,,
中山,1,9,ロジステート,木幡巧也,-820.0,715.0,298.0,-122.0,-432.0,,-361.0,8.0
中山,1,10,ポートタウランガ,横山和生,1309.0,-784.0,896.0,109.0,2261.0,,3791.0,3.0
中山,1,11,ビレッジルミエール,長浜鴻緒,-145.0,1492.0,-605.0,-1080.0,254.0,,-84.0,6.0
中山,1,12,ユリオプスイエロー,遠藤汰月,,,,,,,,
中山,1,13,エスシーボニー,丸田恭介,2211.0,-353.0,1727.0,706.0,1212.0,,5503.0,1.0
中山,1,14,アイアンソリッド,菅原明良,-1023.0,883.0,583.0,1418.0,-353.0,,1508.0,4.0
中山,1,15,サブアトミック,キング　,,,,,,,,
中山,1,16,ミートザターゲット,小林凌大,398.0,-1225.0,-73.0,-627.0,-523.0,,-2050.0,9.0
中山,2,1,エポカリーナ,杉原誠人,298.0,-721.0,-1340.0,548.0,564.0,,-651.0,9.0
中山,2,2,ヴァルトバーデン,舟山瑠泉,,,,,,,,
中山,2,3,デュピュイドローム,北村宏司,62.0,-177.0,188.0,106.0,-7.0,,172.0,5.0
中山,2,4,ブライトゲイザー,津村明秀,361.0,707.0,-40.0,-787.0,-302.0,,-61.0,8.0
中山,2,5,ゴットランド,キング　,,,,,,,,
中山,2,6,デルマラメール,木幡巧也,-820.0,715.0,298.0,298.0,-432.0,,59.0,7.0
中山,2,7,アイオリア,横山和生,1309.0,-784.0,896.0,1072.0,2261.0,,4754.0,2.0
中山,2,8,リョウランナイト,上里直汰,,,,,,,,
中山,2,9,ドラゴンバスター,岩部純二,-359.0,-1282.0,-1828.0,-1022.0,-594.0,,-5085.0,12.0
中山,2,10,カシマスウィープ,遠藤汰月,,,,,,,,
中山,2,11,カズナリ,団野大成,-448.0,-1726.0,3499.0,1736.0,729.0,,3790.0,3.0
中山,2,12,ペイシャヴァルワン,木幡初也,395.0,-343.0,-623.0,-479.0,119.0,,-931.0,10.0
中山,2,13,シャイニーヒル,田辺裕信,-133.0,425.0,-661.0,212.0,260.0,,103.0,6.0
中山,2,14,オンクラウドナイン,藤岡佑介,229.0,1701.0,1475.0,2245.0,2795.0,,8445.0,1.0
中山,2,15,スターコンパス,長浜鴻緒,-145.0,1492.0,-605.0,1851.0,254.0,,2847.0,4.0
中山,2,16,ジロラータ,吉田豊　,-478.0,-812.0,205.0,-422.0,-1272.0,,-2779.0,11.0
中山,3,1,エテオクロス,大野拓弥,-410.0,-593.0,-1332.0,445.0,485.0,,-1405.0,10.0
中山,3,2,ケイツーレウ,長浜鴻緒,-145.0,1492.0,-605.0,-1080.0,254.0,,-84.0,6.0
中山,3,3,ポッドベル,横山武史,-311.0,69.0,-2911.0,-1784.0,-845.0,,-5782.0,14.0
