場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
中山,1,1,フジルバーブ,ヘニーヒューズ,209.0,1513.0,4244.0,1123.0,1613.0,2365.0,2605.0,,13672.0,2.0
中山,1,2,アルデココ,スワーヴリチャード,68.0,878.0,102.0,1842.0,613.0,1295.0,104.0,,4902.0,4.0
中山,1,3,カウスリップ,ロードカナロア,-421.0,-1026.0,-1637.0,-1787.0,1099.0,-4838.0,,,-8610.0,13.0
中山,1,4,ハクサンミラクル,シルポート,,,,,,,,,,
中山,1,5,クリスタルテン,アルアイン,-611.0,909.0,-438.0,-1231.0,-1845.0,-1443.0,-946.0,,-5605.0,12.0
中山,1,6,スターランウェイ,ダノンレジェンド,438.0,558.0,4340.0,699.0,2187.0,2657.0,,,10879.0,3.0
中山,1,7,セイウングレイ,バゴ,-815.0,-2314.0,-419.0,-1112.0,742.0,-497.0,-702.0,,-5117.0,10.0
中山,1,8,タイセイアダマス,リアルスティール,1658.0,3243.0,5640.0,1342.0,5088.0,4227.0,1323.0,,22521.0,1.0
中山,1,9,マミーブルー,マクフィ,-718.0,-303.0,-123.0,277.0,1128.0,-317.0,72.0,,16.0,7.0
中山,1,10,ハイタッチマドンナ,ウインブライト,,,,,,,,,,
中山,1,11,ラブリーウィザード,トランセンド,80.0,243.0,349.0,-34.0,574.0,340.0,432.0,,1984.0,6.0
中山,1,12,ミラクルミッキー,コパノリッキー,583.0,738.0,-816.0,769.0,-2094.0,477.0,,,-343.0,8.0
中山,1,13,バブルギャラクシー,リオンディーズ,468.0,-399.0,-697.0,1824.0,1430.0,1435.0,,,4061.0,5.0
中山,1,14,トレヴィーテ,キンシャサノキセキ,399.0,187.0,-401.0,356.0,-1694.0,-1732.0,,,-2885.0,9.0
中山,1,15,エコロヴァイス,Unified,,,,,,,,,,
中山,1,16,アイカチャン,マインドユアビスケッツ,-60.0,400.0,-2258.0,-456.0,-2455.0,-744.0,,,-5573.0,11.0
中山,2,1,ベールドインパクト,ダノンバラード,-1820.0,780.0,1599.0,749.0,3414.0,2824.0,,,7546.0,2.0
中山,2,2,ビリーヴアンドラン,スマートファルコン,,,,,,,,,,
中山,2,3,グレーターバーチュ,エピファネイア,-736.0,-1751.0,-3768.0,1103.0,-1579.0,-5094.0,-4649.0,,-16474.0,13.0
中山,2,4,ブレトワルダ,マジェスティックウォリアー,95.0,-2158.0,1007.0,-753.0,211.0,2156.0,-1195.0,,-637.0,10.0
中山,2,5,バトラーズワーフ,ブリックスアンドモルタル,-958.0,265.0,522.0,-341.0,767.0,-845.0,,,-590.0,9.0
中山,2,6,ロジアヴァンセ,ロジユニヴァース,298.0,282.0,2.0,0.0,60.0,350.0,,,992.0,8.0
中山,2,7,スムースオペレター,オルフェーヴル,293.0,433.0,87.0,-2191.0,1056.0,1442.0,,,1120.0,6.0
中山,2,8,シュヴァルノワール,スワーヴリチャード,68.0,878.0,102.0,1842.0,1186.0,1295.0,,,5371.0,5.0
中山,2,9,ファンタイムギフト,ドレフォン,214.0,955.0,2830.0,-825.0,577.0,1673.0,1494.0,,6918.0,4.0
中山,2,10,レイデアスール,レイデオロ,1554.0,1892.0,972.0,2115.0,1900.0,2216.0,-302.0,,10347.0,1.0
中山,2,11,アルデヤーノ,イスラボニータ,57.0,144.0,-1222.0,529.0,-1141.0,-2141.0,,,-3774.0,12.0
中山,2,12,ドーバーブライト,ウインブライト,,,,,,,,,,
