場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,コスモシンテイ,454.0,8.0,,,1362.0,4.0,,
中山,1,2,ポップグルーヴ,-584.0,11.0,-8787.0,10.0,-3767.0,9.0,-13.138,7.0
中山,1,3,ユリオプスイエロー,7397.0,2.0,,,-9576.0,15.0,,
中山,1,4,フェリスナビダ,8430.0,1.0,-1176.0,6.0,-8195.0,13.0,-0.941,3.0
中山,1,5,ヴィンブルレー,-4539.0,14.0,,,-3790.0,10.0,,
中山,1,6,コウソクグルーヴ,,,4902.0,2.0,-2511.0,7.0,,
中山,1,7,セイカエイレーネー,1860.0,7.0,-7723.0,9.0,-9946.0,16.0,-15.809,8.0
中山,1,8,ブルーオブウインド,5334.0,5.0,-205.0,5.0,-7097.0,12.0,-1.968,4.0
中山,1,9,スマイルディシー,-4404.0,13.0,7017.0,1.0,-1805.0,6.0,0.808,1.0
中山,1,10,イエスユイキャン,5764.0,4.0,,,4594.0,1.0,,
中山,1,11,ピエノダモーレ,219.0,9.0,-3974.0,7.0,-3722.0,8.0,-7.477,6.0
中山,1,12,サスペンスクィーン,-269.0,10.0,-5319.0,8.0,2779.0,3.0,-2.809,5.0
中山,1,13,ミヤマイルス,5773.0,3.0,,,-8760.0,14.0,,
中山,1,14,ミリオンヒット,2565.0,6.0,2799.0,3.0,-6236.0,11.0,-0.872,2.0
中山,1,15,パーティーガール,,,1522.0,4.0,-971.0,5.0,,
中山,1,16,ジュリスタ,-3642.0,12.0,,,4408.0,2.0,,
中山,2,1,ノイシュタット,3322.0,4.0,6448.0,3.0,-71.0,7.0,9.699,2.0
中山,2,2,グリーンエリクサー,-1006.0,9.0,7647.0,2.0,1052.0,5.0,7.693,4.0
中山,2,3,オストラヴァ,2237.0,5.0,3383.0,7.0,1432.0,4.0,7.052,6.0
中山,2,4,アイアンオバーカム,-2673.0,10.0,-1459.0,8.0,-8512.0,12.0,-12.644,9.0
中山,2,5,ボンボニエーレ,-842.0,8.0,-4977.0,10.0,-6376.0,10.0,-12.195,8.0
中山,2,6,ロードスカイブルー,6725.0,1.0,,,2414.0,3.0,,
中山,2,7,ルグランヴァン,590.0,7.0,,,2489.0,2.0,,
中山,2,8,フィーチャリング,3346.0,3.0,12505.0,1.0,4464.0,1.0,20.315,1.0
中山,2,9,スマートクオーレ,-2845.0,11.0,3477.0,6.0,-7250.0,11.0,-6.618,7.0
中山,2,10,クラインシュミット,4570.0,2.0,5075.0,5.0,-580.0,8.0,9.065,3.0
中山,2,11,セミコンダクター,791.0,6.0,5785.0,4.0,709.0,6.0,7.285,5.0
中山,2,12,アリアルブラック,,,-1837.0,9.0,-752.0,9.0,,
中山,3,1,ガンバルマン,-485.0,7.0,,,-5086.0,12.0,,
中山,3,2,ローレン,-1006.0,8.0,-10968.0,11.0,-2212.0,8.0,-14.186,9.0
中山,3,3,ガスパール,-1123.0,9.0,-2693.0,8.0,66.0,3.0,-3.75,6.0
中山,3,4,アライアンスデイ,4913.0,3.0,5859.0,3.0,-17073.0,14.0,-6.301,7.0
中山,3,5,シャインフリーリー,157.0,5.0,,,,,,
中山,3,6,タッセル,-4623.0,12.0,563.0,6.0,-2558.0,9.0,-6.618,8.0
中山,3,7,アウルムレガリア,1560.0,4.0,2452.0,4.0,3867.0,2.0,7.879,2.0
中山,3,8,パリモード,-3419.0,11.0,-8811.0,10.0,-4705.0,11.0,-16.935,10.0
中山,3,9,リギーロ,-5412.0,13.0,29150.0,1.0,-4138.0,10.0,19.6,1.0
中山,3,10,アクデニズ,136.0,6.0,,,-659.0,6.0,,
中山,3,11,カフェロワドール,6798.0,1.0,-14459.0,12.0,4837.0,1.0,-2.824,5.0
中山,3,12,ディアイライザ,,,-1154.0,7.0,-749.0,7.0,,
中山,3,13,マイネルアズーロ,-1162.0,10.0,8707.0,2.0,-221.0,5.0,7.324,3.0
中山,3,14,ゴダルティチェコ,6587.0,2.0,1564.0,5.0,-6292.0,13.0,1.859,4.0
中山,3,15,ファンタズマ,,,-3930.0,9.0,38.0,4.0,,
中山,4,1,ガトリンテソーロ,791.0,4.0,,,-4176.0,10.0,,
中山,4,2,ジーティートゥルー,-2727.0,8.0,5689.0,3.0,-2783.0,7.0,0.179,4.0
中山,4,3,オタマジャクシ,-375.0,6.0,908.0,5.0,-3559.0,8.0,-3.026,5.0
中山,4,4,グラスビジョン,3322.0,3.0,,,-15797.0,12.0,,
中山,4,5,キャバリエクエスト,5326.0,2.0,-4351.0,7.0,2178.0,3.0,3.153,2.0
中山,4,6,ランフォザプライド,590.0,5.0,,,2489.0,2.0,,
中山,4,7,アイオリア,6725.0,1.0,19120.0,1.0,-3999.0,9.0,21.846,1.0
中山,4,8,ロンパイア,-5093.0,10.0,-5980.0,8.0,-5038.0,11.0,-16.111,8.0
中山,4,9,ミスティマウンテン,-4928.0,9.0,-6185.0,9.0,4102.0,1.0,-7.011,7.0
中山,4,10,ショウナンタハティ,,,6918.0,2.0,-335.0,5.0,,
中山,4,11,ヒソカ,-6677.0,11.0,-1088.0,6.0,1414.0,4.0,-6.351,6.0
中山,4,12,スティーヴバローズ,-1834.0,7.0,4314.0,4.0,-481.0,6.0,1.999,3.0
中山,5,1,オーセンティアン,-1829.0,14.0,6150.0,1.0,2067.0,6.0,6.388,2.0
中山,5,2,ヴェリーヌ,-3411.0,16.0,,,-1339.0,12.0,,
中山,5,3,イザヨイ,4641.0,6.0,,,1172.0,7.0,,
中山,5,4,スリーセンス,8028.0,1.0,1052.0,2.0,5448.0,2.0,14.528,1.0
中山,5,5,ブルスカメンテ,1519.0,9.0,1052.0,2.0,402.0,9.0,2.973,5.0
中山,5,6,オロスコピオ,-1102.0,13.0,1015.0,4.0,3110.0,4.0,3.023,4.0
中山,5,7,アッサジャン,-2800.0,15.0,-29.0,5.0,-1952.0,13.0,-4.781,11.0
中山,5,8,トーセンアシュリー,5420.0,4.0,,,7177.0,1.0,,
中山,5,9,アイアムルンルン,6388.0,2.0,-5239.0,10.0,3060.0,5.0,4.209,3.0
中山,5,10,ラルービーズ,-683.0,12.0,,,555.0,8.0,,
中山,5,11,ギフテッド,3132.0,8.0,-5897.0,12.0,3274.0,3.0,0.509,6.0
中山,5,12,ルナルーチェット,5388.0,5.0,-4548.0,8.0,-1952.0,13.0,-1.112,8.0
中山,5,13,リポサンテ,5785.0,3.0,-4548.0,8.0,-3779.0,15.0,-2.542,9.0
中山,5,14,ココモナカ,693.0,10.0,-3204.0,7.0,-739.0,11.0,-3.25,10.0
中山,5,15,ユナホークパワー,-258.0,11.0,-51.0,6.0,-705.0,10.0,-1.014,7.0
中山,5,16,キョウエイレッド,4637.0,7.0,-5333.0,11.0,-6278.0,16.0,-6.974,12.0
中山,6,1,シナツヒメ,1800.0,4.0,3052.0,4.0,-661.0,5.0,4.191,4.0
中山,6,2,アンタンシオン,-960.0,6.0,-6325.0,9.0,469.0,3.0,-6.816,6.0
中山,6,3,サーフプラチナム,-5551.0,11.0,,,-1988.0,7.0,,
中山,6,4,クインズエクレア,6664.0,1.0,14768.0,2.0,-3073.0,9.0,18.359,1.0
中山,6,5,エファセデリエール,-4134.0,9.0,-2273.0,8.0,-5790.0,12.0,-12.197,8.0
中山,6,6,カシマスウィープ,223.0,5.0,15402.0,1.0,329.0,4.0,15.954,2.0
中山,6,7,ランメルスベルグ,-1887.0,8.0,-1850.0,7.0,-4651.0,10.0,-8.388,7.0
中山,6,8,シルフラ,1832.0,3.0,,,-1448.0,6.0,,
中山,6,9,プラウドモーメント,,,-1203.0,6.0,1347.0,1.0,,
中山,6,10,ヴァイオパイシーズ,-1702.0,7.0,7317.0,3.0,1045.0,2.0,6.66,3.0
中山,6,11,キラフォーニア,2979.0,2.0,2346.0,5.0,-2724.0,8.0,2.601,5.0
中山,6,12,タマモカンパネラ,-5428.0,10.0,,,-5455.0,11.0,,
中山,7,1,ヴァンガーズハート,8395.0,1.0,-6419.0,12.0,-2670.0,11.0,-0.694,4.0
中山,7,2,バランスダンサー,-4688.0,13.0,-20407.0,16.0,389.0,7.0,-24.706,14.0
中山,7,3,パンジャ,-2836.0,11.0,-1398.0,7.0,-4126.0,14.0,-8.36,13.0
中山,7,4,デオヴォレンティ,,,6685.0,1.0,-4023.0,13.0,,
中山,7,5,ファイナルヒート,-5287.0,14.0,1810.0,2.0,955.0,5.0,-2.522,8.0
中山,7,6,ステラデルシエロ,4675.0,3.0,-8906.0,15.0,1418.0,4.0,-2.813,9.0
中山,7,7,クラウドセイル,1841.0,5.0,1580.0,3.0,-5809.0,15.0,-2.388,7.0
中山,7,8,ラパンラピッド,,,-8331.0,14.0,718.0,6.0,,
中山,7,9,サトノメルベイユ,1330.0,7.0,116.0,5.0,-1484.0,9.0,-0.038,3.0
中山,7,10,オルノア,7247.0,2.0,-2186.0,9.0,-2431.0,10.0,2.63,2.0
中山,7,11,パーセルペーパー,-2044.0,10.0,-1055.0,6.0,1836.0,3.0,-1.263,6.0
中山,7,12,ララヴィエルジュ,4583.0,4.0,-4161.0,11.0,-6683.0,16.0,-6.261,11.0
中山,7,13,バードウォッチャー,-4527.0,12.0,1426.0,4.0,-2688.0,12.0,-5.789,10.0
中山,7,14,マイネルモメンタム,822.0,8.0,-1398.0,7.0,-471.0,8.0,-1.047,5.0
中山,7,15,ケイツークローン,1608.0,6.0,-2552.0,10.0,10221.0,1.0,9.277,1.0
中山,7,16,ロードヴェスパー,-912.0,9.0,-7760.0,13.0,2353.0,2.0,-6.319,12.0
中山,8,1,サンドブラスト,360.0,6.0,-638.0,6.0,5978.0,2.0,5.7,3.0
中山,8,2,アースイオス,1238.0,4.0,-2774.0,7.0,1383.0,3.0,-0.153,4.0
中山,8,3,ファイントパーズ,4250.0,3.0,-9235.0,12.0,-3996.0,12.0,-8.981,9.0
中山,8,4,サンキャメロン,,,,,-1662.0,7.0,,
中山,8,5,ブレットフライ,-5772.0,13.0,-9715.0,13.0,-3248.0,9.0,-18.735,12.0
中山,8,6,バンドネオン,-2059.0,9.0,-405.0,5.0,-2773.0,8.0,-5.237,7.0
中山,8,7,レゲエビーチ,-1571.0,8.0,,,-640.0,6.0,,
中山,8,8,スカパラダイス,585.0,5.0,-3311.0,8.0,65.0,5.0,-2.661,5.0
中山,8,9,ナチュラルリバー,-4005.0,11.0,-8465.0,11.0,,,,
中山,8,10,ドバイブルース,-5158.0,12.0,-8084.0,10.0,-3802.0,11.0,-17.044,11.0
中山,8,11,エッグスラット,-202.0,7.0,-58.0,4.0,-6451.0,14.0,-6.711,8.0
中山,8,12,クレイヴィンオナー,7174.0,1.0,11343.0,2.0,6426.0,1.0,24.943,1.0
中山,8,13,セザンワールド,-6112.0,14.0,118.0,3.0,936.0,4.0,-5.058,6.0
中山,8,14,ソレルビュレット,,,,,-4648.0,13.0,,
中山,8,15,ベイビールビオ,-3631.0,10.0,-5203.0,9.0,-6565.0,15.0,-15.399,10.0
中山,8,16,ホウオウベルクソン,6039.0,2.0,22238.0,1.0,-3655.0,10.0,24.622,2.0
中山,9,1,ラインパシオン,4141.0,3.0,1169.0,4.0,-3046.0,6.0,2.264,3.0
中山,9,2,アリオーンスマイル,2196.0,6.0,3699.0,3.0,-6342.0,10.0,-0.447,5.0
中山,9,3,ファビエンヌ,,,6995.0,2.0,,,,
中山,9,4,セイウンビッグバン,3305.0,5.0,,,-3949.0,8.0,,
中山,9,5,カンシン,,,-4438.0,6.0,7604.0,1.0,,
中山,9,6,ニシノクードクール,-7317.0,10.0,,,-3689.0,7.0,,
中山,9,7,サウスバンク,8599.0,1.0,9171.0,1.0,4480.0,4.0,22.25,1.0
中山,9,8,マキシマムドライブ,,,-8580.0,9.0,,,,
中山,9,9,リケアコンパンナ,3679.0,4.0,-4438.0,6.0,1243.0,5.0,0.484,4.0
中山,9,10,カガバベル,937.0,7.0,,,-3949.0,8.0,,
中山,9,11,レイピア,-4134.0,8.0,,,5953.0,3.0,,
中山,9,12,チョングク,-6300.0,9.0,-1549.0,5.0,-7390.0,11.0,-15.239,6.0
中山,9,13,ヴァージル,6295.0,2.0,-4438.0,6.0,6213.0,2.0,8.07,2.0
中山,10,1,オウバイトウリ,3904.0,5.0,24316.0,2.0,4365.0,5.0,32.585,1.0
中山,10,2,ムーヴ,-2149.0,9.0,6253.0,4.0,2792.0,6.0,6.896,4.0
中山,10,3,ブルーシンフォニー,-4604.0,15.0,6065.0,5.0,-5881.0,13.0,-4.42,10.0
中山,10,4,グランフォーブル,-3320.0,13.0,-3961.0,12.0,-7955.0,14.0,-15.236,12.0
