場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,ロッキンミー,-2879.0,9.0,5034.0,2.0,2722.0,2.0,4.877,2.0
中山,1,2,ビレッジルミエール,-7237.0,13.0,-2476.0,8.0,-6989.0,11.0,-16.702,7.0
中山,1,3,エソテリック,-1893.0,8.0,9264.0,1.0,,,,
中山,1,4,セラード,6260.0,3.0,-2101.0,6.0,-15204.0,14.0,-11.045,5.0
中山,1,5,サンラグナベルデ,-5096.0,10.0,,,604.0,4.0,,
中山,1,6,ミトノキャット,5092.0,5.0,4545.0,3.0,-25.0,5.0,9.612,1.0
中山,1,7,リュウジンマル,1931.0,7.0,3319.0,4.0,-16183.0,15.0,-10.933,4.0
中山,1,8,ユウオウマイシン,,,-3115.0,9.0,-3608.0,9.0,,
中山,1,9,サノノアメリカン,4630.0,6.0,-182.0,5.0,-2511.0,7.0,1.937,3.0
中山,1,10,ライヴドライバー,-13417.0,15.0,,,-5544.0,10.0,,
中山,1,11,キタノエーシン,8787.0,2.0,,,-2482.0,6.0,,
中山,1,12,カーティブヨーク,9605.0,1.0,,,-9576.0,12.0,,
中山,1,13,リネンドライブ,5106.0,4.0,,,-9946.0,13.0,,
中山,1,14,ナンゴクトップガン,-6026.0,12.0,,,4027.0,1.0,,
中山,1,15,チュラット,-7512.0,14.0,-2149.0,7.0,-3519.0,8.0,-13.18,6.0
中山,1,16,ニッシンゲッポ,-5127.0,11.0,,,1362.0,3.0,,
中山,2,1,フラワーデュエット,2917.0,4.0,300.0,9.0,2171.0,3.0,5.388,3.0
中山,2,2,バーニングフレーム,1906.0,6.0,5371.0,6.0,7152.0,1.0,14.429,1.0
中山,2,3,フレイザーテソーロ,-542.0,8.0,,,-2205.0,8.0,,
中山,2,4,タドウリョク,7534.0,3.0,-2193.0,11.0,-2035.0,7.0,3.306,5.0
中山,2,5,ラーナローザ,-2411.0,11.0,8962.0,1.0,-1868.0,6.0,4.683,4.0
中山,2,6,リュミナーズ,-2521.0,12.0,,,-8386.0,13.0,,
中山,2,7,ディペンダブル,2433.0,5.0,,,-2299.0,9.0,,
中山,2,8,ネクストダンサー,-4706.0,14.0,8962.0,1.0,-6276.0,12.0,-2.02,8.0
中山,2,9,イグニススピリタス,-1481.0,9.0,8128.0,4.0,4712.0,2.0,11.359,2.0
中山,2,10,トキメキジニア,8400.0,2.0,806.0,8.0,-15797.0,15.0,-6.591,10.0
中山,2,11,スノークルーズ,,,173.0,10.0,-2815.0,11.0,,
中山,2,12,ゴールドシャーク,306.0,7.0,3768.0,7.0,-768.0,5.0,3.306,5.0
中山,2,13,ラナイ,-3171.0,13.0,8962.0,1.0,-8935.0,14.0,-3.144,9.0
中山,2,14,トウカイクレオス,-1568.0,10.0,,,-2467.0,10.0,,
中山,2,15,ダカラフェスティヴ,-7434.0,15.0,,,954.0,4.0,,
中山,2,16,クインズマドレーヌ,9523.0,1.0,8128.0,4.0,-16751.0,16.0,0.9,7.0
中山,3,1,ベルウッドホウオウ,-5412.0,13.0,2191.0,2.0,5337.0,1.0,2.116,3.0
中山,3,2,トーセンカタルシス,4913.0,4.0,,,-659.0,9.0,,
中山,3,3,イフルジャンス,4993.0,3.0,,,66.0,7.0,,
中山,3,4,グランツローゼ,2474.0,5.0,1876.0,4.0,,,,
中山,3,5,マジックスクロール,157.0,7.0,,,-1876.0,10.0,,
中山,3,6,ロードフロリゼル,136.0,8.0,473.0,6.0,4261.0,2.0,4.87,2.0
中山,3,7,マカナ,7034.0,1.0,2059.0,3.0,-9307.0,13.0,-0.214,4.0
中山,3,8,マイウェイ,6587.0,2.0,-10149.0,9.0,808.0,5.0,-2.754,5.0
中山,3,9,レネガード,-1006.0,11.0,1876.0,4.0,-4500.0,12.0,-3.63,6.0
中山,3,10,フクノブルーレイク,-918.0,10.0,,,150.0,6.0,,
中山,3,11,コスモコロネット,-1140.0,12.0,-10149.0,9.0,1091.0,4.0,-10.198,8.0
中山,3,12,クレプスクルム,976.0,6.0,13563.0,1.0,-2289.0,11.0,12.25,1.0
中山,3,13,ピティロディア,-485.0,9.0,-4260.0,8.0,-277.0,8.0,-5.022,7.0
中山,3,14,テクニコス,,,-3930.0,7.0,3555.0,3.0,,
中山,4,1,トンヤイビーン,-5495.0,11.0,,,6452.0,1.0,,
中山,4,2,ロングウェイホーム,-3974.0,9.0,-2756.0,10.0,-6634.0,15.0,-13.364,10.0
中山,4,3,ギンガエクスプレス,2917.0,2.0,-175.0,6.0,2307.0,3.0,5.049,3.0
中山,4,4,ソラトブツバメ,-2194.0,7.0,-175.0,6.0,-741.0,9.0,-3.11,7.0
中山,4,5,アースソーナー,,,334.0,4.0,-606.0,8.0,,
中山,4,6,サトミノエンジェル,2433.0,3.0,-2753.0,8.0,-2319.0,11.0,-2.639,5.0
中山,4,7,トレインザマインド,,,-2753.0,8.0,-2482.0,12.0,,
中山,4,8,フジレイメイ,-2521.0,8.0,-6803.0,12.0,1483.0,4.0,-7.841,8.0
中山,4,9,モンサンフリージア,3080.0,1.0,5061.0,2.0,-71.0,6.0,8.07,1.0
中山,4,10,チェリースカヤ,-1564.0,5.0,,,-514.0,7.0,,
中山,4,11,エオアリイ,-5681.0,12.0,-3896.0,11.0,446.0,5.0,-9.131,9.0
中山,4,12,ファミーユウルーズ,-5841.0,13.0,,,-2815.0,13.0,,
中山,4,13,ラルフテソーロ,-4706.0,10.0,6056.0,1.0,-4176.0,14.0,-2.826,6.0
中山,4,14,シリウスライト,-1913.0,6.0,77.0,5.0,4464.0,2.0,2.628,4.0
中山,4,15,カージオイド,1906.0,4.0,4892.0,3.0,-1574.0,10.0,5.224,2.0
中山,5,1,アイルクラウン,,,-51.0,11.0,-2241.0,8.0,,
中山,5,2,ロベルタインパクト,4637.0,5.0,630.0,8.0,-2775.0,10.0,2.492,5.0
中山,5,3,ベアショット,-2162.0,12.0,5128.0,2.0,1343.0,3.0,4.309,3.0
中山,5,4,ニシノヒミチュ,8028.0,2.0,-5981.0,13.0,-8571.0,15.0,-6.524,11.0
中山,5,5,ヴィヴァラリス,924.0,9.0,4897.0,3.0,-4591.0,13.0,1.23,7.0
中山,5,6,ナイトダンサー,693.0,10.0,6678.0,1.0,-14547.0,16.0,-7.176,12.0
中山,5,7,タケショウブラボー,1519.0,8.0,2891.0,5.0,412.0,4.0,4.822,2.0
中山,5,8,エクラドネージュ,5323.0,4.0,870.0,7.0,4078.0,2.0,10.271,1.0
中山,5,9,プリティパール,-4794.0,14.0,457.0,9.0,4933.0,1.0,0.596,8.0
中山,5,10,カウスリップ,8092.0,1.0,-9734.0,14.0,-3556.0,12.0,-5.198,10.0
中山,5,11,プラウドメアリー,3132.0,6.0,457.0,9.0,-610.0,6.0,2.979,4.0
中山,5,12,ミクストベリーズ,,,,,-5686.0,14.0,,
中山,5,13,ルナプローブ,1523.0,7.0,4225.0,4.0,-3343.0,11.0,2.405,6.0
中山,5,14,セイウンオウカ,5388.0,3.0,,,412.0,4.0,,
中山,5,15,ショウナンアウラ,-4052.0,13.0,-3515.0,12.0,-1146.0,7.0,-8.713,13.0
中山,5,16,ラブカマクフィー,-1102.0,11.0,1482.0,6.0,-2574.0,9.0,-2.194,9.0
中山,6,1,オリーブグリーン,7500.0,1.0,10568.0,1.0,395.0,5.0,18.463,1.0
中山,6,2,フレイム,5692.0,2.0,5515.0,3.0,-7711.0,13.0,3.496,2.0
中山,6,3,サザリーバスター,,,-1203.0,7.0,-765.0,6.0,,
中山,6,4,フィールオーサム,1503.0,7.0,,,-1556.0,9.0,,
