場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
新潟,1,1,ブラックトルネード,,,,,-10785.0,12.0,,
新潟,1,2,フクシマジンロッソ,-6765.0,12.0,-4875.0,9.0,-7492.0,9.0,-19.132,9.0
新潟,1,3,ニシノサンストーン,-1580.0,6.0,-711.0,7.0,4425.0,2.0,2.134,4.0
新潟,1,4,オカゲサン,14613.0,1.0,89.0,5.0,-6179.0,8.0,8.523,1.0
新潟,1,5,ミキノオーボエ,-2434.0,8.0,,,-11242.0,14.0,,
新潟,1,6,ブルドッグキング,-4432.0,10.0,,,3675.0,3.0,,
新潟,1,7,シカレ,-2208.0,7.0,752.0,4.0,313.0,6.0,-1.143,5.0
新潟,1,8,チュラット,-6575.0,11.0,1322.0,2.0,-7946.0,11.0,-13.199,8.0
新潟,1,9,ダイメイハマダ,-10577.0,13.0,-4091.0,8.0,3242.0,4.0,-11.426,7.0
新潟,1,10,ナックオリオン,843.0,3.0,,,3072.0,5.0,,
新潟,1,11,エイトビートレター,765.0,4.0,7763.0,1.0,-10785.0,12.0,-2.257,6.0
新潟,1,12,ナムラルナ,-671.0,5.0,-338.0,6.0,5405.0,1.0,4.396,2.0
新潟,1,13,ブルドッグガール,-3080.0,9.0,,,-7673.0,10.0,,
新潟,1,14,ブリッツアロング,7182.0,2.0,915.0,3.0,-4302.0,7.0,3.795,3.0
新潟,2,1,ギリギリバイター,-1152.0,6.0,-9847.0,15.0,-630.0,4.0,-11.629,13.0
新潟,2,2,マイネルゼウス,12438.0,1.0,7651.0,3.0,-3908.0,11.0,16.181,2.0
新潟,2,3,ハイタイド,-4486.0,8.0,-2480.0,13.0,217.0,3.0,-6.749,9.0
新潟,2,4,ギザキズラヴ,7368.0,3.0,26202.0,1.0,-4149.0,12.0,29.421,1.0
新潟,2,5,ラミントン,-880.0,5.0,192.0,9.0,-3675.0,9.0,-4.363,8.0
新潟,2,6,イスキオス,-6326.0,12.0,-1300.0,11.0,-3771.0,10.0,-11.397,12.0
新潟,2,7,バダジェフスカ,-4669.0,9.0,3626.0,4.0,-3132.0,7.0,-4.175,7.0
新潟,2,8,キャバリエクエスト,2821.0,4.0,-5936.0,14.0,5007.0,1.0,1.892,5.0
新潟,2,9,カンナギ,,,2280.0,6.0,-3263.0,8.0,,
新潟,2,10,ブルバンビーナ,-7263.0,13.0,20267.0,2.0,-4867.0,13.0,8.137,4.0
新潟,2,11,サッカレッロ,-7922.0,14.0,-1244.0,10.0,-1878.0,6.0,-11.044,11.0
新潟,2,12,エーオ,9921.0,2.0,2916.0,5.0,-704.0,5.0,12.133,3.0
新潟,2,13,サイモングリット,-4763.0,10.0,-1417.0,12.0,-9272.0,15.0,-15.452,14.0
新潟,2,14,ガーンディーヴァ,-1193.0,7.0,2280.0,6.0,298.0,2.0,1.385,6.0
