場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,スターオブガイア,8430.0,2.0,872.0,4.0,-9946.0,16.0,-0.644,3.0
中山,1,2,コットンフラワー,-688.0,8.0,-2396.0,6.0,-3608.0,10.0,-6.692,5.0
中山,1,3,グレイトフルトップ,219.0,7.0,,,2351.0,4.0,,
中山,1,4,ミルトオーケストラ,1860.0,6.0,12225.0,1.0,-9624.0,15.0,4.461,1.0
中山,1,5,モーニングスター,,,-2749.0,7.0,-3116.0,9.0,,
中山,1,6,レーヴレジェンド,7397.0,3.0,,,1362.0,5.0,,
中山,1,7,ディラードテソーロ,5334.0,4.0,,,-2736.0,8.0,,
中山,1,8,キタノライブリー,4900.0,5.0,2799.0,3.0,-8195.0,14.0,-0.496,2.0
中山,1,9,イサチルカムカム,-2046.0,10.0,-5319.0,8.0,5473.0,1.0,-1.892,4.0
中山,1,10,フェスティヴレッツ,-6957.0,13.0,,,-2239.0,7.0,,
中山,1,11,ダングラール,,,-7682.0,9.0,-460.0,6.0,,
中山,1,12,サードウインド,13438.0,1.0,,,3938.0,2.0,,
中山,1,13,ダイチラポール,,,4480.0,2.0,-4256.0,12.0,,
中山,1,14,クールマーロウ,-3034.0,11.0,,,-4429.0,13.0,,
中山,1,15,モルフェヴォロンテ,-1691.0,9.0,-2149.0,5.0,-4222.0,11.0,-8.062,6.0
中山,1,16,ゼロファイター,-6407.0,12.0,,,2917.0,3.0,,
中山,2,1,ダブルメッセージ,,,-1106.0,9.0,4464.0,1.0,,
中山,2,2,ニシノブレイゼスト,-4890.0,11.0,-2700.0,11.0,2489.0,2.0,-5.101,7.0
中山,2,3,カイトリヒト,-2845.0,10.0,2763.0,4.0,-7874.0,15.0,-7.956,10.0
中山,2,4,センノアバドン,-2673.0,8.0,,,-8512.0,16.0,,
中山,2,5,スティーヴバローズ,-1834.0,6.0,4509.0,3.0,592.0,4.0,3.267,3.0
中山,2,6,ノーブルプライム,-5319.0,13.0,5075.0,2.0,-5353.0,14.0,-5.597,8.0
中山,2,7,カゼノタカトシ,3747.0,2.0,11894.0,1.0,-479.0,6.0,15.162,1.0
中山,2,8,ベイビーベリッシモ,-2727.0,9.0,-1837.0,10.0,2178.0,3.0,-2.386,5.0
中山,2,9,レジェンダイズ,13167.0,1.0,-3584.0,14.0,-1574.0,9.0,8.009,2.0
中山,2,10,バタール,-770.0,4.0,,,-219.0,5.0,,
中山,2,11,カンタベリーバイク,-7154.0,14.0,-805.0,7.0,-4737.0,13.0,-12.696,12.0
中山,2,12,ロイヤルカスタマー,-5134.0,12.0,-1088.0,8.0,-1180.0,8.0,-7.402,9.0
中山,2,13,ネオシャクナゲ,-842.0,5.0,-3496.0,13.0,-514.0,7.0,-4.852,6.0
中山,2,14,イトウ,,,2586.0,5.0,-3948.0,12.0,,
中山,2,15,マンボルンバ,-2175.0,7.0,-3104.0,12.0,-3767.0,11.0,-9.046,11.0
中山,2,16,ピジョンポイント,2237.0,3.0,-590.0,6.0,-2035.0,10.0,-0.388,4.0
中山,3,1,ヴェロニカペルシカ,-1545.0,11.0,-7354.0,11.0,-3857.0,14.0,-12.756,11.0
中山,3,2,リュウゼツラン,18411.0,1.0,5748.0,1.0,-5523.0,15.0,18.636,1.0
中山,3,3,アグネスサンキ,5168.0,5.0,1131.0,5.0,630.0,7.0,6.929,3.0
中山,3,4,ジョイフルニュース,-332.0,9.0,-8931.0,12.0,1089.0,6.0,-8.174,9.0
中山,3,5,ウラチャチャ,2238.0,7.0,,,2541.0,4.0,,
中山,3,6,ジェイエルハーバー,5993.0,3.0,1421.0,4.0,-2421.0,10.0,4.993,4.0
中山,3,7,ライラ,3903.0,6.0,-3714.0,8.0,-39.0,8.0,0.15,6.0
中山,3,8,アドベントシーズン,,,,,-1952.0,9.0,,
中山,3,9,ミヤイグアス,-7342.0,13.0,2279.0,2.0,3172.0,2.0,-1.891,7.0
中山,3,10,カツコノヒヤザケ,2102.0,8.0,-1349.0,6.0,2126.0,5.0,2.879,5.0
中山,3,11,サヤヒメ,6984.0,2.0,-2272.0,7.0,3209.0,1.0,7.921,2.0
中山,3,12,ソレイケギンチャン,5961.0,4.0,,,3110.0,3.0,,
中山,3,13,スペシャルバニー,-3556.0,12.0,-5510.0,10.0,-3639.0,13.0,-12.705,10.0
中山,3,14,トーケンサワー,-1456.0,10.0,2087.0,3.0,-3092.0,12.0,-2.461,8.0
中山,3,15,フクチャンサクラ,,,-5022.0,9.0,-2910.0,11.0,,
中山,4,1,サイモンシュバリエ,-2893.0,13.0,22819.0,1.0,-904.0,7.0,19.022,1.0
中山,4,2,フレーズボンボン,174.0,10.0,,,-2808.0,11.0,,
中山,4,3,グリームスター,3812.0,3.0,-5200.0,6.0,-7383.0,15.0,-8.771,7.0
中山,4,4,タマモクロッシェ,2632.0,5.0,2568.0,2.0,-3200.0,12.0,2.0,2.0
中山,4,5,ブラックビート,,,-2420.0,4.0,8897.0,1.0,,
中山,4,6,マニーシーン,3160.0,4.0,456.0,3.0,-2486.0,9.0,1.13,4.0
中山,4,7,アスコットロマン,-1558.0,11.0,,,462.0,5.0,,
中山,4,8,トニケンサンバ,2162.0,7.0,,,2657.0,3.0,,
中山,4,9,ジェイエルケープ,2604.0,6.0,,,331.0,6.0,,
中山,4,10,エウクレイア,880.0,8.0,,,-5392.0,14.0,,
中山,4,11,バースフラワー,5882.0,2.0,-9583.0,9.0,-2486.0,9.0,-6.187,5.0
中山,4,12,フェスタリア,-2170.0,12.0,,,-4064.0,13.0,,
中山,4,13,ゴールデンサンダー,6191.0,1.0,-6518.0,8.0,1779.0,4.0,1.452,3.0
