場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,ウタカタ,219.0,7.0,-3136.0,11.0,-2482.0,9.0,-5.399,10.0
中山,1,2,ハクサンリンド,-6957.0,14.0,6104.0,4.0,-3556.0,11.0,-4.409,9.0
中山,1,3,トリリオンボーイ,-4226.0,12.0,-56.0,10.0,2915.0,6.0,-1.367,5.0
中山,1,4,サヨノスピークロウ,7397.0,2.0,,,5836.0,3.0,,
中山,1,5,アルマリカシバ,-3642.0,11.0,16.0,9.0,-2511.0,10.0,-6.137,11.0
中山,1,6,ナックトライアンフ,-584.0,9.0,-5117.0,13.0,2722.0,7.0,-2.979,6.0
中山,1,7,キッズウルマ,5334.0,4.0,8277.0,2.0,-357.0,8.0,13.254,2.0
中山,1,8,シャルパンティエ,1860.0,6.0,4587.0,5.0,-9946.0,15.0,-3.499,7.0
中山,1,9,タブロー,-4539.0,13.0,4454.0,6.0,-3790.0,12.0,-3.875,8.0
中山,1,10,ダイヤモンドピラー,5862.0,3.0,,,-6989.0,13.0,,
中山,1,11,チャロ,2565.0,5.0,13672.0,1.0,4883.0,4.0,21.12,1.0
中山,1,12,エルオレンス,,,,,9599.0,1.0,,
中山,1,13,トキメキジニア,8430.0,1.0,487.0,8.0,-15204.0,16.0,-6.287,12.0
中山,1,14,レトロブーム,-7697.0,15.0,7835.0,3.0,3938.0,5.0,4.076,4.0
中山,1,15,レイオーバー,-1691.0,10.0,1210.0,7.0,-8195.0,14.0,-8.676,13.0
中山,1,16,ブラックビート,-194.0,8.0,-4415.0,12.0,9599.0,1.0,4.99,3.0
中山,2,1,エスキモーギャル,-6677.0,11.0,-16474.0,13.0,1414.0,1.0,-21.737,8.0
中山,2,2,ミートザターゲット,,,17797.0,1.0,,,,
中山,2,3,オブシディアーナ,590.0,5.0,,,-2625.0,5.0,,
中山,2,4,エファセデリエール,-4890.0,9.0,-3104.0,11.0,-6634.0,11.0,-14.628,7.0
中山,2,5,ニシノキヨハ,,,3754.0,5.0,,,,
中山,2,6,ディペンダブル,6725.0,2.0,,,-2890.0,8.0,,
中山,2,7,ネクストダンサー,-3836.0,8.0,5424.0,4.0,-6276.0,10.0,-4.688,5.0
中山,2,8,ダカラフェスティヴ,-5093.0,10.0,,,954.0,2.0,,
中山,2,9,セラード,-14263.0,12.0,-3254.0,12.0,-15797.0,14.0,-33.314,9.0
中山,2,10,スノークルーズ,,,173.0,6.0,-2815.0,7.0,,
中山,2,11,カシマスウィープ,-2436.0,7.0,17797.0,1.0,709.0,3.0,16.07,1.0
中山,2,12,ノメンターノ,-1006.0,6.0,7546.0,3.0,-7874.0,12.0,-1.334,4.0
中山,2,13,コンアフェット,3346.0,3.0,-1207.0,9.0,-131.0,4.0,2.008,3.0
中山,2,14,キョウエイタイコ,3322.0,4.0,-1106.0,8.0,-8507.0,13.0,-6.291,6.0
中山,2,15,スピアッジャローザ,13167.0,1.0,-3103.0,10.0,-3757.0,9.0,6.307,2.0
中山,2,16,リバースザトレンド,,,-590.0,7.0,-2657.0,6.0,,
中山,3,1,スペシャルバニー,-3556.0,14.0,-5510.0,11.0,-3639.0,11.0,-12.705,11.0
中山,3,2,リリアンファスト,5846.0,5.0,-9075.0,12.0,4980.0,4.0,1.751,7.0
中山,3,3,マロンカラノテガミ,5793.0,6.0,2341.0,4.0,13159.0,1.0,21.293,1.0
中山,3,4,テンミラージュ,-1206.0,11.0,2087.0,5.0,11944.0,2.0,12.825,3.0
中山,3,5,スターリーナイト,,,-10915.0,13.0,-2093.0,8.0,,
中山,3,6,ダノンエンブレム,7238.0,2.0,-13991.0,14.0,-4664.0,13.0,-11.417,10.0
中山,3,7,ペプロス,-2121.0,12.0,,,-5850.0,15.0,,
中山,3,8,ケイツーペニー,,,2972.0,2.0,-5667.0,14.0,,
中山,3,9,コムユンプリュム,3535.0,7.0,-3713.0,9.0,-320.0,7.0,-0.498,8.0
中山,3,10,アグネスヒーロー,18411.0,1.0,-1593.0,8.0,201.0,6.0,17.019,2.0
中山,3,11,シュエットアムール,584.0,10.0,620.0,6.0,622.0,5.0,1.826,6.0
中山,3,12,ムコウジマドリーム,6984.0,3.0,,,-3254.0,10.0,,
中山,3,13,シャンハイナイト,681.0,9.0,-140.0,7.0,-16505.0,16.0,-15.964,12.0
中山,3,14,オカゲサン,5961.0,4.0,3430.0,1.0,-4131.0,12.0,5.26,5.0
中山,3,15,スパイラル,2238.0,8.0,2972.0,2.0,7510.0,3.0,12.72,4.0
中山,3,16,プリンセスロロ,-3307.0,13.0,-5014.0,10.0,-3072.0,9.0,-11.393,9.0
中山,4,1,ダブルメッセージ,,,-1106.0,6.0,4464.0,2.0,,
中山,4,2,ジーティーラピッド,8043.0,2.0,-1837.0,7.0,954.0,6.0,7.16,1.0
中山,4,3,エマージェンス,6725.0,3.0,-3774.0,10.0,-8386.0,14.0,-5.435,6.0
中山,4,4,ゴールデンサンダー,5115.0,5.0,-6354.0,11.0,1406.0,5.0,0.167,5.0
中山,4,5,ネオディヤマンテ,3747.0,6.0,1376.0,4.0,-514.0,8.0,4.609,2.0
中山,4,6,サムシャイン,,,,,7152.0,1.0,,
中山,4,7,キタノブレイク,13167.0,1.0,,,-7702.0,13.0,,
中山,4,8,ピカピカサンダー,2806.0,8.0,1104.0,5.0,-219.0,7.0,3.691,4.0
中山,4,9,コスモシェルベット,-5093.0,13.0,-3584.0,8.0,-768.0,9.0,-9.445,8.0
中山,4,10,キャバリエクエスト,-14263.0,14.0,-3747.0,9.0,2178.0,3.0,-15.832,10.0
中山,4,11,トーアナカヨシ,5326.0,4.0,,,-8507.0,15.0,,
中山,4,12,カージオイド,590.0,9.0,4892.0,2.0,-1574.0,10.0,3.908,3.0
中山,4,13,リワードインペリオ,-699.0,10.0,5767.0,1.0,-16751.0,16.0,-11.683,9.0
中山,4,14,タナハシ,-4890.0,12.0,2863.0,3.0,-6634.0,12.0,-8.661,7.0
中山,4,15,ジャスパー,-2436.0,11.0,,,-2497.0,11.0,,
中山,4,16,アクデニズ,3322.0,7.0,,,1483.0,4.0,,
中山,5,1,タイセイプランセス,-5307.0,13.0,11168.0,1.0,3151.0,3.0,9.012,3.0
中山,5,2,サイモンカクタス,-4656.0,11.0,-7357.0,12.0,3217.0,2.0,-8.796,10.0
中山,5,3,ウィノウザウェイ,369.0,6.0,4085.0,2.0,-2246.0,12.0,2.208,7.0
中山,5,4,ガンビーチ,-1137.0,9.0,,,-3373.0,14.0,,
中山,5,5,ジョスラン,-4404.0,10.0,-7403.0,13.0,654.0,5.0,-11.153,11.0
中山,5,6,シャドウメテオ,3869.0,2.0,1506.0,9.0,-357.0,7.0,5.018,5.0
中山,5,7,コスモインディ,323.0,7.0,3715.0,6.0,-4576.0,15.0,-0.538,9.0
中山,5,8,サクラカゼ,2423.0,3.0,3851.0,4.0,-1810.0,10.0,4.464,6.0
中山,5,9,ウインスティーガ,-4958.0,12.0,,,562.0,6.0,,
中山,5,10,ワスカル,,,-2158.0,10.0,,,,
中山,5,11,フルーツワゴン,,,-5027.0,11.0,-1931.0,11.0,,
中山,5,12,ミスターロスカボス,2106.0,4.0,3104.0,7.0,1768.0,4.0,6.978,4.0
中山,5,13,ラッキーダンス,-42.0,8.0,2172.0,8.0,-1076.0,8.0,1.054,8.0
中山,5,14,メルヘンライズ,1157.0,5.0,3851.0,4.0,6635.0,1.0,11.643,2.0
中山,5,15,ハクサンテュポン,-13318.0,14.0,,,-1076.0,8.0,,
中山,5,16,タヤスアメリカン,15210.0,1.0,4085.0,2.0,-2956.0,13.0,16.339,1.0
