,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
上野翔,127.682,128.502,103.638,21.0,21.0,105.197,114.681,99.376,,,84.17,113.096,110.268,118.954,133.982,68.184,76.04,110.874,21.0,21.0,,105.86,21.0,102.866,
内田博幸,91.73,99.701,,106.143,80.162,143.346,91.466,103.311,,44.175,80.572,76.166,94.448,110.635,121.952,82.499,61.23,146.526,95.595,105.668,89.404,99.186,94.702,109.678,103.587
江田照男,103.013,77.63,,81.136,94.71,142.209,87.13,89.816,246.157,,83.107,85.885,81.087,89.05,128.629,21.0,21.0,21.0,125.654,61.968,68.596,109.205,74.82,129.781,56.152
江田勇亮,103.617,21.0,96.492,21.0,,98.404,100.988,96.175,,,56.248,77.501,100.038,102.967,140.457,21.0,21.0,120.845,135.286,,,89.255,21.0,121.664,
遠藤汰月,70.531,67.874,,60.371,85.22,21.0,57.172,79.472,,,119.96,75.774,41.345,49.963,,,,,21.0,43.2,56.746,60.626,81.393,,
大江原圭,155.427,21.0,98.719,21.0,21.0,100.483,68.91,113.129,,,89.651,57.088,70.489,111.125,82.114,127.092,131.248,108.799,221.496,21.0,,104.509,21.0,89.206,
大久保友,39.59,80.127,,72.124,56.54,21.0,99.064,48.629,86.027,38.076,160.027,112.976,,21.0,98.894,49.761,51.684,173.386,60.735,79.678,41.143,54.298,68.311,,
大野拓弥,103.424,96.753,,102.502,97.277,106.125,102.75,98.708,90.536,114.674,100.544,97.055,103.039,96.436,205.589,257.602,84.873,159.324,90.647,106.218,88.212,98.659,100.303,129.559,79.84
岡田祥嗣,122.443,44.014,,60.254,171.891,132.429,58.677,146.165,,,21.0,189.095,21.0,21.0,35.196,90.293,774.664,42.902,21.0,38.317,62.948,114.39,42.403,21.0,
荻野極,101.715,105.946,,112.458,95.232,91.983,108.944,97.082,278.778,21.0,96.467,106.568,92.631,123.834,118.511,113.511,83.045,93.009,101.412,98.556,105.006,99.599,105.139,102.522,93.736
荻野琢真,121.352,90.188,,120.774,88.067,27.022,116.143,101.969,73.812,131.532,94.882,108.053,127.315,21.0,66.678,112.422,73.914,133.156,107.293,97.914,129.667,116.818,95.982,21.0,21.0
小沢大仁,92.585,93.33,,76.599,105.15,118.177,76.429,107.063,94.218,97.442,105.78,70.531,98.654,21.0,74.054,113.958,83.404,111.89,105.853,95.25,79.34,99.589,93.016,60.43,59.764
小野寺祐,76.225,21.0,95.464,21.0,21.0,94.948,89.784,95.387,,,111.727,63.565,112.513,86.39,92.354,127.183,83.56,92.128,116.643,21.0,21.0,91.702,21.0,103.97,21.0
加藤祥太,90.231,109.921,,104.456,86.788,21.0,101.668,100.055,100.091,71.357,148.983,127.901,21.0,208.6,97.234,59.467,85.684,66.934,58.173,149.983,121.748,111.811,77.748,36.979,21.0
金子光希,49.366,21.0,119.215,,,115.04,115.848,112.162,,,90.951,169.315,39.8,52.978,359.462,21.0,105.99,199.86,21.0,,,95.104,,148.871,
亀田温心,102.392,87.825,,100.3,95.755,42.534,84.162,104.314,74.324,55.439,106.375,76.949,50.632,106.902,85.014,123.742,123.846,101.679,97.536,87.604,156.292,89.234,97.956,81.159,24.834
川須栄彦,83.431,90.297,,89.51,86.209,21.0,96.664,84.044,,,76.801,92.667,21.0,21.0,98.741,84.403,117.898,66.921,68.174,94.749,55.994,95.148,85.212,120.73,36.172
川田将雅,100.842,100.232,,98.839,103.496,84.79,104.517,98.459,105.462,21.0,,111.923,104.858,88.765,104.328,98.966,100.962,101.764,96.785,101.001,90.496,98.18,104.339,95.67,103.132
川端海翼,77.477,102.768,,105.017,90.272,86.071,117.418,84.167,95.769,78.97,58.563,85.145,1025.667,21.0,129.68,79.026,50.387,99.047,149.675,131.429,112.298,78.702,115.627,21.0,21.0
河原田菜,75.677,91.903,,84.922,86.475,21.0,105.074,71.579,,,76.734,104.939,,21.0,101.978,78.801,67.234,63.303,63.698,99.431,97.66,85.077,79.529,99.749,21.0
川又賢治,100.563,92.941,,102.808,74.224,112.918,103.431,93.39,73.345,96.675,81.903,106.88,74.571,112.041,97.127,88.598,102.684,58.861,129.789,107.387,71.155,98.791,90.576,100.547,78.99
菊沢一樹,109.024,104.372,,109.273,102.071,119.286,112.288,102.026,135.773,65.943,102.964,116.742,108.666,97.144,192.497,21.0,21.0,112.636,115.242,106.237,96.695,110.977,103.248,121.487,49.022
北村宏司,103.614,99.37,,104.822,101.756,76.139,105.24,95.228,21.0,,57.133,91.005,106.151,95.529,85.182,41.061,203.133,,99.054,93.976,125.35,89.258,100.524,165.275,71.988
北村友一,99.138,99.168,,96.484,101.063,96.667,90.302,102.239,107.989,108.202,84.247,83.139,64.286,82.67,95.482,96.018,111.699,114.494,98.23,91.738,102.19,104.73,97.535,92.883,83.635
城戸義政,102.349,103.053,,88.115,110.941,21.0,112.647,92.889,21.0,143.2,113.661,143.071,21.0,21.0,111.481,79.627,75.122,216.942,104.4,110.845,195.277,84.8,104.466,26.432,21.0
草野太郎,65.925,50.677,98.562,21.0,21.0,97.105,96.436,97.737,,,114.496,95.126,113.121,83.736,130.562,201.225,72.913,99.463,73.366,76.645,21.0,93.662,21.0,99.674,
黒岩悠,70.407,46.441,90.141,35.167,33.973,89.659,73.11,89.202,,,87.708,74.971,56.79,180.747,61.152,39.049,83.226,85.712,44.846,21.0,21.0,82.439,43.176,101.24,
国分恭介,118.624,115.211,,122.616,113.748,54.339,107.79,124.273,45.199,97.563,170.09,104.029,29.416,129.828,109.605,104.563,118.414,102.769,126.36,113.28,108.663,121.974,116.784,95.423,229.646
国分優作,93.684,100.392,,104.983,92.186,68.826,75.112,111.903,21.0,21.0,69.355,88.316,21.0,21.0,72.587,120.052,134.19,101.019,131.114,102.605,139.81,94.19,95.189,118.665,100.196
小坂忠士,123.638,59.775,140.143,21.0,21.0,138.617,138.249,124.866,,,71.978,98.02,53.173,120.531,547.3,97.977,126.742,160.689,80.693,21.0,,142.429,21.0,128.939,
小崎綾也,103.224,100.739,,96.623,109.527,52.117,105.265,98.697,37.865,70.333,122.846,81.433,264.353,74.186,102.692,78.344,104.719,111.356,105.35,86.494,99.882,95.62,101.863,122.516,136.263
小林脩斗,81.928,111.202,,103.159,97.491,119.209,99.076,103.943,113.021,97.135,78.091,96.549,80.762,116.027,113.995,21.0,21.0,99.458,99.37,104.119,92.742,89.25,113.614,21.0,21.0
小林美駒,97.435,96.242,,94.869,101.502,21.0,89.333,99.319,108.37,81.972,101.445,100.52,80.474,85.109,32.776,245.647,,106.739,119.2,114.643,80.732,96.138,97.631,21.0,21.0
小林凌大,85.959,100.154,,92.054,102.489,28.764,77.321,98.363,67.657,98.565,61.342,76.707,72.743,108.895,43.484,,21.0,97.534,59.988,85.634,84.744,106.586,89.323,86.275,
小牧加矢,107.905,21.0,98.044,,,99.446,93.508,102.408,,,80.195,101.541,86.587,127.224,71.043,101.618,80.105,104.252,61.879,,,97.482,,102.712,
木幡育也,111.134,91.776,,88.301,107.565,64.685,86.134,101.057,,,160.812,83.134,84.448,62.921,62.076,21.0,451.833,66.966,98.135,147.145,63.875,90.453,117.264,21.0,21.0
木幡巧也,100.862,102.2,,104.106,100.579,70.146,106.055,97.761,21.0,152.26,106.368,101.282,107.337,94.865,21.0,,21.0,,95.44,93.212,99.598,105.998,95.826,127.673,77.395
木幡初也,107.312,90.314,,97.899,92.207,134.571,82.154,102.1,21.0,21.0,90.54,94.945,75.65,109.711,38.524,93.701,45.326,117.25,132.069,73.788,97.856,106.737,85.661,21.0,152.445
斎藤新,94.539,100.927,,100.134,94.288,104.421,98.947,97.502,113.505,70.265,102.558,93.751,85.566,94.687,108.231,88.894,104.319,92.635,108.199,106.415,97.121,102.419,96.144,87.043,99.96
酒井学,96.045,95.881,,97.2,89.074,161.291,92.542,97.175,,202.05,47.36,92.944,85.023,27.097,86.346,98.497,95.612,78.796,85.074,86.751,101.292,85.773,104.468,91.663,100.149
坂井瑠星,97.426,102.42,,100.739,98.781,104.174,102.187,98.773,84.57,110.04,62.258,89.866,105.475,88.491,105.803,94.82,101.293,95.278,95.022,105.562,89.706,104.923,99.152,95.583,101.959
坂口智康,21.0,,116.059,,,113.958,110.372,118.602,,,114.874,126.387,44.297,180.478,110.452,82.574,171.37,21.0,,,,120.416,,77.867,
佐々木大,100.726,96.841,,103.514,92.859,89.739,97.985,99.046,90.793,111.426,94.738,92.092,92.823,101.507,104.711,71.51,102.095,106.909,108.487,102.766,103.706,98.897,99.915,80.678,66.522
佐藤翔馬,118.755,99.688,,114.691,72.754,21.0,95.022,116.633,21.0,,123.142,73.258,76.128,145.154,793.347,,21.0,126.134,143.064,67.896,80.389,107.068,106.661,21.0,21.0
鮫島克駿,98.772,103.747,,97.746,104.079,103.551,97.925,101.987,108.905,101.693,150.223,73.048,91.842,99.496,102.484,100.43,102.212,92.45,93.765,108.332,117.018,101.193,97.595,109.366,103.539
鮫島良太,97.071,128.058,,118.752,122.755,23.589,100.759,129.826,,,155.857,68.606,21.0,207.88,109.13,105.405,137.487,119.219,143.541,115.848,71.96,99.201,125.323,163.788,21.0
柴田大知,90.287,99.45,,93.337,92.545,153.66,84.378,106.434,21.0,153.6,103.628,88.26,79.84,112.927,87.455,21.0,115.977,21.0,82.662,94.591,79.37,101.762,91.113,59.334,59.096
柴田裕一,81.567,93.837,,103.656,75.006,78.228,102.362,82.575,94.796,57.246,54.319,112.482,139.151,21.0,94.765,128.841,109.668,67.194,102.196,102.167,79.678,84.462,95.974,21.0,118.561
柴田善臣,83.9,109.263,,98.603,92.633,48.431,92.137,99.055,87.602,21.0,73.161,109.244,97.439,103.93,50.1,51.311,442.831,21.0,52.975,87.061,101.469,116.047,84.255,118.493,73.33
嶋田純次,112.956,98.315,,112.646,91.777,74.125,116.802,97.026,63.124,178.773,97.076,109.925,141.259,98.057,45.351,21.0,21.0,21.0,175.877,127.744,144.172,96.513,104.765,115.387,63.419
菅原隆一,48.313,62.714,,74.95,35.327,21.0,78.577,37.596,21.0,146.641,21.0,98.67,80.141,21.0,21.0,21.0,91.0,21.0,21.0,85.944,164.62,75.052,26.86,,21.0
菅原明良,99.795,98.044,,103.685,92.672,94.501,103.343,93.908,46.455,,99.88,101.894,104.602,90.148,104.987,90.495,194.81,112.742,99.428,100.212,93.152,100.268,98.22,91.927,116.248
杉原誠人,104.322,93.142,,100.429,98.039,72.431,97.697,100.78,74.445,140.612,99.307,103.129,90.065,104.066,103.328,21.0,21.0,85.933,104.607,110.092,93.696,98.79,96.817,89.382,169.376
高倉稜,96.106,101.838,,93.066,101.162,127.619,82.41,103.328,100.783,21.0,47.478,71.404,39.829,44.933,88.761,86.898,129.175,76.337,123.413,82.539,66.826,100.484,103.352,63.686,61.573
高杉吏麒,101.728,115.416,,116.697,101.922,95.174,107.419,110.116,99.919,95.871,104.669,82.897,115.182,,110.719,113.286,73.042,122.245,135.854,112.862,113.111,111.771,109.243,69.308,36.222
高田潤,94.933,46.692,90.141,21.0,47.368,91.452,76.264,90.017,,,131.289,81.033,137.721,58.023,33.138,92.556,114.109,98.533,146.467,21.0,21.0,79.776,21.0,98.68,21.0
田口貫太,98.897,110.703,,108.694,103.148,101.436,103.802,107.645,,,73.074,122.566,95.671,44.72,112.259,114.656,95.053,101.145,91.035,106.549,89.049,105.999,111.733,103.957,45.118
武豊,92.312,97.541,,93.767,95.514,95.038,95.346,94.412,92.661,97.78,40.313,92.562,95.213,82.931,96.339,92.231,93.181,117.691,94.546,93.063,88.886,93.857,93.575,109.971,102.477
太宰啓介,104.602,111.813,,109.36,108.18,146.471,107.273,110.033,,,90.887,131.961,21.0,21.0,102.897,112.589,104.541,117.632,110.254,102.327,177.126,99.233,109.87,123.441,41.036
田辺裕信,107.169,95.211,,100.032,98.24,126.031,103.695,97.461,134.263,,109.484,99.479,103.754,92.336,189.023,120.261,75.977,21.0,112.844,85.297,94.558,96.312,108.604,82.503,88.103
谷原柚希,21.0,92.173,,81.667,21.0,,76.626,57.466,,,100.065,21.0,117.0,21.0,21.0,,,,21.0,58.333,21.0,21.0,90.617,,
田村太雅,21.0,21.0,66.283,21.0,21.0,65.823,106.697,38.055,,,205.615,107.33,69.205,21.0,68.178,21.0,21.0,31.971,21.0,21.0,,45.545,21.0,75.397,
田山旺佑,91.372,115.703,,126.733,90.128,21.0,101.16,106.706,,,271.0,76.366,,,105.013,126.898,66.276,207.996,67.207,128.177,114.842,98.56,111.819,,21.0
丹内祐次,102.073,98.953,,96.577,103.511,103.75,98.965,101.263,108.141,100.978,91.932,104.232,76.949,97.467,84.064,123.974,67.535,107.147,102.634,99.617,72.756,100.929,104.649,84.957,93.85
団野大成,98.101,106.827,,100.442,105.227,104.595,104.755,101.677,102.703,109.282,134.544,114.734,140.317,88.019,98.958,96.437,112.497,103.555,111.455,110.478,89.508,96.65,110.246,92.892,108.028
土田真翔,70.068,56.159,150.674,82.57,36.075,98.982,60.768,117.481,282.686,21.0,105.531,57.354,21.0,78.738,191.85,436.33,21.0,45.706,21.0,42.261,21.0,112.113,71.725,53.031,
角田大和,108.327,105.406,,107.068,108.714,69.846,111.913,103.461,106.206,117.294,95.341,102.899,71.941,158.002,115.863,152.987,100.345,93.837,101.248,115.665,112.037,99.388,113.473,160.066,21.0
津村明秀,102.908,98.22,,101.346,99.028,114.933,105.791,95.581,,21.0,94.413,115.423,101.573,97.013,42.481,47.827,71.559,172.931,108.076,87.828,107.204,110.519,94.682,85.441,99.92
Ｍ．デム,103.2,103.145,,99.988,108.627,86.063,103.873,103.559,56.657,78.115,66.764,126.04,89.565,104.102,107.921,99.824,117.79,74.047,110.629,90.836,107.685,113.265,99.186,95.356,95.007
戸崎圭太,98.448,93.43,,95.593,96.784,97.646,96.562,95.987,83.153,140.47,99.772,94.58,97.451,95.706,91.471,94.082,71.609,,84.855,92.44,91.281,100.295,94.066,96.419,99.194
富田暁,97.05,100.766,,97.088,100.731,73.213,99.715,97.156,80.316,98.205,90.933,87.52,44.893,117.41,102.417,104.055,121.81,87.523,95.691,90.411,95.056,103.139,93.125,114.374,127.203
中井裕二,81.058,103.395,,104.642,92.844,42.476,108.279,89.694,21.0,107.239,87.57,108.365,274.828,174.388,104.3,90.56,97.169,75.56,78.197,89.836,147.647,88.035,102.091,27.94,21.0
長岡禎仁,91.609,120.015,,105.351,107.601,21.0,112.47,107.344,172.046,,79.385,67.36,94.534,145.535,122.385,86.291,128.195,101.434,133.578,121.327,114.167,126.034,93.18,96.773,52.316
永島まな,84.208,86.39,,90.336,79.133,119.663,90.137,81.296,50.949,51.694,78.553,100.305,108.026,21.0,84.56,83.126,89.308,80.967,72.136,84.951,70.872,83.212,89.909,59.852,37.85
長浜鴻緒,112.735,102.284,,103.467,110.467,72.856,101.921,107.668,98.69,86.739,52.459,94.436,108.673,110.282,57.347,,156.497,,111.337,115.378,85.176,100.841,112.623,21.0,
中村将之,28.111,28.718,84.932,21.0,,82.872,73.166,87.369,,,94.075,78.991,23.212,107.44,66.974,68.279,89.884,73.619,21.0,21.0,,89.252,21.0,65.192,
難波剛健,79.732,52.96,98.803,21.0,21.0,97.111,103.269,95.242,,,65.018,132.457,97.439,67.928,79.459,109.464,117.838,87.764,81.0,21.0,21.0,104.42,21.0,86.45,
西谷誠,77.373,21.0,101.585,,,100.567,107.482,96.861,,,70.027,39.684,51.947,68.046,135.213,143.927,83.509,116.53,138.988,,,94.696,,108.638,
西塚洸二,101.829,100.665,,94.581,108.431,54.675,112.288,92.782,55.672,114.849,101.859,100.756,100.765,87.262,116.263,74.138,207.002,88.779,112.674,106.379,84.806,106.689,99.686,123.483,87.468
西村淳也,104.589,97.29,,101.831,101.065,94.481,102.219,100.959,64.225,186.602,131.374,101.655,114.001,115.727,102.497,104.798,95.391,98.715,97.213,100.255,106.359,103.825,97.005,108.601,110.882
西村太一,36.642,91.449,21.0,73.054,57.527,61.048,69.041,69.129,,,62.399,71.269,37.566,72.954,21.0,21.0,21.0,21.0,21.0,57.859,42.6,74.956,45.078,21.0,21.0
野中悠太,89.581,94.843,,99.71,84.145,104.715,101.375,84.237,,21.0,81.937,96.607,103.034,91.3,63.474,296.153,76.616,34.462,103.345,94.409,80.505,98.683,87.126,101.67,116.652
橋木太希,107.998,89.008,,96.774,66.358,21.0,134.036,61.87,100.225,21.0,74.34,58.864,134.555,,139.703,50.417,35.962,85.854,118.674,114.586,226.051,80.391,90.467,,21.0
浜中俊,103.915,93.659,,101.029,99.38,94.188,89.172,102.382,109.45,94.158,,149.773,78.013,89.238,86.725,105.45,94.603,90.986,117.076,85.769,106.014,98.476,95.083,128.188,111.909
原優介,90.402,100.79,,95.875,97.561,112.979,98.87,94.987,21.0,180.283,81.652,91.109,103.296,103.485,114.661,21.0,92.561,89.042,103.603,91.136,92.052,93.77,97.411,185.205,210.809
原田和真,101.935,104.736,,118.756,88.449,21.0,133.483,85.091,67.447,21.0,63.678,51.063,125.414,80.594,322.42,115.286,59.136,143.828,34.929,113.437,200.981,52.464,157.258,50.167,21.0
伴啓太,58.601,21.0,98.832,21.0,21.0,96.954,109.645,87.675,,,106.096,110.124,77.87,62.984,148.945,65.872,61.051,93.042,79.667,21.0,21.0,94.709,21.0,101.555,
菱田裕二,90.593,104.613,,96.408,97.851,114.83,95.685,100.05,103.2,97.416,108.52,122.637,100.093,86.867,83.514,84.862,107.288,92.505,77.686,88.714,95.714,96.013,99.861,104.397,85.488
藤岡佑介,105.119,104.587,,99.297,111.653,93.288,105.07,104.94,114.656,91.315,133.761,117.876,87.088,174.261,115.294,109.887,102.94,103.767,113.115,101.733,113.721,109.915,100.987,101.004,102.753
藤懸貴志,100.124,102.348,,93.457,106.379,116.66,97.392,103.266,84.666,21.0,97.601,124.874,112.617,62.379,81.921,82.936,108.89,119.418,120.752,111.644,85.285,107.494,101.276,104.96,50.07
舟山瑠泉,114.1,98.136,,103.079,112.45,21.0,109.459,103.461,97.255,101.788,118.379,111.865,92.809,99.149,21.0,,,,131.399,109.205,131.651,82.973,125.747,21.0,21.0
古川奈穂,90.993,99.04,,96.912,90.669,167.296,110.168,94.108,74.565,95.473,142.635,113.321,59.478,83.602,124.787,79.065,78.797,100.965,69.334,99.409,107.875,89.595,104.337,40.487,21.0
古川吉洋,107.461,96.039,,100.497,103.814,86.115,105.506,101.095,100.14,79.221,99.274,88.24,21.0,114.624,116.074,100.194,114.354,138.038,116.768,88.437,70.746,105.208,104.778,85.825,119.728
松岡正海,106.044,88.993,,93.667,102.239,96.832,85.4,105.263,132.571,107.597,76.339,86.057,84.671,106.743,33.116,90.353,37.507,116.503,118.512,91.941,98.883,99.62,93.177,104.954,104.86
松本大輝,101.273,98.214,,106.788,88.173,162.068,92.656,105.82,99.739,128.975,92.366,90.805,165.368,61.071,98.733,99.157,50.796,128.876,80.638,90.451,122.096,102.068,97.963,92.384,140.565
松山弘平,92.466,101.566,,96.463,98.761,79.554,98.893,96.397,119.978,,144.458,90.902,104.252,85.07,98.13,96.763,98.373,93.611,90.852,98.13,97.328,95.072,97.755,101.893,96.836
松若風馬,101.833,110.403,,108.872,106.568,61.03,124.58,104.949,271.0,53.74,117.286,91.496,66.14,88.396,117.813,102.274,114.391,101.767,85.648,122.696,101.404,107.233,105.315,95.109,139.085
的場勇人,73.996,37.622,,34.123,87.247,21.0,37.535,87.56,44.773,158.055,122.33,58.143,26.508,38.564,42.414,,21.0,21.0,21.0,21.0,21.0,120.065,30.533,21.0,
黛弘人,100.437,115.845,,102.321,111.527,107.323,88.459,111.429,112.883,105.767,96.954,94.789,79.057,141.547,59.309,21.0,21.0,101.89,107.034,91.728,137.744,109.272,108.331,93.865,21.0
丸田恭介,100.292,109.64,,110.015,96.033,103.846,96.475,113.586,21.0,236.417,98.699,104.89,96.233,122.902,39.883,21.0,44.379,129.773,99.817,97.56,131.586,101.27,108.749,82.15,68.228
丸山元気,100.939,103.016,,104.364,101.379,81.704,104.738,100.492,50.396,82.314,96.367,104.971,112.383,116.539,98.603,102.26,72.439,92.357,97.689,116.782,99.806,104.709,96.449,151.724,82.682
三浦皇成,95.992,105.235,,102.395,97.884,96.092,99.919,101.305,21.0,71.204,111.016,91.223,103.612,100.66,91.059,65.8,54.473,,85.74,115.94,94.617,107.107,99.592,94.462,87.392
水沼元輝,80.835,89.535,97.177,94.847,78.411,82.922,75.282,98.832,,190.938,71.589,71.991,50.071,41.938,45.553,311.0,299.75,205.924,38.329,121.477,50.282,107.924,71.119,21.0,
蓑島靖典,96.2,21.0,83.131,21.0,,97.801,158.983,78.503,,,75.46,169.868,109.681,60.047,211.0,21.0,21.0,86.195,21.0,21.0,21.0,75.17,,147.257,
幸英明,92.047,96.851,,90.784,97.351,113.222,93.326,94.66,,21.0,110.989,98.712,49.645,77.761,96.832,92.535,90.706,93.435,92.145,96.573,92.825,94.921,93.31,94.834,110.172
武藤雅,78.37,103.778,,96.375,90.812,76.94,89.313,96.957,89.19,65.117,89.342,89.148,94.457,103.625,35.398,71.629,21.0,131.698,50.364,119.325,94.742,101.244,86.149,101.026,40.327
森一馬,82.209,97.957,99.213,29.736,38.429,98.254,82.627,102.835,,,71.215,73.537,44.67,129.389,114.426,84.469,83.829,106.673,41.276,72.178,21.0,103.661,30.465,90.552,
森田誠也,100.308,121.139,,104.826,133.303,21.0,85.44,118.413,136.359,126.854,21.0,113.236,,21.0,68.804,92.167,150.029,,84.016,119.603,21.0,90.904,143.702,,
横山和生,99.586,101.515,,97.668,103.832,101.967,94.443,103.92,104.284,96.555,112.59,34.331,96.644,104.456,90.377,118.361,101.558,111.586,95.622,99.477,107.033,98.679,99.533,118.033,92.99
横山武史,98.289,90.733,,95.261,94.059,96.914,91.158,96.79,95.578,105.26,85.319,83.981,90.626,95.895,123.032,71.987,90.175,178.148,99.267,91.438,104.787,97.328,90.596,82.045,105.153
横山典弘,93.448,106.15,,94.49,104.069,77.268,102.516,97.002,109.774,,50.819,146.963,102.157,102.558,97.714,76.296,109.015,106.942,87.014,108.142,97.059,105.687,93.494,93.81,102.747
横山琉人,99.559,103.517,,96.066,109.183,78.608,105.62,101.292,132.701,74.57,102.312,104.645,104.322,98.207,73.913,21.0,236.274,113.81,95.731,106.196,114.306,94.718,107.589,74.179,125.894
吉田隼人,92.155,97.614,,82.42,103.456,108.212,95.604,93.308,86.623,97.793,112.711,98.989,160.578,95.105,90.832,81.18,102.495,86.91,83.349,88.558,61.98,98.583,97.47,77.232,82.014
吉田豊,95.147,100.711,,98.725,99.933,85.325,99.463,97.048,89.32,384.333,94.785,93.949,99.472,98.06,118.264,21.0,21.0,21.0,110.843,99.366,97.761,95.959,99.272,109.388,104.257
吉村誠之,96.51,97.133,,100.344,95.259,68.135,95.792,98.235,,,163.391,96.171,97.857,162.91,95.659,101.395,85.92,106.103,95.837,90.851,90.9,103.723,92.023,97.737,190.235
ルメール,102.363,99.163,,100.399,100.804,111.177,104.553,97.164,98.907,59.054,92.363,107.094,105.603,97.681,86.705,97.795,100.804,,105.888,101.828,103.861,100.501,102.264,89.273,99.97
鷲頭虎太,107.326,118.498,98.872,113.596,117.044,71.065,130.773,105.171,76.817,100.893,110.625,146.069,239.415,115.0,110.288,129.586,115.273,100.349,129.772,133.275,111.2,105.111,118.992,105.598,21.0
和田陽希,89.844,114.111,,118.751,81.628,236.631,108.85,104.234,130.615,58.217,56.725,100.877,,,122.674,160.553,96.253,,120.588,113.368,21.0,102.203,111.32,,
和田竜二,100.004,88.466,,98.387,89.918,105.494,80.209,96.774,66.437,67.589,257.914,94.118,59.65,77.952,80.207,100.061,89.706,105.306,95.184,83.288,92.978,99.224,94.286,73.929,58.09
