場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
新潟,1,OP,障害,3290,良,1,ヒートオンビート,5歳以上,石神深一,青木孝文,差し,,,長距離,左回り,,,キングカメハメハ,休明2走,距離延長
新潟,1,OP,障害,3290,良,2,ビップランバン,5歳以上,中村将之,清水久詞,差し,,,長距離,左回り,,,エイシンフラッシュ,休明初戦,距離短縮
新潟,1,OP,障害,3290,良,3,エンデュミオン,5歳以上,鷲頭虎太,清水久詞,先行,33.33333333333333,,長距離,左回り,,,ヴィクトワールピサ,,距離延長
新潟,1,OP,障害,3290,良,4,ニシノパプルブリリ,5歳以上,水沼元輝,加藤和宏,差し,50.0,,長距離,左回り,,,ディープブリランテ,,距離延長
新潟,1,OP,障害,3290,良,5,エターナリー,5歳以上,金子光希,池上昌和,先行,33.33333333333333,,長距離,左回り,,,ゴールドアリュール,休明3走,距離延長
新潟,1,OP,障害,3290,良,6,トーセンオリジン,5歳以上,大江原圭,和田雄二,差し,50.0,,長距離,左回り,,,ディープインパクト,休明初戦,距離短縮
新潟,1,OP,障害,3290,良,7,ワールドスケール,5歳以上,黒岩悠,加藤公太,差し,66.66666666666666,,長距離,左回り,,,ワールドエース,,距離延長
新潟,1,OP,障害,3290,良,8,デシマルサーガ,5歳以上,土田真翔,粕谷昌央,差し,,,長距離,左回り,,,バゴ,休明初戦,距離延長
新潟,1,OP,障害,3290,良,9,シャンドゥレール,5歳以上,伴啓太,国枝栄,先行,50.0,,長距離,左回り,,,エピファネイア,,距離延長
新潟,1,OP,障害,3290,良,10,ブルメンダール,5歳以上,上野翔,国枝栄,先行,50.0,,長距離,左回り,,,モーリス,休明初戦,距離延長
新潟,1,OP,障害,3290,良,11,マイネルヴァッサー,5歳以上,小野寺祐,土田稔,差し,25.0,,長距離,左回り,,,ステイゴールド,休明初戦,距離延長
新潟,1,OP,障害,3290,良,12,ロードトゥフェイム,5歳以上,小牧加矢,尾形和幸,差し,100.0,,長距離,左回り,,,マツリダゴッホ,休明2走,距離短縮
新潟,1,OP,障害,3290,良,13,サルサロッサ,5歳以上,井上敏樹,高柳瑞樹,先行,100.0,,長距離,左回り,,,エスケンデレヤ,,距離延長
新潟,1,OP,障害,3290,良,14,パトリック,5歳以上,森一馬,岡田稲男,追込,80.0,,長距離,左回り,,,ワークフォース,休明初戦,距離延長
