場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
東京,1,未勝利,ダート,1400,稍重,1,マジョッコピロコ,3歳,嶋田純次,石毛善彦,追込,,,短距離,左回り,ダ道悪,Lv3 ,ヴァンセンヌ,,距離短縮
東京,1,未勝利,ダート,1400,稍重,2,スマイルディシー,3歳,原優介,中川公成,追込,,,短距離,左回り,ダ道悪,Lv3 ,ディスクリートキャット,休明3走,距離延長
東京,1,未勝利,ダート,1400,稍重,3,ゴールドリッカ,3歳,長浜鴻緒,上原博之,差し,,,短距離,左回り,ダ道悪,Lv3 ,サンダースノー,,距離延長
東京,1,未勝利,ダート,1400,稍重,4,ジーティーグロウ,3歳,国分恭介,岩戸孝樹,先行,,,短距離,左回り,ダ道悪,Lv3 ,シスキン,休明初戦,
東京,1,未勝利,ダート,1400,稍重,5,カツノトゥウェルヴ,3歳,松岡正海,伊藤伸一,追込,0.0,,短距離,左回り,ダ道悪,Lv3 ,ヘニーヒューズ,,距離延長
東京,1,未勝利,ダート,1400,稍重,6,ミトノキャット,3歳,木幡巧也,牧光二,先行,,,短距離,左回り,ダ道悪,Lv3 ,ディスクリートキャット,休明3走,距離延長
東京,1,未勝利,ダート,1400,稍重,7,エウテルペ,3歳,北村宏司,和田正一,差し,,,短距離,左回り,ダ道悪,Lv3 ,アドマイヤマーズ,休明初戦,距離短縮
東京,1,未勝利,ダート,1400,稍重,8,ポルテソレイユ,3歳,吉田豊,中川公成,,,,短距離,左回り,ダ道悪,Lv3 ,タワーオブロンドン,,
東京,1,未勝利,ダート,1400,稍重,9,レオネッサ,3歳,武藤雅,池上昌和,差し,,,短距離,左回り,ダ道悪,Lv3 ,モーリス,休明2走,距離延長
東京,1,未勝利,ダート,1400,稍重,10,アイアンソリッド,3歳,菅原明良,本間忍,先行,,,短距離,左回り,ダ道悪,Lv3 ,スズカコーズウェイ,,距離延長
東京,1,未勝利,ダート,1400,稍重,11,オーガスタフラッグ,3歳,柴田大知,田中剛,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,ドレフォン,休明初戦,
東京,1,未勝利,ダート,1400,稍重,12,ウーナファータ,3歳,佐藤翔馬,奥平雅士,,,,短距離,左回り,ダ道悪,Lv3 ,ミッキーグローリー,,
東京,1,未勝利,ダート,1400,稍重,13,アルフィオーレ,3歳,丸田恭介,宗像義忠,追込,,,短距離,左回り,ダ道悪,Lv3 ,マクフィ,,距離延長
東京,1,未勝利,ダート,1400,稍重,14,ハニーローリエ,3歳,大野拓弥,小手川準,先行,,,短距離,左回り,ダ道悪,Lv3 ,ルーラーシップ,,距離延長
東京,1,未勝利,ダート,1400,稍重,15,グランドクロス,3歳,菅原隆一,蛯名利弘,,,,短距離,左回り,ダ道悪,Lv3 ,リアルインパクト,,
東京,1,未勝利,ダート,1400,稍重,16,アサクサグレース,3歳,杉原誠人,戸田博文,差し,,,短距離,左回り,ダ道悪,Lv3 ,フォーウィールドライブ,,距離延長
東京,2,自己条件,ダート,2100,稍重,1,クロックフォード,5歳以上,原優介,田島俊明,差し,50.0,66.66666666666666,中距離,左回り,ダ道悪,Lv2 ,ロードカナロア,休明初戦,
東京,2,自己条件,ダート,2100,稍重,2,ブリスキー,5歳以上,キング,堀宣行,先行,,,中距離,左回り,ダ道悪,Lv2 ,ハービンジャー,休明初戦,距離延長
東京,2,自己条件,ダート,2100,稍重,3,マルチライセンス,4歳,内田博幸,高柳瑞樹,差し,50.0,100.0,中距離,左回り,ダ道悪,Lv2 ,ブリックスアンドモルタル,休明初戦,距離短縮
東京,2,自己条件,ダート,2100,稍重,4,ロードインフェルノ,4歳,長浜鴻緒,尾形和幸,差し,20.0,50.0,中距離,左回り,ダ道悪,Lv2 ,サトノアラジン,休明3走,距離延長
東京,2,自己条件,ダート,2100,稍重,5,ラファールドール,4歳,木幡巧也,田島俊明,先行,20.0,33.33333333333333,中距離,左回り,ダ道悪,Lv2 ,ニューイヤーズデイ,休明初戦,
東京,2,自己条件,ダート,2100,稍重,6,トゥルース,5歳以上,田辺裕信,金成貴史,先行,0.0,,中距離,左回り,ダ道悪,Lv2 ,ジャスタウェイ,休明2走,距離短縮
東京,2,自己条件,ダート,2100,稍重,7,タイセイアーサー,5歳以上,菅原明良,青木孝文,追込,50.0,50.0,中距離,左回り,ダ道悪,Lv2 ,キングカメハメハ,休明初戦,距離短縮
東京,2,自己条件,ダート,2100,稍重,8,ミッキーストライク,4歳,西村淳也,矢作芳人,先行,,,中距離,左回り,ダ道悪,Lv2 ,ドゥラメンテ,連闘,距離延長
東京,2,自己条件,ダート,2100,稍重,9,バナマンテソーロ,4歳,横山武史,加藤士津,先行,50.0,100.0,中距離,左回り,ダ道悪,Lv2 ,ハーツクライ,,距離延長
