場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
札幌,1,1,フェアーメロディ,ミスターメロディ,-236.0,-228.0,-1856.0,-411.0,-473.0,,,,-3204.0,9.0
札幌,1,2,ミサビスケッツ,マインドユアビスケッツ,321.0,-272.0,-2646.0,-2569.0,-1831.0,-2241.0,,,-9238.0,10.0
札幌,1,3,メイショウハマギク,マインドユアビスケッツ,321.0,-272.0,-2646.0,-2569.0,-1831.0,-2241.0,-540.0,-280.0,-10058.0,11.0
札幌,1,4,ユージュアーナ,リアルスティール,-71.0,3353.0,3041.0,4033.0,1180.0,1961.0,,,13497.0,3.0
札幌,1,5,モアサナイト,レイデオロ,-199.0,44.0,-284.0,-4861.0,-1787.0,-3153.0,-1258.0,-478.0,-11976.0,13.0
札幌,1,6,スタードメイソン,ブリックスアンドモルタル,613.0,-621.0,-981.0,1564.0,1306.0,-1051.0,391.0,307.0,1528.0,5.0
札幌,1,7,ウインフルゴラ,サンダースノー,-183.0,3025.0,4847.0,4503.0,1191.0,4169.0,-2281.0,3951.0,19222.0,1.0
札幌,1,8,サンダーフレア,リアルスティール,-71.0,3353.0,3041.0,4033.0,1180.0,1961.0,1095.0,673.0,15265.0,2.0
札幌,1,9,オルミラベル,サートゥルナーリア,130.0,78.0,452.0,-851.0,-390.0,-572.0,-316.0,,-1469.0,8.0
札幌,1,10,タヤスソーレ,マクフィ,-47.0,-286.0,-385.0,-999.0,330.0,-47.0,,,-1434.0,7.0
札幌,1,11,スマートイザナミ,ルヴァンスレーヴ,1364.0,-957.0,891.0,1137.0,3608.0,-611.0,-291.0,,5141.0,4.0
札幌,1,12,セレーネアステール,ルーラーシップ,-77.0,1741.0,-317.0,645.0,-1950.0,-4.0,-708.0,-398.0,-1068.0,6.0
札幌,1,13,ハローエンジェル,レイデオロ,-199.0,44.0,-284.0,-4861.0,-1787.0,-3153.0,10.0,-478.0,-10708.0,12.0
札幌,1,14,アラマンダ,レイデオロ,-199.0,44.0,-284.0,-4861.0,-1787.0,-3153.0,-1258.0,-478.0,-11976.0,13.0
札幌,2,1,コルネイユドール,マインドユアビスケッツ,321.0,-272.0,1224.0,-2569.0,389.0,-2241.0,,,-3148.0,8.0
札幌,2,2,スイッチビスケット,サトノクラウン,-308.0,-3346.0,-1605.0,-1737.0,-221.0,-1479.0,193.0,-612.0,-9115.0,12.0
札幌,2,3,シーオン,エイシンフラッシュ,-310.0,-643.0,-2598.0,-937.0,-2976.0,-1906.0,,,-9370.0,13.0
札幌,2,4,エクラドネージュ,ミッキーアイル,-283.0,682.0,1956.0,-612.0,830.0,1117.0,,,3690.0,4.0
札幌,2,5,ロードステイタス,ロードカナロア,71.0,-606.0,-1519.0,-1124.0,1653.0,-3552.0,,,-5077.0,9.0
札幌,2,6,ベルシャイニー,ビーチパトロール,-6.0,-346.0,-68.0,1005.0,-735.0,-346.0,,,-496.0,7.0
札幌,2,7,ウィンビュー,モズアスコット,520.0,616.0,1176.0,906.0,1376.0,,,,4594.0,3.0
札幌,2,8,ハーフェン,オルフェーヴル,313.0,930.0,1764.0,1034.0,147.0,1152.0,,,5340.0,2.0
札幌,2,9,ウインボニータ,イスラボニータ,-292.0,693.0,4154.0,725.0,3209.0,620.0,474.0,201.0,9784.0,1.0
札幌,2,10,ユキノエミリオ,ビッグアーサー,-637.0,-2689.0,63.0,-2474.0,-2015.0,-1572.0,-792.0,229.0,-9887.0,14.0
札幌,2,11,キャナルクルーズ,ロードカナロア,71.0,-606.0,-1519.0,-1124.0,1653.0,-3552.0,,,-5077.0,9.0
札幌,2,12,ダークメモリー,Dark Angel,76.0,78.0,553.0,222.0,526.0,385.0,,,1840.0,6.0
札幌,2,13,スピリットサージ,ブリックスアンドモルタル,613.0,-621.0,1704.0,1564.0,66.0,-1051.0,,,2275.0,5.0
札幌,2,14,ピースフルゴールド,ロードカナロア,71.0,-606.0,-1519.0,-1124.0,1653.0,-3552.0,,,-5077.0,9.0
札幌,3,1,ニコ,ダノンバラード,648.0,-59.0,172.0,-197.0,754.0,634.0,,,1952.0,6.0
札幌,3,2,セイスイミリオン,イスラボニータ,-292.0,693.0,-2141.0,725.0,-990.0,620.0,,,-1385.0,10.0
札幌,3,3,カフェブーケット,フォーウィールドライブ,70.0,1462.0,1178.0,-445.0,1050.0,436.0,-549.0,,3202.0,4.0
札幌,3,4,ロングロングロング,ルヴァンスレーヴ,1364.0,-957.0,891.0,1137.0,3608.0,-611.0,-291.0,,5141.0,3.0
札幌,3,5,ブラックレーション,デクラレーションオブウォー,391.0,-365.0,-1041.0,460.0,-1205.0,81.0,,,-1679.0,11.0
札幌,3,6,マークオブゾロ,マスクゾロ,,,,,,,,,,
札幌,3,7,サザンブラック,ブラックタイド,-448.0,253.0,1243.0,65.0,537.0,501.0,-604.0,576.0,2123.0,5.0
札幌,3,8,アルテボーイ,ミッキーアイル,-283.0,682.0,-837.0,-612.0,47.0,1117.0,-77.0,-10.0,27.0,7.0
札幌,3,9,ボールドハーテッド,マジェスティックウォリアー,297.0,-2275.0,1907.0,1616.0,1357.0,2076.0,306.0,1854.0,7138.0,1.0
札幌,3,10,タイキフィアリーベ,ラブリーデイ,247.0,-147.0,-996.0,-245.0,321.0,-32.0,,,-852.0,8.0
札幌,3,11,オンクラウドナイン,ラニ,-323.0,75.0,2043.0,961.0,1232.0,1786.0,-123.0,537.0,6188.0,2.0
札幌,3,12,ルグランシャリオ,フサイチセブン,,,,,,,,,,
札幌,3,13,ジャスティンアロー,リオンディーズ,-363.0,-1814.0,-460.0,-2627.0,78.0,1038.0,481.0,337.0,-3330.0,12.0
札幌,3,14,ミユンガー,ニューイヤーズデイ,-250.0,-354.0,-123.0,-171.0,119.0,-660.0,-17.0,469.0,-987.0,9.0
札幌,4,1,ピティロディア,キンシャサノキセキ,-427.0,59.0,-1911.0,-1289.0,-322.0,855.0,,,-3035.0,7.0
札幌,4,2,ディアイライザ,ノヴェリスト,196.0,-777.0,407.0,-160.0,35.0,154.0,,,-145.0,5.0
札幌,4,3,トルストイ,サートゥルナーリア,130.0,78.0,-800.0,-851.0,-390.0,-209.0,226.0,,-1816.0,6.0
札幌,4,4,サイモンイロハニー,ゴールドシップ,322.0,396.0,580.0,662.0,1279.0,1463.0,,,4702.0,3.0
札幌,4,5,ヨヒーン,キズナ,-113.0,1802.0,4251.0,2547.0,3921.0,3253.0,,,15661.0,1.0
札幌,4,6,カリビアンブルー,エピファネイア,-315.0,-1602.0,-2937.0,-3588.0,-1809.0,-5692.0,-1724.0,-2058.0,-19725.0,9.0
札幌,4,7,メテオレーナ,ルーラーシップ,-77.0,1741.0,345.0,645.0,-1950.0,-4.0,,,700.0,4.0
札幌,4,8,ハードロックスター,エピファネイア,-315.0,-1602.0,-2937.0,-3588.0,-1809.0,-5692.0,,,-15943.0,8.0
札幌,4,9,アルファシリウス,オルフェーヴル,313.0,930.0,1764.0,1034.0,1044.0,1152.0,,,6237.0,2.0
札幌,5,1,マリノリュミエール,ノーブルミッション,,,,,,,,,,
札幌,5,2,シンデレラガール,サングレーザー,,,,,,,,,,
