場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
新潟,1,未勝利,ダート,1200,良,1,カンタベリーノブシ,2歳,小林凌大,石栗龍彦,先行,0.0,0.0,短距離,左回り,,Lv2 ,472,,距離短縮
新潟,1,未勝利,ダート,1200,良,2,マニーヒーロー,2歳,高杉吏麒,寺島良,差し,,,短距離,左回り,,Lv2 ,476,連闘,距離短縮
新潟,1,未勝利,ダート,1200,良,3,スマートテンペスト,2歳,荻野極,西園翔太,先行,,0.0,短距離,左回り,,Lv2 ,470,,
新潟,1,未勝利,ダート,1200,良,4,リポジノ,2歳,田口貫太,中村直也,先行,,0.0,短距離,左回り,,Lv2 ,472,,
新潟,1,未勝利,ダート,1200,良,5,セイウンピカイチ,2歳,佐々木大,尾形和幸,先行,,,短距離,左回り,,Lv2 ,476,,距離短縮
新潟,1,未勝利,ダート,1200,良,6,クリアクォーツ,2歳,吉村誠之,岩戸孝樹,逃げ,,0.0,短距離,左回り,,Lv2 ,460,,
新潟,1,未勝利,ダート,1200,良,7,シルフズミスチーフ,2歳,団野大成,池江泰寿,先行,,,短距離,左回り,,Lv2 ,444,休明2走,距離短縮
新潟,1,未勝利,ダート,1200,良,8,ニシノヘリオトロプ,2歳,池添謙一,杉浦宏昭,差し,,,短距離,左回り,,Lv2 ,434,休明2走,
新潟,1,未勝利,ダート,1200,良,9,ワイルドブッター,2歳,富田暁,武英智,先行,,,短距離,左回り,,Lv2 ,504,休明初戦,
新潟,1,未勝利,ダート,1200,良,10,ゼンダンタカ,2歳,柴田裕一,角田晃一,先行,,,短距離,左回り,,Lv2 ,430,,距離短縮
新潟,1,未勝利,ダート,1200,良,11,ソノバシノギ,2歳,長浜鴻緒,深山雅史,,,,短距離,左回り,,Lv2 ,462,,
新潟,1,未勝利,ダート,1200,良,12,キタノライブリー,2歳,原優介,本間忍,逃げ,100.0,50.0,短距離,左回り,,Lv2 ,444,,
新潟,1,未勝利,ダート,1200,良,13,ベイビーキッス,2歳,菊沢一樹,青木孝文,逃げ,0.0,0.0,短距離,左回り,,Lv2 ,446,,
新潟,2,未勝利,芝,1400,良,1,セイカエイレーネー,2歳,団野大成,南田美知,差し,,,短距離,左回り,,Lv3 ,434,休明初戦,距離延長
新潟,2,未勝利,芝,1400,良,2,エコロディーナ,2歳,柴田裕一,牧浦充徳,逃げ,,,短距離,左回り,,Lv3 ,442,休明初戦,距離短縮
新潟,2,未勝利,芝,1400,良,3,アルサクレイグ,2歳,永島まな,高橋康之,逃げ,,,短距離,左回り,,Lv3 ,402,,距離短縮
新潟,2,未勝利,芝,1400,良,4,ピンクブルー,2歳,菊沢一樹,小手川準,追込,0.0,0.0,短距離,左回り,,Lv3 ,426,,
新潟,2,未勝利,芝,1400,良,5,ハイタッチマドンナ,2歳,大江原比,矢嶋大樹,先行,0.0,0.0,短距離,左回り,,Lv3 ,426,休明初戦,
