場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,マリンディーゼル,嶋田純次,93.0,99.0,95.0,101.0,97.0,,97.0,10.0
中山,1,2,タマリスペクト,横山琉人,99.0,93.0,103.0,93.0,97.0,,97.0,10.0
中山,1,3,ミラクルスパート,谷原柚希,,,,,,,,
中山,1,4,タイセイガナール,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,,100.2,6.0
中山,1,5,アンバサダネージュ,佐藤翔馬,142.0,107.0,98.0,106.0,105.0,,111.6,1.0
中山,1,6,ビップムーラン,戸崎圭太,98.0,101.0,96.0,98.0,101.0,,98.8,9.0
中山,1,7,リオンアンサー,柴田善臣,91.0,104.0,112.0,102.0,97.0,,101.2,4.0
中山,1,8,リケアペンネ,野中悠太,103.0,103.0,99.0,103.0,97.0,,101.0,5.0
中山,1,9,アルバニクス,舟山瑠泉,,,,,,,,
中山,1,10,ルルマーレ,三浦皇成,103.0,108.0,104.0,101.0,104.0,,104.0,3.0
中山,1,11,リバテイー,小林美駒,92.0,90.0,90.0,94.0,96.0,,92.4,12.0
中山,1,12,エルドラド,原田和真,76.0,57.0,95.0,119.0,90.0,,87.4,13.0
中山,1,13,コウユーニポポニコ,木幡初也,109.0,93.0,93.0,98.0,102.0,,99.0,8.0
中山,1,14,ポセイドンテソーロ,木幡巧也,96.0,103.0,101.0,100.0,98.0,,99.6,7.0
中山,1,15,ミラビリオン,荻野極　,131.0,97.0,101.0,109.0,92.0,,106.0,2.0
中山,2,1,リケアフェデリーニ,小林凌大,108.0,87.0,99.0,93.0,97.0,,96.8,9.0
中山,2,2,イデアクリスタル,石田拓郎,21.0,108.0,95.0,93.0,90.0,,81.4,10.0
中山,2,3,グラスベリー,木幡巧也,96.0,103.0,101.0,101.0,98.0,,99.8,6.0
中山,2,4,フライスカイハイ,佐々木大,102.0,102.0,101.0,98.0,104.0,,101.4,5.0
中山,2,5,タイセイルビー,荻野極　,131.0,97.0,101.0,92.0,92.0,,102.6,3.0
中山,2,6,ハニーオーケストラ,横山和生,106.0,96.0,103.0,104.0,106.0,,103.0,1.0
中山,2,7,イサチルクイーン,木幡初也,109.0,93.0,93.0,90.0,102.0,,97.4,7.0
中山,2,8,フュルスティン,横山武史,99.0,100.0,92.0,97.0,98.0,,97.2,8.0
中山,2,9,フィクセルリリア,舟山瑠泉,,,,,,,,
中山,2,10,パルストリス,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,,102.8,2.0
中山,2,11,ハウスオンファイア,丹内祐次,97.0,102.0,100.0,107.0,104.0,,102.0,4.0
中山,2,12,ルージュアリスタ,マーカン,,,,,,,,
中山,2,13,リケアマカロニ,原田和真,76.0,57.0,95.0,83.0,90.0,,80.2,11.0
中山,3,1,アージェンタイド,荻野極　,131.0,97.0,97.0,109.0,92.0,,105.2,3.0
中山,3,2,エコロセレナ,鮫島克駿,119.0,107.0,103.0,102.0,106.0,,107.4,2.0
中山,3,3,ピコパープル,舟山瑠泉,,,,,,,,
中山,3,4,ベアサナエチャン,横山武史,99.0,100.0,100.0,95.0,98.0,,98.4,10.0
中山,3,5,クロムハーツガール,佐藤翔馬,142.0,107.0,95.0,106.0,105.0,,111.0,1.0
中山,3,6,ミュークトーマス,長浜鴻緒,99.0,107.0,103.0,96.0,101.0,,101.2,8.0
中山,3,7,ガミーヌ,丹内祐次,97.0,102.0,107.0,98.0,104.0,,101.6,7.0
中山,3,8,ニシノマーレ,津村明秀,102.0,105.0,104.0,106.0,99.0,,103.2,5.0
中山,3,9,ツウキンカイソク,菅原明良,96.0,104.0,100.0,104.0,99.0,,100.6,9.0
中山,3,10,アースヴィンチ,佐々木大,102.0,102.0,103.0,106.0,104.0,,103.4,4.0
中山,3,11,ミナヅキ,石橋脩　,97.0,98.0,88.0,105.0,95.0,,96.6,12.0
中山,3,12,スミッコディスコ,横山和生,106.0,96.0,102.0,100.0,106.0,,102.0,6.0
中山,3,13,イバラヒメ,石田拓郎,21.0,108.0,70.0,80.0,90.0,,73.8,13.0
中山,3,14,アクアマーズ,ルメール,96.0,95.0,100.0,97.0,96.0,,96.8,11.0
中山,3,15,テンハートビート,遠藤汰月,,,,,,,,
中山,4,1,イントゥゴールデン,遠藤汰月,,,,,,,,
中山,4,2,ホウショウリュウ,杉原誠人,103.0,95.0,93.0,103.0,103.0,,99.4,9.0
中山,4,3,ショウナンパトス,横山和生,106.0,96.0,103.0,104.0,106.0,,103.0,1.0
中山,4,4,ミクニフラッシュ,荻野極　,131.0,97.0,101.0,92.0,92.0,,102.6,3.0
中山,4,5,キセログラフィカ,マーカン,,,,,,,,
中山,4,6,フルールサシェ,津村明秀,102.0,105.0,100.0,96.0,99.0,,100.4,6.0
中山,4,7,ミラクルカイザー,丹内祐次,97.0,102.0,100.0,107.0,104.0,,102.0,4.0
中山,4,8,サイモフェーン,戸崎圭太,98.0,101.0,96.0,99.0,101.0,,99.0,10.0
中山,4,9,カシマライフウ,松岡正海,101.0,102.0,88.0,98.0,104.0,,98.6,11.0
中山,4,10,エマープ,内田博幸,97.0,97.0,96.0,83.0,94.0,,93.4,13.0
中山,4,11,モントーヤ,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,,102.8,2.0
中山,4,12,テンレディーゴー,佐々木大,102.0,102.0,101.0,98.0,104.0,,101.4,5.0
中山,4,13,メイクイット,菅原明良,96.0,104.0,102.0,98.0,99.0,,99.8,7.0
中山,4,14,ビップルーク,小林美駒,92.0,90.0,90.0,97.0,96.0,,93.0,14.0
中山,4,15,トルネードアイル,ルメール,96.0,95.0,98.0,99.0,96.0,,96.8,12.0
中山,4,16,オルブライト,木幡巧也,96.0,103.0,101.0,101.0,98.0,,99.8,7.0
中山,5,1,エコロゼット,菅原明良,96.0,95.0,100.0,98.0,99.0,,97.6,12.0
中山,5,2,ボールドフロント,丹内祐次,97.0,79.0,107.0,107.0,104.0,,98.8,8.0
中山,5,3,ハイランドパレス,プーシャ,,,,,,,,
中山,5,4,マイネルエトルタ,石橋脩　,97.0,92.0,88.0,91.0,95.0,,92.6,15.0
中山,5,5,レフィノス,横山武史,99.0,96.0,100.0,97.0,98.0,,98.0,10.0
中山,5,6,ベストブラザーズ,津村明秀,102.0,108.0,104.0,96.0,99.0,,101.8,5.0
中山,5,7,エースフライト,戸崎圭太,98.0,93.0,100.0,99.0,101.0,,98.2,9.0
中山,5,8,ソーシャルコード,柴田大知,95.0,96.0,92.0,98.0,93.0,,94.8,14.0
中山,5,9,スカイプレリュード,横山琉人,99.0,118.0,93.0,106.0,97.0,,102.6,3.0
中山,5,10,イモータリス,石川裕紀,108.0,96.0,99.0,100.0,101.0,,100.8,6.0
中山,5,11,ニシノカーロ,野中悠太,103.0,98.0,99.0,92.0,97.0,,97.8,11.0
中山,5,12,レッドリアライズ,佐々木大,102.0,117.0,103.0,98.0,104.0,,104.8,1.0
中山,5,13,ベアドッキューン,松岡正海,101.0,99.0,108.0,98.0,104.0,,102.0,4.0
中山,5,14,ゴディアーモ,ルメール,96.0,97.0,100.0,99.0,96.0,,97.6,12.0
中山,5,15,マイネルラズライト,木幡巧也,96.0,106.0,97.0,101.0,98.0,,99.6,7.0
中山,5,16,アルティーノ,石田拓郎,21.0,40.0,70.0,93.0,90.0,,62.8,16.0
中山,5,17,キリスパークル,北村宏司,101.0,109.0,105.0,101.0,100.0,,103.2,2.0
中山,5,18,ドッグウッド,マーカン,,,,,,,,
中山,6,1,ゴーゴーマンゴー,舟山瑠泉,,,,,,,,
中山,6,2,イルダメリーノ,松若風馬,45.0,93.0,105.0,104.0,100.0,,89.4,11.0
中山,6,3,ヴァルク,長浜鴻緒,99.0,42.0,98.0,96.0,101.0,,87.2,12.0
中山,6,4,ツクバアヴァロン,小林脩斗,91.0,104.0,99.0,97.0,90.0,,96.2,5.0
中山,6,5,トワイライトサイト,横山和生,106.0,109.0,103.0,100.0,106.0,,104.8,2.0
中山,6,6,スケダチムヨウ,野中悠太,103.0,98.0,99.0,103.0,97.0,,100.0,3.0
中山,6,7,メイショウオタモイ,遠藤汰月,,,,,,,,
中山,6,8,ナムラハンナ,柴田大知,95.0,96.0,89.0,84.0,93.0,,91.4,10.0
中山,6,9,タマモシルエット,横山武史,99.0,96.0,92.0,95.0,98.0,,96.0,6.0
中山,6,10,グレイトエイト,石田拓郎,21.0,40.0,95.0,80.0,90.0,,65.2,13.0
中山,6,11,ミツカネメルクリオ,丹内祐次,97.0,79.0,100.0,98.0,104.0,,95.6,7.0
中山,6,12,ティーエンティー,佐々木大,102.0,117.0,101.0,106.0,104.0,,106.0,1.0
中山,6,13,ナックスプレンダー,吉田豊　,97.0,103.0,101.0,99.0,93.0,,98.6,4.0
中山,6,14,ライヴマティーニ,小林美駒,92.0,93.0,90.0,94.0,96.0,,93.0,9.0
中山,6,15,エイチエヌライ,菅原隆一,21.0,137.0,64.0,74.0,30.0,,65.2,13.0
中山,6,16,ニシノバリキング,内田博幸,97.0,83.0,96.0,99.0,94.0,,93.8,8.0
中山,7,1,オメガストリーム,木幡巧也,96.0,91.0,101.0,100.0,98.0,,97.2,9.0
中山,7,2,グッドヴァイブス,三浦皇成,103.0,98.0,104.0,101.0,104.0,,102.0,3.0
中山,7,3,パシーヴ,鮫島克駿,119.0,99.0,105.0,102.0,106.0,,106.2,1.0
中山,7,4,アカツキロットリー,野中悠太,103.0,97.0,99.0,103.0,97.0,,99.8,5.0
中山,7,5,ピコテンダー,津村明秀,102.0,95.0,100.0,106.0,99.0,,100.4,4.0
中山,7,6,ラヴァグロウ,佐々木大,102.0,104.0,101.0,106.0,104.0,,103.4,2.0
