場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
中山,1,1,マリンディーゼル,マクフィ,-625.0,-286.0,-385.0,695.0,-513.0,-47.0,614.0,,-547.0,7.0
中山,1,2,タマリスペクト,カリフォルニアクローム,496.0,1874.0,1310.0,-520.0,1311.0,1358.0,1945.0,,7774.0,2.0
中山,1,3,ミラクルスパート,タワーオブロンドン,-642.0,494.0,-614.0,338.0,197.0,-157.0,-414.0,,-798.0,9.0
中山,1,4,タイセイガナール,タワーオブロンドン,-642.0,494.0,-614.0,338.0,197.0,-157.0,,,-384.0,6.0
中山,1,5,アンバサダネージュ,シニスターミニスター,1331.0,3492.0,9037.0,1412.0,2774.0,8102.0,3324.0,,29472.0,1.0
中山,1,6,ビップムーラン,アルアイン,-758.0,-3469.0,-1694.0,-704.0,-1576.0,-2238.0,-1826.0,,-12265.0,13.0
中山,1,7,リオンアンサー,リオンディーズ,428.0,-1814.0,-460.0,1206.0,-1631.0,1038.0,481.0,,-752.0,8.0
中山,1,8,リケアペンネ,アメリカンペイトリオット,851.0,-181.0,-1007.0,215.0,-87.0,1481.0,,,1272.0,5.0
中山,1,9,アルバニクス,ダノンバラード,-2948.0,-59.0,172.0,1919.0,1588.0,634.0,,,1306.0,4.0
中山,1,10,ルルマーレ,ビッグアーサー,79.0,-2689.0,-2995.0,-223.0,-2015.0,-1572.0,-792.0,,-10207.0,12.0
中山,1,11,リバテイー,ヴァンキッシュラン,,,,,,,,,,
中山,1,12,エルドラド,ファインニードル,61.0,-395.0,-592.0,-251.0,353.0,-5.0,,,-829.0,10.0
中山,1,13,コウユーニポポニコ,タリスマニック,-54.0,1050.0,325.0,-98.0,667.0,-191.0,,,1699.0,3.0
中山,1,14,ポセイドンテソーロ,シュヴァルグラン,-1470.0,-2386.0,-1655.0,-663.0,-955.0,-1119.0,,,-8248.0,11.0
中山,1,15,ミラビリオン,ベンバトル,,,,,,,,,,
中山,2,1,リケアフェデリーニ,カリフォルニアクローム,496.0,1874.0,1310.0,-520.0,55.0,1358.0,-568.0,,4005.0,5.0
中山,2,2,イデアクリスタル,ホークビル,-2035.0,540.0,-2825.0,-669.0,401.0,-1154.0,681.0,,-5061.0,9.0
中山,2,3,グラスベリー,シニスターミニスター,1331.0,3492.0,9037.0,1412.0,5738.0,8102.0,3324.0,,32436.0,1.0
中山,2,4,フライスカイハイ,ロードカナロア,1.0,-606.0,-288.0,-1354.0,-3277.0,-3552.0,-1432.0,,-10508.0,10.0
中山,2,5,タイセイルビー,サトノダイヤモンド,451.0,2121.0,-41.0,270.0,-472.0,-854.0,,,1475.0,6.0
中山,2,6,ハニーオーケストラ,ダノンスマッシュ,,,,,,,,,,
中山,2,7,イサチルクイーン,リオンディーズ,428.0,-1814.0,-460.0,1206.0,78.0,1038.0,,,476.0,7.0
中山,2,8,フュルスティン,ダノンキングリー,,,,,,,,,,
中山,2,9,フィクセルリリア,モズアスコット,-102.0,616.0,1002.0,2176.0,1155.0,1376.0,-44.0,,6179.0,3.0
中山,2,10,パルストリス,ドレフォン,-3.0,2712.0,5543.0,-187.0,2178.0,2542.0,1886.0,,14671.0,2.0
中山,2,11,ハウスオンファイア,パイロ,-271.0,495.0,1911.0,-388.0,1669.0,1506.0,,,4922.0,4.0
中山,2,12,ルージュアリスタ,コントレイル,,,,,,,,,,
中山,2,13,リケアマカロニ,ニューイヤーズデイ,-107.0,-354.0,-123.0,281.0,119.0,-660.0,-1339.0,,-2183.0,8.0
中山,3,1,アージェンタイド,ブラックタイド,601.0,253.0,-1443.0,-131.0,-856.0,501.0,-604.0,,-1679.0,8.0
中山,3,2,エコロセレナ,コントレイル,,,,,,,,,,
中山,3,3,ピコパープル,キタサンブラック,-685.0,937.0,-309.0,375.0,972.0,1214.0,1530.0,,4034.0,3.0
中山,3,4,ベアサナエチャン,レイデオロ,-288.0,44.0,-1614.0,1242.0,251.0,-3153.0,10.0,,-3508.0,9.0
中山,3,5,クロムハーツガール,カリフォルニアクローム,496.0,1874.0,-569.0,-520.0,1311.0,1358.0,,,3950.0,4.0
中山,3,6,ミュークトーマス,オルフェーヴル,129.0,930.0,1764.0,-586.0,147.0,1152.0,2285.0,,5821.0,1.0
中山,3,7,ガミーヌ,フィエールマン,1278.0,1356.0,869.0,1182.0,292.0,140.0,,,5117.0,2.0
中山,3,8,ニシノマーレ,ダノンプレミアム,,,,,,,,,,
中山,3,9,ツウキンカイソク,サトノアラジン,-404.0,-993.0,-1033.0,-1016.0,-314.0,-827.0,275.0,,-4312.0,10.0
中山,3,10,アースヴィンチ,アルアイン,-758.0,-3469.0,-2262.0,-704.0,-1576.0,-2238.0,-1826.0,,-12833.0,11.0
中山,3,11,ミナヅキ,ガルボ,,,,,,,,,,
中山,3,12,スミッコディスコ,ダノンプレミアム,,,,,,,,,,
中山,3,13,イバラヒメ,サトノダイヤモンド,451.0,2121.0,-1096.0,270.0,414.0,-854.0,,,1306.0,5.0
中山,3,14,アクアマーズ,アドマイヤマーズ,-223.0,-240.0,-428.0,563.0,266.0,968.0,185.0,,1091.0,6.0
中山,3,15,テンハートビート,リオンディーズ,428.0,-1814.0,-714.0,1206.0,-1631.0,1038.0,,,-1487.0,7.0
中山,4,1,イントゥゴールデン,ミスチヴィアスアレックス,,,,,,,,,,
中山,4,2,ホウショウリュウ,アメリカンペイトリオット,851.0,-181.0,-1007.0,215.0,315.0,1481.0,-744.0,,930.0,5.0
中山,4,3,ショウナンパトス,ルヴァンスレーヴ,540.0,-957.0,891.0,2380.0,1137.0,3608.0,-611.0,,6988.0,1.0
中山,4,4,ミクニフラッシュ,ダイワメジャー,-90.0,-1218.0,-1906.0,-198.0,-872.0,-1639.0,-124.0,,-6047.0,10.0
中山,4,5,キセログラフィカ,ナダル,622.0,-285.0,1035.0,-380.0,443.0,55.0,,,1490.0,4.0
中山,4,6,フルールサシェ,ベンバトル,,,,,,,,,,
中山,4,7,ミラクルカイザー,マクフィ,-625.0,-286.0,-385.0,695.0,330.0,-47.0,-514.0,,-832.0,6.0
