場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,アウフヴィント,武藤雅　,95.0,94.0,99.0,94.0,94.0,99.0,95.833,9.0
中山,1,2,オーガスタフラッグ,柴田大知,95.0,91.0,89.0,98.0,93.0,99.0,94.167,10.0
中山,1,3,コンティオ,横山和生,106.0,96.0,103.0,104.0,106.0,104.0,103.167,2.0
中山,1,4,フローラルデザイン,北村宏司,101.0,98.0,101.0,101.0,100.0,103.0,100.667,5.0
中山,1,5,ミルキーハニー,石田拓郎,21.0,108.0,95.0,93.0,90.0,90.0,82.833,14.0
中山,1,6,ブルームワルツ,田辺裕信,99.0,103.0,98.0,101.0,101.0,95.0,99.5,6.0
中山,1,7,ニシノフローレス,大野拓弥,98.0,97.0,95.0,102.0,101.0,98.0,98.5,8.0
中山,1,8,マジカルレインボー,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,140.0,109.0,1.0
中山,1,9,ハニードレス,木幡巧也,96.0,103.0,101.0,101.0,98.0,94.0,98.833,7.0
中山,1,10,ヴォーパルソード,遠藤汰月,,,,,,,,
中山,1,11,エスキモーギャル,原優介　,99.0,84.0,102.0,99.0,95.0,85.0,94.0,11.0
中山,1,12,ビスケットマリー,石神深道,94.0,97.0,75.0,53.0,81.0,114.0,85.667,13.0
中山,1,13,フィルトラージュ,菅原明良,96.0,104.0,102.0,98.0,99.0,109.0,101.333,3.0
中山,1,14,プレイアブルゲーム,丹内祐次,97.0,102.0,100.0,107.0,104.0,97.0,101.167,4.0
中山,1,15,カシマスウィープ,江田照男,100.0,111.0,89.0,86.0,95.0,77.0,93.0,12.0
中山,2,1,エコロカディス,石神深道,94.0,97.0,75.0,86.0,81.0,114.0,91.167,13.0
中山,2,2,ホワイトマジック,横山琉人,99.0,93.0,103.0,93.0,97.0,101.0,97.667,9.0
中山,2,3,ソラムパレード,舟山瑠泉,,,,,,,,
中山,2,4,セイムトゥーユー,菊沢一樹,102.0,115.0,108.0,112.0,108.0,116.0,110.167,1.0
中山,2,5,ガストフロント,武藤雅　,95.0,94.0,99.0,88.0,94.0,99.0,94.833,11.0
中山,2,6,アラスカフレイバー,戸崎圭太,98.0,101.0,96.0,98.0,101.0,95.0,98.167,8.0
中山,2,7,タルトポワール,丹内祐次,97.0,102.0,100.0,98.0,104.0,97.0,99.667,5.0
中山,2,8,コウユーウィズユー,木幡初也,109.0,93.0,93.0,98.0,102.0,86.0,96.833,10.0
中山,2,9,グランシャット,菅原明良,96.0,104.0,102.0,104.0,99.0,109.0,102.333,4.0
中山,2,10,サマニタイショウ,岩部純二,93.0,84.0,80.0,81.0,92.0,86.0,86.0,14.0
中山,2,11,フクノジョヴァンニ,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,140.0,106.833,2.0
中山,2,12,ラナイ,水沼元輝,59.0,90.0,95.0,83.0,87.0,137.0,91.833,12.0
中山,2,13,アルパインハット,大野拓弥,98.0,97.0,95.0,102.0,101.0,98.0,98.5,7.0
中山,2,14,エクストラチャージ,横山和生,106.0,96.0,103.0,100.0,106.0,104.0,102.5,3.0
中山,2,15,サスケエトワール,上里直汰,,,,,,,,
中山,2,16,ピコグリーン,木幡巧也,96.0,103.0,101.0,100.0,98.0,94.0,98.667,6.0
中山,3,1,ファストパスキー,横山琉人,99.0,93.0,103.0,106.0,97.0,101.0,99.833,6.0
中山,3,2,キタノマーシャル,小林脩斗,91.0,84.0,99.0,83.0,90.0,94.0,90.167,14.0
中山,3,3,ダブルイーグル,戸崎圭太,98.0,101.0,96.0,99.0,101.0,95.0,98.333,9.0
中山,3,4,フロムザワールド,水沼元輝,59.0,90.0,95.0,83.0,87.0,137.0,91.833,13.0
中山,3,5,シリウスライト,石橋脩　,97.0,98.0,107.0,91.0,95.0,114.0,100.333,5.0
中山,3,6,マンボルンバ,津村明秀,102.0,105.0,100.0,96.0,99.0,92.0,99.0,7.0
中山,3,7,スムースオペレター,菊沢一樹,102.0,115.0,108.0,106.0,108.0,116.0,109.167,1.0
中山,3,8,ミエノシリウス,江田照男,100.0,111.0,89.0,86.0,95.0,77.0,93.0,11.0
中山,3,9,ロードスカイブルー,横山和生,106.0,96.0,103.0,104.0,106.0,104.0,103.167,3.0
中山,3,10,ライフゲート,丹内祐次,97.0,102.0,100.0,107.0,104.0,97.0,101.167,4.0
中山,3,11,モンサンプレシャス,木幡巧也,96.0,103.0,101.0,101.0,98.0,94.0,98.833,8.0
中山,3,12,グレイスザクラウン,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,140.0,109.0,2.0
中山,3,13,ブルージャイアント,原優介　,99.0,84.0,102.0,99.0,95.0,85.0,94.0,10.0
中山,3,14,マードラド,内田博幸,97.0,97.0,96.0,83.0,94.0,88.0,92.5,12.0
中山,4,1,ワカギミ,江田照男,100.0,111.0,89.0,86.0,95.0,77.0,93.0,11.0
中山,4,2,カリヨンベル,柴田大知,95.0,91.0,89.0,98.0,93.0,99.0,94.167,9.0
中山,4,3,リアライズオネスト,岩田望来,113.0,101.0,98.0,98.0,103.0,95.0,101.333,3.0
中山,4,4,ダウントゥアース,荻野琢真,21.0,125.0,104.0,101.0,112.0,107.0,95.0,8.0
中山,4,5,ユーウェイン,小林脩斗,91.0,84.0,99.0,83.0,90.0,94.0,90.167,13.0
中山,4,6,ジェイルブレイク,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,140.0,109.0,2.0
中山,4,7,ナルサー,遠藤汰月,,,,,,,,
中山,4,8,パーシーテソーロ,丹内祐次,97.0,102.0,100.0,107.0,104.0,97.0,101.167,5.0
中山,4,9,レヴァントリ,杉原誠人,103.0,95.0,93.0,103.0,103.0,107.0,100.667,6.0
中山,4,10,ホウオウサンサール,菅原明良,96.0,104.0,102.0,98.0,99.0,109.0,101.333,3.0
中山,4,11,トキノカンピオーネ,原優介　,99.0,84.0,102.0,99.0,95.0,85.0,94.0,10.0
中山,4,12,ゴールドブリーダー,菊沢一樹,102.0,115.0,108.0,106.0,108.0,116.0,109.167,1.0
中山,4,13,ダブルメッセージ,石神深道,94.0,97.0,75.0,53.0,81.0,114.0,85.667,14.0
中山,4,14,サーフギャラクシー,内田博幸,97.0,97.0,96.0,83.0,94.0,88.0,92.5,12.0
中山,4,15,ブラーブデシジョン,木幡巧也,96.0,103.0,101.0,101.0,98.0,94.0,98.833,7.0
中山,4,16,ブレトワルダ,石田拓郎,21.0,108.0,95.0,93.0,90.0,90.0,82.833,15.0
中山,5,1,ブレイクバウンズ,伊藤工真,99.0,101.0,67.0,72.0,86.0,78.0,83.833,17.0
中山,5,2,グレイトレッグ,菊沢一樹,102.0,115.0,110.0,106.0,108.0,104.0,107.5,2.0
中山,5,3,プルミエソルティ,津村明秀,102.0,105.0,104.0,96.0,99.0,112.0,103.0,7.0
中山,5,4,エレレラナキラ,木幡巧也,96.0,103.0,97.0,101.0,98.0,110.0,100.833,9.0
中山,5,5,アップリンク,野中悠太,103.0,103.0,99.0,92.0,97.0,109.0,100.5,10.0
中山,5,6,ニヴルヘイム,戸崎圭太,98.0,101.0,100.0,99.0,101.0,93.0,98.667,15.0
中山,5,7,ブランフォルテ,大野拓弥,98.0,97.0,107.0,102.0,101.0,89.0,99.0,14.0
中山,5,8,ドゥマーヴェリック,菅原明良,96.0,104.0,100.0,98.0,99.0,100.0,99.5,13.0
中山,5,9,クラレット,北村宏司,101.0,98.0,105.0,101.0,100.0,116.0,103.5,4.0
中山,5,10,テンミラージュ,長浜鴻緒,99.0,107.0,103.0,109.0,101.0,134.0,108.833,1.0
中山,5,11,コスモアチーブ,丹内祐次,97.0,102.0,107.0,107.0,104.0,109.0,104.333,3.0
中山,5,12,スティーヴバローズ,横山和生,106.0,96.0,102.0,104.0,106.0,94.0,101.333,8.0
中山,5,13,パルピタシオン,田辺裕信,99.0,103.0,106.0,101.0,101.0,111.0,103.5,4.0
中山,5,14,ワスカル,岩田望来,113.0,101.0,106.0,98.0,103.0,99.0,103.333,6.0
中山,5,15,ムーンストラック,江田照男,100.0,111.0,90.0,86.0,95.0,117.0,99.833,12.0
中山,5,16,エオアリイ,舟山瑠泉,,,,,,,,
中山,5,17,グランカッサ,石川裕紀,108.0,97.0,99.0,100.0,101.0,98.0,100.5,10.0
中山,5,18,エバーグリーン,原優介　,99.0,84.0,91.0,99.0,95.0,84.0,92.0,16.0
中山,6,1,クニノハッピー,大野拓弥,98.0,98.0,95.0,102.0,101.0,98.0,98.667,10.0
中山,6,2,ルシード,野中悠太,103.0,97.0,99.0,103.0,97.0,90.0,98.167,11.0
中山,6,3,トニケンサンバ,菅原明良,96.0,97.0,102.0,104.0,99.0,109.0,101.167,5.0
中山,6,4,ペイシャマリーン,丹内祐次,97.0,108.0,100.0,98.0,104.0,97.0,100.667,6.0
中山,6,5,ヨリノレジェンド,横山和生,106.0,102.0,103.0,100.0,106.0,104.0,103.5,3.0
中山,6,6,アルデショワ,舟山瑠泉,,,,,,,,
中山,6,7,ヤマメキング,岩田望来,113.0,101.0,98.0,107.0,103.0,95.0,102.833,4.0
中山,6,8,ニシノタンギー,武藤雅　,95.0,91.0,99.0,88.0,94.0,99.0,94.333,13.0
中山,6,9,エベリンテソーロ,長浜鴻緒,99.0,99.0,98.0,96.0,101.0,140.0,105.5,1.0
中山,6,10,ワンダーリズム,石田拓郎,21.0,80.0,95.0,80.0,90.0,90.0,76.0,15.0
中山,6,11,ポップグルーヴ,佐藤翔馬,142.0,63.0,98.0,106.0,105.0,68.0,97.0,12.0
中山,6,12,サノノアメリカン,田辺裕信,99.0,103.0,98.0,100.0,101.0,95.0,99.333,8.0
中山,6,13,サヨノジャンボリー,内田博幸,97.0,90.0,96.0,99.0,94.0,88.0,94.0,14.0
中山,6,14,タッカージーティー,津村明秀,102.0,95.0,100.0,106.0,99.0,92.0,99.0,9.0
中山,6,15,エルオレンス,横山典弘,102.0,94.0,106.0,97.0,96.0,109.0,100.667,6.0
中山,6,16,スリーピース,三浦皇成,103.0,98.0,104.0,101.0,104.0,112.0,103.667,2.0
中山,7,1,ダイタジャスティス,上里直汰,,,,,,,,
中山,7,2,オウケンシルヴァー,木幡育也,75.0,88.0,99.0,107.0,106.0,125.0,100.0,6.0
中山,7,3,ヒットアンドロール,石田拓郎,21.0,80.0,95.0,93.0,90.0,90.0,78.167,14.0
中山,7,4,キャストロペペ,三浦皇成,103.0,98.0,104.0,102.0,104.0,112.0,103.833,4.0
中山,7,5,ウヌボレヤサン,石川裕紀,108.0,99.0,100.0,100.0,101.0,91.0,99.833,7.0
中山,7,6,チャコワールド,野中悠太,103.0,97.0,99.0,92.0,97.0,90.0,96.333,11.0
中山,7,7,マンダリンボレロ,遠藤汰月,,,,,,,,
中山,7,8,マッスルバック,武藤雅　,95.0,91.0,99.0,94.0,94.0,99.0,95.333,12.0
中山,7,9,ヴァンナチュール,杉原誠人,103.0,103.0,93.0,103.0,103.0,107.0,102.0,5.0
中山,7,10,パーセルペーパー,柴田大知,95.0,90.0,89.0,98.0,93.0,99.0,94.0,13.0
中山,7,11,ロードインフェルノ,長浜鴻緒,99.0,99.0,98.0,109.0,101.0,140.0,107.667,1.0
中山,7,12,メンドロントット,木幡巧也,96.0,91.0,101.0,101.0,98.0,94.0,96.833,10.0
中山,7,13,ソニックライン,戸崎圭太,98.0,98.0,96.0,99.0,101.0,95.0,97.833,9.0
中山,7,14,ウインイメル,黛弘人　,112.0,112.0,110.0,108.0,109.0,91.0,107.0,2.0
中山,7,15,サクセスパルス,原優介　,99.0,108.0,102.0,99.0,95.0,85.0,98.0,8.0
中山,7,16,タナサンブラック,菊沢一樹,102.0,101.0,108.0,106.0,108.0,116.0,106.833,3.0
中山,8,1,キミハスコール,丹内祐次,97.0,108.0,100.0,98.0,104.0,97.0,100.667,6.0
中山,8,2,アツキヤマト,小林凌大,108.0,95.0,99.0,94.0,97.0,92.0,97.5,10.0
中山,8,3,スプランドゥール,柴田大知,95.0,90.0,89.0,84.0,93.0,99.0,91.667,13.0
中山,8,4,ホイッスルソング,内田博幸,97.0,90.0,96.0,99.0,94.0,88.0,94.0,12.0
中山,8,5,クインズポラリス,長浜鴻緒,99.0,99.0,98.0,96.0,101.0,140.0,105.5,1.0
中山,8,6,タイセイピューマ,大野拓弥,98.0,98.0,95.0,102.0,101.0,98.0,98.667,8.0
