場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
中山,1,1,シセイヒナタ,ノヴェリスト,-185.0,-947.0,-96.0,242.0,-365.0,483.0,,,-868.0,7.0
中山,1,2,アドミ,アドマイヤマーズ,-958.0,-1760.0,1725.0,24.0,-1623.0,-480.0,,,-3072.0,11.0
中山,1,3,ビアーレ,ミスチヴィアスアレックス,-598.0,-197.0,2237.0,2186.0,-106.0,124.0,,,3646.0,5.0
中山,1,4,ジョイアミーア,モズアスコット,1264.0,3811.0,3010.0,2625.0,3566.0,1792.0,,,16068.0,1.0
中山,1,5,スカット,ゴールドドリーム,-677.0,-1742.0,-1839.0,-984.0,-2809.0,-277.0,,,-8328.0,14.0
中山,1,6,アイアンブランド,ビッグアーサー,36.0,-951.0,-1290.0,-1681.0,-260.0,286.0,,,-3860.0,12.0
中山,1,7,イヌボウノキラメキ,ドレフォン,-848.0,1595.0,5315.0,2869.0,2469.0,3246.0,,,14646.0,2.0
中山,1,8,ワンダーバリエンス,フィレンツェファイア,-944.0,-215.0,244.0,-195.0,-1095.0,-46.0,,,-2251.0,9.0
中山,1,9,ローズオブジャパン,パイロ,-203.0,509.0,1918.0,1768.0,250.0,1474.0,-101.0,,5615.0,4.0
中山,1,10,オニノウタゲ,キセキ,,,,,,,,,,
中山,1,11,トコシエノヒトミ,ゴールドドリーム,-677.0,-1742.0,-1839.0,-984.0,-2809.0,-277.0,,,-8328.0,14.0
中山,1,12,ジュニアスウィート,マジェスティックウォリアー,-324.0,-1942.0,396.0,258.0,197.0,339.0,,,-1076.0,8.0
中山,1,13,マジョリカ,リオンディーズ,659.0,-2276.0,183.0,-2090.0,-878.0,999.0,638.0,,-2765.0,10.0
中山,1,14,タヤスロレンヌ,タワーオブロンドン,913.0,448.0,-921.0,-1980.0,-1986.0,-1795.0,,,-5321.0,13.0
中山,1,15,マイニオサラスタス,オルフェーヴル,607.0,1462.0,-133.0,686.0,-1175.0,614.0,,,2061.0,6.0
中山,1,16,ムーンブランシュ,ドレフォン,-848.0,1595.0,5315.0,2869.0,2469.0,3246.0,,,14646.0,2.0
中山,2,1,ビップマリク,インディチャンプ,-378.0,1391.0,448.0,482.0,530.0,,,,2473.0,5.0
中山,2,2,シデンイッセン,エイシンフラッシュ,96.0,-178.0,-597.0,-1230.0,-512.0,-1082.0,-80.0,,-3583.0,11.0
中山,2,3,アイデアユー,シニスターミニスター,303.0,2541.0,6646.0,2818.0,4029.0,5699.0,,,22036.0,1.0
中山,2,4,スノースコール,クリソベリル,669.0,-600.0,-541.0,574.0,299.0,,,,401.0,7.0
中山,2,5,クラージュスター,タニノフランケル,,,,,,,,,,
中山,2,6,ハルノアメ,ダノンバラード,-2889.0,-367.0,15.0,221.0,608.0,-594.0,205.0,,-2801.0,10.0
中山,2,7,クアッドフォルツァ,ゴールドドリーム,-677.0,-1742.0,-1839.0,-984.0,534.0,-277.0,,,-4985.0,13.0
中山,2,8,コンヴァーンクル,カリフォルニアクローム,-280.0,2027.0,1351.0,1522.0,-694.0,2271.0,1227.0,,7424.0,3.0
中山,2,9,ハロングロットル,ウインブライト,-435.0,1791.0,-852.0,488.0,294.0,1809.0,80.0,,3175.0,4.0
中山,2,10,ハイランダー,スワーヴリチャード,-312.0,1545.0,-1118.0,-1607.0,-216.0,-2071.0,,,-3779.0,12.0
中山,2,11,クリュメノス,マジェスティックウォリアー,-324.0,-1942.0,396.0,258.0,49.0,339.0,,,-1224.0,8.0
中山,2,12,ニシノモリミチ,ダノンプレミアム,51.0,248.0,-1053.0,-1725.0,987.0,,,,-1492.0,9.0
