場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
東京,1,1,オーシャンステラ,ゴールドシップ,86.0,102.0,101.0,95.0,75.0,94.0,96.0,,92.714,7.0
東京,1,2,ウインドオブヘヴン,ロードカナロア,101.0,98.0,98.0,88.0,102.0,102.0,,,98.167,3.0
東京,1,3,ニシノカルラ,ヴァンゴッホ,,,,,,,,,,
東京,1,4,マイネルメテオーラ,ベンバトル,,,,,,,,,,
東京,1,5,ストロボエッジ,ファインニードル,117.0,97.0,104.0,94.0,101.0,107.0,92.0,,101.714,1.0
東京,1,6,ツキノマバタキ,エイシンフラッシュ,71.0,94.0,83.0,75.0,79.0,82.0,86.0,,81.429,8.0
東京,1,7,サザンテイオー,シルバーステート,81.0,92.0,104.0,96.0,97.0,95.0,,,94.167,5.0
東京,1,8,ジェイドテソーロ,サンダースノー,77.0,112.0,85.0,97.0,114.0,96.0,74.0,,93.571,6.0
東京,1,9,グランマエストロ,エピファネイア,99.0,96.0,97.0,108.0,92.0,99.0,95.0,,98.0,4.0
東京,1,10,グランセレスト,モーリス,103.0,100.0,99.0,98.0,97.0,96.0,96.0,,98.429,2.0
東京,1,11,マリノリュミエール,ノーブルミッション,,,,,,,,,,
東京,1,12,シュガームーン,エポカドーロ,,,,,,,,,,
東京,2,1,ニシノゲッパク,セイウンコウセイ,,,,,,,,,,
東京,2,2,エクスプレスナイト,アジアエクスプレス,95.0,96.0,102.0,97.0,103.0,97.0,,,98.333,9.0
東京,2,3,フォークスアップ,タワーオブロンドン,120.0,107.0,81.0,103.0,102.0,105.0,115.0,153.0,110.75,2.0
東京,2,4,ユイノカタリベ,タワーオブロンドン,120.0,107.0,81.0,103.0,102.0,105.0,,,103.0,4.0
東京,2,5,リスペクトライト,フリオーソ,94.0,84.0,101.0,93.0,107.0,98.0,93.0,104.0,96.75,12.0
東京,2,6,ランニングビーチ,ルヴァンスレーヴ,114.0,90.0,106.0,114.0,115.0,82.0,,,103.5,3.0
東京,2,7,アクロスメモリア,マインドユアビスケッツ,122.0,99.0,93.0,103.0,102.0,104.0,96.0,97.0,102.0,5.0
東京,2,8,スーパーチャイルド,モーリス,103.0,100.0,93.0,98.0,97.0,96.0,96.0,97.0,97.5,11.0
東京,2,9,マイネルテオドロス,ダノンバラード,119.0,100.0,102.0,120.0,110.0,115.0,,,111.0,1.0
東京,2,10,イーアンベ,アジアエクスプレス,95.0,96.0,102.0,97.0,103.0,97.0,93.0,99.0,97.75,10.0
東京,2,11,ティブロン,リオンディーズ,94.0,94.0,99.0,109.0,97.0,92.0,103.0,103.0,98.875,8.0
東京,2,12,ホテルストリート,オルフェーヴル,97.0,103.0,99.0,95.0,101.0,101.0,,,99.333,7.0
東京,2,13,ウィングブルー,アドマイヤマーズ,98.0,95.0,169.0,105.0,104.0,97.0,107.0,21.0,99.5,6.0
東京,2,14,ヘリテージブルーム,ミスチヴィアスアレックス,,,,,,,,,,
東京,3,1,ファーザーアウェイ,エピファネイア,99.0,96.0,97.0,108.0,97.0,99.0,,,99.333,6.0
東京,3,2,ユイアンゴロー,サトノダイヤモンド,96.0,108.0,97.0,102.0,99.0,98.0,,,100.0,5.0
