2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",1,,1,,,,,,,ターコイズテソーロ,,牝,3,3,12,21,中京,T,1400,,,×,01,,,稍,16,17,未勝利*,35.7,後方,9,,51.7,50.5,10,19,新潟,T,1400,○,05,,,,,稍,12,10,新馬,36.5,中団,初,,49.7,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",1,,2,,,,,,,オッピポイカ,,牡,3,2,12,27,中山,D,1200,,,◎,17,14,,稍,5,8,新馬,37.3,中団,初,,46.8,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",2,B,3,,,,,,,スリーコーズ,,牡,3,11,10,26,東京,D,1400,○,02,,,,,不,2,1,未勝利*,36.9,逃げ,4,,49.2,49.7,9,27,中山,D,1200,▲,06,,,,,良,3,1,未勝利*,37.6,先行,2,,42.8,43.5,9,15,中山,D,1200,○,01,,,,,良,3,3,新馬,37.5,先行,初,,42.8,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",2,,4,,,,,,,ニンジャトットリ,,牡,3,3,12,20,中山,D,1200,,,△,01,,,良,3,3,未勝利*,37.8,差し,3,,43.1,39.8,11,30,東京,D,1400,,,★,01,,,良,6,8,未勝利*,38.5,先行,13,+,45.6,46.3,8,30,新潟,T,1800,★,00,○,01,,,良,8,7,未勝利*,36.4,中団,2,,50.7,54.9,8,16,新潟,T,1600,,,,,,,良,4,3,新馬,34.4,差し,初,,58.8,59.0,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",3,,5,,,,,,,アイスメルティング,,牝,3,2,12,27,中山,D,1200,,,×,08,,,稍,2,1,新馬,37.8,先行,初,,41.0,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",3,B,6,,,,,,,ケイベエ,,牡,3,3,12,21,中山,D,1200,,,,,,,不,7,3,未勝利*,38.4,先行,4,,40.4,43.8,11,23,東京,D,1300,,,,,,,良,14,8,未勝利*,39.2,中団,4,,44.7,47.3,10,25,新潟,T,1200,,,,,,,良,8,6,未勝利*,35.9,先行,4,,46.4,45.8,9,28,中山,T,1200,△,00,,,,,良,4,6,未勝利*,34.7,逃げ,連,=,49.1,50.3,9,21,中山,D,1200,,,,,,,稍,3,7,未勝利*,39.4,差し,6,,37.1,34.6
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",4,,7,,,,,,,ノボリフジ,,牡,3,3,12,21,中山,D,1800,,,,,,,不,12,5,未勝利*,40.8,逃げ,4,,42.0,46.8,11,24,東京,D,1600,,,,,,,良,6,6,未勝利*,38.4,逃げ,4,,44.8,50.1,10,25,東京,D,1600,,,,,,,稍,4,16,新馬,37.1,先行,初,,49.8,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",4,,8,,,,,,,イトシサ,,牡,3,7,11,24,東京,T,1400,,,,,,,良,3,2,未勝利*,33.8,差し,3,,56.3,54.3,11,1,東京,T,1600,,,,,,,稍,2,4,新馬,33.5,先行,初,,63.7,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",5,,9,,,,,,,カプリースカラー,,牝,3,9,11,8,福島,T,1200,,,,,,,良,15,11,新馬,35.3,後方,初,,53.7,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,12,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv2 ",5,,10,,,,,,,セイカユウヒ,,牡,3,4,12,13,阪神,T,1200,,,,,,,良,6,13,未勝利*,34.7,中団,3,,50.6,48.0,11,24,福島,T,1200,,,,,,,良,11,15,未勝利*,34.7,後方,2,,51.7,47.7,11,9,福島,T,1200,,,,,,,良,5,13,未勝利*,34.9,後方,8,,50.3,46.0,9,15,中山,D,1200,,,,,,,良,12,10,未勝利*,41.3,中団,2,,32.3,35.1,8,31,新潟,T,1400,,,,,,,良,10,10,未勝利*,37.4,中団,3,,43.9,45.9
