2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",1,,1,,,,,,,フローレスカラーズ,,牝,3,3,2,22,東京,D,1400,,,◎,17,05,,良,6,2,新馬,39.1,後方,初,,47.4,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",2,B,2,,,,,,,セルレーヴ,,牝,3,31,8,9,札幌,T,1800,,,,,,,稍,7,8,新馬,38.1,中団,初,,46.6,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",2,,3,,,,,,,タイセイルビー,,牝,3,5,2,7,京都,D,1800,,,×,04,,,良,3,5,未勝利,39.5,差し,連,=,46.5,45.2,2,1,東京,D,1600,,,▲,10,,,良,6,9,未勝利・牝,38.6,後方,8,,46.8,45.9,12,6,中山,D,1800,,,,,,,良,7,5,未勝利・牝*,41.3,中団,2,,42.5,44.4,11,23,東京,T,1800,,,▲,03,,,良,13,10,未勝利・牝*,35.5,中団,12,+,53.0,54.5,8,31,新潟,T,1800,◎,05,○,03,,,良,6,4,新馬,35.4,中団,初,,56.2,56.0
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",3,,4,,,,,,,ビレッジルイーザ,,牝,3,2,3,1,中山,D,1800,,,,,,,稍,9,8,未勝利・牝,43.1,逃げ,5,,36.7,42.2,1,25,小倉,T,2000,,,,,,,良,10,11,未勝利,36.0,先行,5,,50.6,53.5,12,21,中山,T,1800,,,,,,,重,6,10,未勝利・牝*,34.8,中団,6,,61.8,60.3,11,8,東京,T,2000,,,,,,,良,9,8,未勝利*,33.7,後方,2,,63.3,65.0,10,26,東京,T,2000,,,,,,,稍,4,8,未勝利*,36.1,追込,5,,51.9,50.9
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",3,,5,,,,,,,スターキャンディ,,牝,3,連,3,8,中山,D,1800,,,,,,,稍,7,14,未勝利・牝,41.6,中団,初,,42.8,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",4,,6,,,,,,,アスコットヴェール,,牝,3,12,12,20,中山,D,1800,,,◎,10,,,良,6,3,未勝利・牝*,41.7,逃げ,3,,39.6,43.6,11,30,東京,D,1600,,,◎,15,,,良,2,10,新馬,38.5,先行,初,,45.1,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",4,,7,,,,,,,アースアクシス,,牝,3,9,1,10,中山,D,1800,,,×,01,,,良,3,2,新馬・牝,41.0,先行,初,,45.2,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",5,,8,,,,,,,エコロストーム,,牝,3,2,3,1,中山,D,1800,,,◎,11,,,稍,5,3,未勝利,40.4,先行,5,,44.2,46.3,1,25,中山,D,1800,,,★,00,,,良,3,3,未勝利・牝,40.4,差し,2,,47.2,45.6,1,10,中山,D,1800,,,▲,06,,,良,4,10,新馬・牝,40.0,差し,初,,49.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",5,,9,,,,,,,イヌボウノキラメキ,,牝,3,3,2,21,東京,D,1400,,,,,,,良,14,7,未勝利・牝,38.4,後方,4,,47.5,45.1,1,24,中山,D,1200,,,,,,,良,5,6,未勝利・牝,38.6,中団,4,,43.3,45.7,12,28,中山,D,1200,,,◎,14,,,良,7,9,未勝利*,38.2,後方,4,,44.0,37.4,11,30,東京,D,1600,,,◇,,,,良,13,4,新馬,39.3,後方,初,,45.9,42.8,,,,,,,,,,,,,,,,,,,,,
2026,03,14,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),15,"Lv2 ",6,,10,,,,,,,ニューカワイイ,,牝,3,15,11,29,東京,T,1400,,,,,,,良,15,15,未勝利*,34.5,後方,2,,55.9,52.1,11,16,東京,D,1400,,,,,,,良,9,12,未勝利*,37.7,後方,3,,49.5,46.8,10,26,東京,D,1400,,,,,,,不,9,11,未勝利*,37.2,後方,2,,50.8,49.7,10,12,東京,D,1300,,,,,,,良,10,13,新馬,38.2,中団,初,,47.8,47.0,,,,,,,,,,,,,,,,,,,,,
