2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",1,,1,,,,,,,ピーエムキンチャン,Ｃ,牡,3,7,12,27,中山,D,1200,,,×,00,,,稍,7,10,未勝利*,38.8,中団,5,,39.2,38.7,11,23,東京,T,1600,,,,,,,良,15,15,未勝利*,36.2,先行,15,+,49.1,54.3,8,10,新潟,T,1400,,,,,,,稍,17,18,未勝利*,36.3,後方,6,,49.8,47.5,6,28,福島,T,1200,◎,00,◎,03,,,良,7,7,新馬,38.0,後方,初,,45.0,45.2,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",1,,2,,,,,,,トヨサカエ,,牡,3,3,1,25,中山,D,1200,,,△,00,,,良,3,9,未勝利,36.9,差し,初,,48.4,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",2,,3,,,,,,,ガーディアンスター,,牝,3,9,12,14,中山,D,1200,,,,,,,稍,14,13,新馬,40.5,後方,初,,49.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",2,,4,,,,,,,プレシャスノワール,,牝,3,9,12,14,中山,T,1600,,,,,,,稍,13,16,新馬,37.5,後方,初,,50.2,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",3,,5,,,,,,,ドロボーネコ,,牝,3,27,8,9,新潟,T,1200,,,,,,,良,13,9,新馬,36.1,中団,初,,48.6,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",3,B,6,,,,,,,ニシノトマラナイ,新,セ,3,11,11,30,東京,D,1400,,,○,05,,,良,8,7,未勝利*,38.5,中団,2,,46.6,46.3,11,16,東京,D,1400,,,○,07,,,良,5,8,未勝利*,37.7,中団,15,+,48.1,46.8,8,3,中京,D,1800,,,,,,,良,10,6,新馬,43.7,中団,初,,38.9,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",4,,7,,,,,,,ラインジーク,新,牡,3,11,11,30,東京,D,1400,,,◇,,,,良,3,1,未勝利*,37.8,先行,3,,47.4,46.3,11,8,東京,D,1300,○,00,○,12,,,良,2,3,未勝利*,37.4,先行,3,,47.4,47.5,10,18,東京,D,1600,,,,,,,良,4,4,未勝利*,38.2,先行,3,,46.8,48.0,9,27,中山,D,1800,★,03,◎,17,09,,良,3,11,新馬,38.1,差し,初,,52.6,52.1,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",4,,8,,,,,,,ジーティーニッツァ,,牡,3,4,1,17,中山,D,1200,,,,,,,良,4,14,未勝利,38.7,先行,4,,39.7,39.1,12,21,中山,D,1200,,,,,,,不,8,13,未勝利*,38.1,中団,8,,42.1,43.8,10,26,東京,D,1400,,,,,,,不,12,14,未勝利*,39.0,先行,2,,44.8,49.7,10,11,東京,D,1400,,,,,,,稍,11,12,新馬,40.3,先行,初,,41.9,48.1,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",5,B,9,,,,,,,シルバークラフト,,牝,3,9,12,13,中山,D,1800,,,,,,,良,13,10,新馬,44.8,中団,初,,37.6,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",5,,10,,,,,,,ユイノカタリベ,,牡,3,連,2,7,東京,D,1300,,,,,,,良,2,4,未勝利,37.7,差し,8,,48.0,46.4,12,14,中京,D,1400,,,△,04,,,稍,9,9,未勝利*,39.4,中団,3,,42.1,39.8,11,23,東京,D,1300,,,▲,04,,,良,2,3,未勝利*,37.0,差し,3,,50.8,47.3,11,2,東京,D,1400,△,01,○,04,,,重,4,13,未勝利*,37.1,差し,2,,47.6,47.6,10,19,東京,D,1400,▲,00,△,04,,,良,5,7,未勝利*,38.0,中団,8,,47.5,43.1
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",6,,11,,,,,,,ハリエンジュ,,牝,3,7,12,27,中山,D,1200,,,○,17,02,,稍,9,7,新馬,38.0,中団,初,,44.7,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",6,,12,,,,,,,シュヴァルツシルト,,牡,3,9,12,14,中京,D,1400,,,,,,,稍,3,5,未勝利*,39.8,逃げ,2,,38.2,39.8,11,30,東京,D,1600,,,,,,,良,3,3,新馬,38.8,先行,初,,44.0,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",7,,13,,,,,,,フェスティヴニーサ,,牡,3,11,11,29,東京,D,1400,,,▲,01,,,良,12,16,新馬,39.4,中団,初,,44.8,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,15,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1300,良(暫定),16,"Lv3 ",7,,14,,,,,,,ジャックナダル,,牡,3,3,1,25,中山,D,1200,,,,,,,良,2,1,未勝利,38.5,先行,11,+,40.1,39.4,11,9,東京,D,1600,,,,,,,稍,9,4,未勝利*,38.6,中団,3,,45.6,47.4,10,18,新潟,D,1200,,,,,,,良,2,6,新馬,36.9,差し,初,,48.6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
