2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",1,,1,,,,,,,モズジェネラル,,牡,3,2,1,25,京都,D,1400,,,◎,17,17,16,良,4,3,未勝利,37.3,逃げ,7,,52.3,54.0,12,7,阪神,T,1400,,,,,,,良,10,10,未勝利*,35.3,中団,7,,48.4,46.9,10,18,東京,D,1600,◎,06,○,09,,,良,6,2,未勝利*,39.0,先行,2,,44.5,48.0,10,4,京都,D,1400,◎,09,◎,16,,,重,4,6,新馬,37.3,差し,初,,47.1,45.2,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",1,,2,,,,,,,ノリノドラゴン,新,牡,3,13,11,9,京都,D,1400,,,×,03,,,稍,9,7,未勝利*,37.7,後方,3,,48.1,44.7,10,18,京都,D,1400,,,★,03,,,稍,2,7,未勝利*,36.8,追込,2,,49.0,42.7,10,4,京都,D,1400,★,00,△,04,,,重,8,16,新馬,37.5,後方,初,,48.6,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",2,,3,,,,,,,ユイノサダハル,,牡,3,4,1,12,中山,D,1800,,,,,,,良,6,8,未勝利,40.8,中団,3,,43.9,44.9,12,21,中山,D,1800,,,,,,,不,4,8,未勝利*,37.9,差し,6,,50.4,46.8,11,8,福島,D,1700,,,,,,,良,7,10,未勝利*,38.9,中団,4,,47.3,44.8,10,13,東京,T,1800,,,,,,,良,11,12,新馬,35.9,先行,初,,51.7,54.8,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",2,,4,,,,,,,シャープインサイト,,牡,3,11,11,23,京都,D,1400,,,,,,,良,12,8,未勝利*,40.0,中団,2,,40.4,44.5,11,9,京都,D,1400,,,,,,,稍,5,12,新馬,37.2,先行,初,,47.4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",3,,5,,,,,,,レッツエンジョイ,,牡,3,9,12,7,阪神,D,1400,,,,,,,良,5,10,未勝利*,38.7,逃げ,2,,42.6,44.1,11,22,京都,D,1400,,,,,,,良,4,13,新馬,37.9,先行,初,,46.0,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",3,,6,,,,,,,オーパパ,,牡,3,5,1,4,中山,D,1800,,,,,,,稍,11,4,未勝利,44.2,後方,9,,34.7,41.5,11,1,東京,D,1600,,,,,,,不,6,9,未勝利*,37.0,中団,2,,47.1,44.4,10,18,東京,T,1600,,,,,,,良,7,10,新馬,34.7,先行,初,,54.4,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",4,,7,,,,,,,ロンバルドシチー,,牡,3,4,1,11,京都,D,1800,,,◎,17,17,17,良,5,9,未勝利,39.1,先行,3,,49.0,52.4,12,21,中京,D,1800,,,×,02,,,稍,6,6,未勝利*,40.0,中団,15,+,46.1,48.5,9,7,中山,D,1800,◎,09,◎,17,05,,良,6,7,新馬,41.3,先行,初,,43.1,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",4,,8,,,,,,,バケラッタ,,牡,3,2,1,25,京都,D,1800,,,○,17,09,,良,5,7,未勝利,37.8,先行,2,,54.2,54.4,1,12,京都,D,1800,,,◎,17,04,,良,10,6,新馬,37.9,中団,初,,54.0,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",5,,9,,,,,,,シュトルムカイザー,,セ,3,5,1,4,京都,D,1200,,,×,02,,,良,15,14,未勝利,37.4,後方,4,,50.8,47.8,12,6,阪神,D,1200,,,,,,,良,9,16,未勝利*,37.3,後方,3,,49.7,42.9,11,16,福島,D,1700,,,,,,,良,14,11,新馬,42.5,後方,初,,40.6,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",5,,10,,,,,,,ビナハイバン,,牡,3,8,12,14,阪神,D,1400,,,,,,,稍,14,13,未勝利*,41.3,中団,2,,36.3,42.2,11,29,京都,D,1800,,,,,,,良,8,8,新馬,39.8,中団,初,,46.2,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,08,小倉,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1700,良(暫定),16,"Lv3 ",6,,11,,,,,,,イサギ,,牡,3,9,12,6,阪神,D,1200,,,△,07,,,良,7,7,未勝利*,37.8,中団,2,,45.0,42.9,11,23,京都,D,1400,,,▲,05,,,良,7,7,未勝利*,38.6,中団,2,,44.2,44.5,11,8,福島,D,1700,,,,,,,良,5,3,未勝利*,39.8,先行,5,,43.5,44.8,10,4,京都,D,1800,,,,,,,重,4,9,未勝利*,38.1,先行,2,,48.2,48.8,9,21,阪神,T,1800,,,,,,,良,8,5,新馬,34.9,中団,初,,55.2,55.8
