2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",1,B,1,,,,,,,アレキサンダーサン,,牡,3,12,10,19,東京,D,1400,,,,,,,良,12,10,未勝利*,38.7,後方,連,=,48.4,43.1,10,11,東京,D,1400,,,,,,,稍,13,15,新馬,39.4,後方,初,,46.5,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",1,,2,,,,,,,ガクエンテンゴク,,牡,3,3,12,21,中山,D,1200,,,×,03,,,重,4,15,新馬,37.5,差し,初,,44.1,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",2,,3,,,,,,,ケンブリッジルプス,,牡,3,6,11,30,東京,D,1600,,,,,,,良,16,16,新馬,41.4,後方,初,,49.9,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",2,,4,,,,,,,アンプイットアップ,,牡,3,14,10,5,東京,D,1400,,,,,,,良,12,1,未勝利*,40.4,先行,3,,39.9,48.0,9,15,中山,D,1200,,,,,,,良,2,1,新馬,37.7,逃げ,初,,41.8,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",3,,5,,,,,,,タイキプレジール,,牡,3,5,12,7,中山,D,1200,,,,,,,良,7,3,未勝利*,39.3,中団,2,,38.0,37.4,11,23,東京,T,1600,,,,,,,良,10,6,未勝利*,35.6,先行,3,,50.8,54.3,11,1,東京,D,1400,,,,,,,不,5,2,新馬,37.0,先行,初,,47.9,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",3,,6,,,,,,,ゼファーテソーロ,,牡,3,4,12,14,中山,D,1200,,,▲,01,,,稍,3,1,新馬,37.7,先行,初,,44.7,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",4,,7,,,,,,,キッショウダラニ,,牡,3,2,12,28,中山,T,1200,,,△,01,,,良,2,2,未勝利*,35.5,逃げ,3,,44.9,45.2,12,7,中山,T,1200,,,△,02,,,良,2,8,新馬,33.7,差し,初,,56.5,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",4,,8,,,,,,,サンマルフォース,,牡,3,12,10,19,東京,D,1400,,,×,01,,,良,11,9,未勝利*,39.4,中団,連,=,45.0,43.1,10,12,東京,D,1300,,,△,00,,,良,9,12,新馬,37.7,後方,初,,50.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",5,,9,,,,,,,マインセーラ,,牝,3,4,12,14,中山,D,1200,,,,,,,稍,7,11,未勝利*,38.2,中団,3,,42.9,38.4,11,23,東京,D,1300,,,,,,,良,9,16,未勝利*,36.9,後方,2,,53.4,47.3,11,8,東京,D,1300,,,,,,,良,7,14,未勝利*,37.7,後方,2,,50.3,47.5,10,25,東京,D,1400,,,,,,,稍,16,16,新馬,38.9,後方,初,,48.5,48.3,,,,,,,,,,,,,,,,,,,,,
2026,01,11,中山,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1200,良(暫定),16,"Lv3 ",5,,10,,,,,,,ショウナンタヅナ,,牡,3,4,12,13,中山,T,1600,,,★,02,,,良,9,12,未勝利*,35.8,先行,3,,49.4,51.3,11,22,福島,D,1700,,,△,07,,,良,8,7,未勝利*,41.9,先行,8,,39.2,43.7,9,28,中山,D,1800,,,△,03,,,良,7,11,未勝利*,40.0,中団,2,,46.0,46.9,9,14,中山,D,1800,,,◎,11,,,稍,7,3,未勝利*,40.4,中団,3,,44.3,47.4,8,23,新潟,T,1600,,,,,,,良,10,8,新馬,33.8,後方,初,,67.0,65.0
