2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",1,,1,,,,,,,スーパーガール,,牝,3,2,2,7,東京,D,1400,,,,,,,良,4,4,未勝利・牝,38.0,差し,2,,47.9,47.5,1,25,中山,D,1200,,,◎,16,,,良,5,5,未勝利,38.7,中団,4,,40.2,39.4,12,27,中山,D,1200,,,◎,17,,,稍,7,3,未勝利・牝*,39.1,逃げ,3,,37.2,38.8,12,6,中京,D,1400,,,○,13,,,良,3,11,未勝利・牝*,39.0,先行,7,,43.5,43.2,10,19,東京,D,1400,★,00,◎,13,,,良,外,--,未勝利*,----,,5,,,43.1
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",1,,2,,,,,,,メビウスロマンス,,牝,3,3,1,31,東京,D,1400,,,,,,,良,4,1,未勝利・牝,38.2,先行,13,+,46.2,47.1,11,1,東京,D,1400,△,01,,,,,不,2,5,新馬,35.8,先行,初,,52.0,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",2,,3,,,,,,,ギルランダ,,牝,3,13,11,24,東京,T,1600,,,,,,,良,6,6,新馬・牝,33.9,後方,初,,59.0,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",2,,4,,,,,,,ミエスタ,,牝,3,14,11,15,東京,T,1600,,,,,,,良,10,6,新馬・牝,35.2,先行,初,,54.7,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",3,,5,,,,,,,マジェステラ,,牝,3,11,12,7,中京,T,1600,,,◎,10,,,良,13,9,未勝利*,35.5,中団,2,,51.7,52.7,11,23,東京,D,1300,,,,,,,良,6,2,未勝利*,37.5,中団,2,,49.0,47.3,11,8,東京,T,1400,◎,05,○,06,,,良,3,3,新馬,34.3,先行,初,,57.4,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",3,,6,,,,,,,コパノキャメロン,Ｃ,牝,3,21,9,27,中山,D,1200,△,03,▲,05,,,良,4,4,未勝利*,37.7,差し,4,,43.9,43.5,8,31,新潟,D,1800,,,,,,,良,8,4,新馬,39.8,中団,初,,48.5,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",4,,7,,,,,,,ハウスオンファイア,,牝,3,11,12,6,中山,D,1800,,,▲,03,,,良,12,12,未勝利・牝*,43.7,中団,13,+,37.4,44.4,9,7,中山,D,1800,,,,,,,良,15,10,新馬,42.8,後方,初,,42.1,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",4,,8,,,,,,,グラスハーティー,,牝,3,3,2,1,東京,D,1600,,,×,02,,,良,2,5,未勝利・牝,37.9,差し,3,,48.5,45.9,1,12,中山,D,1800,,,,,,,良,5,8,未勝利・牝,39.4,中団,3,,50.0,50.0,12,20,中山,D,1800,,,,,,,良,9,6,未勝利・牝*,41.0,中団,8,,42.1,43.6,10,25,東京,D,1600,,,,,,,稍,7,4,未勝利*,37.1,中団,3,,50.8,51.7,10,5,東京,D,1600,,,,,,,良,4,7,新馬,35.8,追込,初,,59.1,54.8
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",5,,9,,,,,,,イアム,,牝,3,11,12,7,中山,T,1800,,,,,,,良,13,15,未勝利*,34.3,後方,7,,61.5,55.1,10,19,新潟,T,1400,,,,,,,稍,16,18,新馬,35.9,後方,初,,55.3,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",5,,10,,,,,,,タマモチョコチップ,,牝,3,17,10,25,東京,D,1600,,,,,,,稍,12,10,新馬,37.5,後方,初,,50.6,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",6,,11,,,,,,,イヌボウノキラメキ,,牝,3,4,1,24,中山,D,1200,,,,,,,良,5,6,未勝利・牝,38.6,中団,4,,43.3,45.7,12,28,中山,D,1200,,,◎,14,,,良,7,9,未勝利*,38.2,後方,4,,44.0,37.4,11,30,東京,D,1600,,,◇,,,,良,13,4,新馬,39.3,後方,初,,45.9,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",6,,12,,,,,,,ジェイドテソーロ,,牝,3,3,1,31,東京,D,1400,,,○,15,,,良,5,12,未勝利・牝,37.2,中団,11,+,51.2,47.1,11,16,東京,T,1400,,,◎,17,,,良,9,12,未勝利・牝*,35.3,中団,2,,51.6,50.9,11,2,東京,T,1600,◎,04,◎,09,,,良,8,9,未勝利*,36.1,先行,2,,48.6,52.3,10,18,東京,D,1400,◎,08,◎,17,05,,良,7,5,未勝利・牝*,38.1,先行,14,+,47.4,51.2,7,13,福島,T,1800,,,★,02,,,良,6,14,新馬,37.4,逃げ,初,,54.0,58.7
2026,02,21,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",7,,13,,,,,,,オテンバプリンセス,,牝,3,34,6,28,福島,D,1150,,,△,01,,,良,止,2,新馬,----,,初,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
