2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,4,,8,,,,,,,サラサチャチャチャ,,牝,3,3,1,18,中山,D,1800,,,,,,,良,2,10,未勝利・牝,41.0,差し,3,,43.3,42.5,12,28,中山,D,1800,,,,,,,良,8,8,未勝利*,41.1,先行,4,,44.0,46.5,11,29,東京,T,1400,,,,,,,良,11,14,未勝利*,35.1,先行,13,+,51.7,52.1,8,30,新潟,T,1400,,,,,,,良,15,10,新馬,36.0,後方,初,,51.9,49.6,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,5,,9,,,,,,,ダイユウアドバンス,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,5,,10,,,,,,,エアトベーレ,,牝,3,2,1,25,小倉,D,1700,,,,,,,良,2,2,未勝利・牝,38.8,先行,6,,47.7,47.3,12,14,中京,D,1800,,,×,02,,,稍,2,10,未勝利・牝*,38.5,差し,4,,49.6,44.9,11,15,福島,T,2000,,,,,,,良,11,7,新馬,36.5,後方,初,,52.5,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,6,,11,,,,,,,ゼフィリア,,牝,3,10,11,30,東京,D,1600,,,,,,,良,10,7,新馬,38.6,後方,初,,47.3,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,6,,12,,,,,,,モントゥリエ,,牝,3,12,11,15,東京,T,1600,,,,,,,良,13,11,新馬・牝,34.4,後方,初,,59.9,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,7,,13,,,,,,,ティーナ,,牝,3,3,1,18,中山,T,1600,,,,,,,良,13,16,新馬,35.4,後方,初,,54.6,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,7,,14,,,,,,,タートルインメイ,,牝,3,3,1,18,中山,D,1800,,,△,00,,,良,3,9,未勝利・牝,41.5,先行,10,+,42.2,42.5,11,8,東京,D,1600,,,,,,,良,9,4,未勝利・牝*,39.9,中団,2,,43.1,49.5,10,25,東京,D,1600,△,01,,,,,稍,6,14,新馬,37.3,中団,初,,50.1,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,8,,15,,,,,,,ティルベリー,,牝,3,7,12,20,中山,D,1800,,,,,,,良,3,2,未勝利・牝*,39.9,差し,9,,45.0,43.6,10,19,東京,D,1600,,,×,00,,,良,4,1,新馬,37.0,先行,初,,53.0,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,8,,16,,,,,,,タマモシルエット,,牝,3,5,1,4,中山,D,1200,,,,,,,稍,12,6,未勝利・牝,40.2,中団,4,,37.3,36.9,12,6,中山,D,1200,,,,,,,良,7,5,新馬,37.0,中団,初,,50.5,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,1,,1,,,,,,,ドラゴンパッセ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,1,,2,,,,,,,マッドヘッドラブ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,2,,3,,,,,,,ジュンレイ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,2,,4,,,,,,,ジューングレイス,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,3,,5,,,,,,,ウイングラナート,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,3,,6,,,,,,,ペリドットテソーロ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,4,,7,,,,,,,ステラデルークス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,4,,8,,,,,,,ディジョネット,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,5,,9,,,,,,,ウェルックス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,5,,10,,,,,,,ユイノレジスタンス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,6,,11,,,,,,,ブルーコーヴ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,6,,12,,,,,,,ゴールドプレイヤー,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,7,,13,,,,,,,ガイストゼーゲン,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,7,,14,,,,,,,ハルカオル,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,8,,15,,,,,,,フェンリル,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,4,新馬,３歳・新馬(馬齢)(混)[指定],ダート,1600,稍(暫定),16,,8,,16,,,,,,,シャインプレマ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
