2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,1,,1,,,,,,,シュートザムーン,,牡,3,7,12,20,中京,T,2000,,,,,,,稍,16,16,未勝利*,35.9,後方,4,,55.7,50.2,11,24,東京,T,1400,,,,,,,良,10,13,未勝利*,34.0,後方,4,,57.6,54.3,10,26,東京,T,1400,,,,,,,稍,9,14,新馬,34.8,中団,初,,56.9,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,1,,2,,,,,,,センノウィン,,セ,3,16,10,19,東京,T,1800,,,,,,,良,18,18,新馬,36.7,後方,初,,56.4,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,2,,3,,,,,,,マジンタクシー,,牝,3,11,11,23,東京,D,1300,,,,,,,良,10,13,未勝利*,37.6,中団,2,,50.3,47.3,11,8,東京,D,1300,,,,,,,良,8,9,未勝利*,38.7,中団,3,,45.5,47.5,10,19,新潟,D,1200,,,,,,,重,7,10,未勝利*,37.8,中団,14,+,44.4,44.8,7,12,福島,D,1150,,,,,,,良,9,4,新馬,38.7,中団,初,,43.6,41.9,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,2,,4,,,,,,,ナンヨーロイヤル,,牡,3,10,11,29,東京,T,1800,,,◎,00,,,良,10,4,未勝利*,35.2,中団,2,,55.1,56.8,11,15,東京,T,2000,,,,,,,良,9,10,未勝利*,34.9,先行,7,,56.5,59.0,9,28,中山,T,2000,,,,,,,良,13,5,新馬,37.6,中団,初,,48.7,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,3,,5,,,,,,,ジョイグリーン,,セ,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,3,,6,,,,,,,アツンケル,,牝,3,7,12,21,中山,D,1200,,,,,,,重,15,16,新馬,37.8,後方,初,,52.9,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,4,,7,,,,,,,ドレドレ,Ｃ,牝,3,6,12,27,中山,D,1200,,,○,16,,,稍,6,10,未勝利・牝*,36.9,後方,11,+,48.4,38.8,10,13,東京,D,1400,,,▲,10,,,良,6,10,未勝利*,37.9,中団,3,,48.9,47.5,9,20,中山,D,1800,,,○,02,,,重,8,5,未勝利*,42.3,中団,2,,40.3,43.9,9,6,中山,D,1200,,,,,,,稍,7,12,新馬,37.6,後方,初,,46.8,41.8,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,4,,8,,,,,,,ヌクレオチド,,牡,3,3,1,17,中山,D,1200,,,◎,17,03,,良,3,6,未勝利,38.7,先行,10,+,39.1,39.1,11,9,東京,D,1600,◎,06,▲,07,,,稍,10,10,未勝利*,39.8,逃げ,3,,41.1,47.4,10,19,東京,D,1400,◎,05,▲,06,,,良,7,4,未勝利*,38.6,中団,3,,45.6,43.1,9,28,中山,D,1200,×,03,★,05,,,良,8,11,新馬,37.1,後方,初,,51.3,44.1,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,5,,9,,,,,,,ジュピターテソーロ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,5,,10,,,,,,,ベアハンドキャッチ,,牡,3,7,12,20,中山,D,1200,,,,,,,良,5,5,未勝利*,37.7,後方,2,,44.2,39.8,12,7,中山,T,1200,,,○,06,,,良,12,12,新馬,35.7,後方,初,,49.7,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,6,,11,,,,,,,オセアフェアモント,,牡,3,8,12,13,中山,D,1800,,,▲,00,,,良,11,6,未勝利*,43.0,中団,9,,39.9,49.6,10,12,東京,T,2000,,,,,,,良,10,7,新馬,35.3,後方,初,,55.7,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,6,,12,,,,,,,カンノンミッキー,,牡,3,4,1,12,中山,D,1200,,,,,,,良,4,12,新馬,38.0,差し,初,,46.3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,7,,13,,,,,,,マランドロ,,牡,3,6,12,28,中山,D,1800,,,,,,,良,16,11,未勝利*,46.3,後方,27,+,34.9,46.5,6,22,東京,T,1600,,,,,,,良,16,16,新馬,37.8,後方,初,,46.3,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,7,,14,,,,,,,ロザヴィータ,,牝,3,7,12,21,中山,D,1200,,,▲,08,,,重,7,12,新馬,37.5,中団,初,,47.1,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,8,,15,,,,,,,ウェスケンジントン,,牡,3,13,11,9,東京,T,1400,,,,,,,良,8,18,未勝利*,34.2,後方,2,,55.9,50.6,10,26,東京,T,1400,,,△,03,,,稍,11,11,新馬,35.5,中団,初,,53.5,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,1,未勝利,３歳・未勝利(馬齢)[指定],ダート,1400,稍(暫定),16,,8,,16,,,,,,,レピュニット,,牡,3,7,12,21,中山,D,1800,,,,,,,不,7,2,未勝利*,39.2,中団,3,,46.2,46.8,11,30,東京,D,1400,,,,,,,良,2,2,未勝利*,37.6,差し,3,,48.3,46.3,11,8,東京,T,1400,,,,,,,良,2,4,新馬,34.2,先行,初,,57.7,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,1,,1,,,,,,,ユイアンゴロー,,牡,3,12,11,15,東京,T,2000,,,,,,,良,13,13,未勝利*,35.4,先行,2,,55.2,59.0,11,2,東京,T,1800,,,,,,,良,5,9,未勝利*,35.3,中団,2,,53.4,53.1,10,19,東京,T,1800,○,04,,,,,良,14,14,新馬,34.5,中団,初,,61.4,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,2,B,2,,,,,,,バッハ,,牡,3,9,12,7,中山,D,1800,,,,,,,良,9,5,新馬,39.5,後方,初,,50.6,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,3,,3,,,,,,,モロノカガヤキ,,牡,3,3,1,17,中山,D,1800,,,,,,,良,3,4,新馬,39.5,差し,初,,48.1,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,4,,4,,,,,,,オンザギャラクシー,,牡,3,4,1,10,中山,T,2000,,,,,,,良,9,12,新馬,36.2,中団,初,,54.3,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,4,,5,,,,,,,タケルムサシ,,牡,3,9,12,7,中京,D,1800,,,,,,,良,6,11,未勝利*,38.6,後方,3,,50.1,51.3,11,15,東京,D,1600,,,△,02,,,良,8,6,未勝利*,38.8,中団,3,,46.6,46.6,10,25,東京,D,1600,▲,02,,,,,稍,9,3,新馬,36.9,後方,初,,52.6,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,5,,6,,,,,,,ブラックパロット,,牡,3,3,1,17,中山,D,1800,,,,,,,良,5,4,未勝利,40.3,後方,9,,46.4,45.8,11,15,東京,D,1600,,,,,,,良,9,2,未勝利*,38.7,中団,6,,47.2,46.6,10,4,東京,T,1800,△,00,,,,,良,10,6,新馬,34.2,中団,初,,59.8,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,5,,7,,,,,,,ブルースパーダ,,牡,3,14,11,1,東京,D,1600,,,,,,,不,9,13,未勝利*,38.0,中団,3,,44.3,44.4,10,11,東京,D,1600,,,,,,,稍,8,10,新馬,39.4,中団,初,,44.4,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,6,,8,,,,,,,コスモラムバック,,牡,3,5,1,4,中山,D,1800,,,▲,01,,,稍,8,10,未勝利,41.1,後方,3,,43.2,41.5,12,14,中山,T,2000,,,,,,,稍,9,17,未勝利*,37.5,中団,12,+,50.3,51.6,9,20,中山,T,2000,,,,,,,良,14,13,未勝利*,35.4,後方,2,,57.1,56.9,9,7,中山,T,2000,,,,,,,良,9,9,未勝利*,34.9,後方,2,,61.9,63.5,8,24,新潟,T,2000,,,,,,,良,13,9,新馬,38.9,後方,初,,48.2,52.2
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,6,,9,,,,,,,ボンボンベイビー,,牡,3,2,1,25,京都,D,1900,,,△,13,,,良,9,7,未勝利,38.8,中団,2,,50.8,49.8,1,10,京都,T,2400,,,,,,,良,8,7,未勝利,36.8,先行,12,+,51.1,54.5,10,19,京都,T,1800,,,,,,,良,5,4,未勝利*,34.6,先行,連,=,55.6,53.9,10,12,京都,T,2000,,,,,,,良,8,3,新馬,34.6,中団,初,,57.8,53.4,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,7,,10,,,,,,,ロイヤルドリーム,,牡,3,2,1,25,中山,D,1800,,,,,,,良,14,10,新馬,41.9,後方,初,,46.3,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,7,,11,,,,,,,ジーティーブラック,,牡,3,3,1,17,中山,D,1800,,,×,00,,,良,5,5,新馬,38.9,中団,初,,50.6,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,8,,12,,,,,,,リーピングサイン,,牝,3,2,1,25,中山,D,1800,,,,,,,良,5,5,未勝利・牝,41.0,後方,5,,46.5,45.6,12,21,中山,T,1800,,,,,,,重,13,8,未勝利・牝*,35.8,後方,10,+,59.2,60.3,10,12,東京,T,2000,,,,,,,良,6,9,新馬,34.3,後方,初,,58.8,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,2,未勝利,３歳・未勝利(馬齢)[指定],ダート,2100,稍(暫定),13,,8,,13,,,,,,,キョウエイアート,,牡,3,2,1,24,中山,D,1800,,,,,,,良,11,13,未勝利,40.2,後方,2,,46.5,46.1,1,11,中山,D,1800,,,,,,,良,13,12,新馬,40.9,後方,初,,46.6,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,1,,1,,,,,,,コスモカノーネ,,牝,3,2,1,25,中山,T,2000,,,,,,,良,4,12,新馬,34.7,先行,初,,60.2,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,1,,2,,,,,,,スティルアイライズ,,牝,3,6,12,28,中山,T,1200,,,,,,,良,16,11,未勝利*,35.7,後方,10,+,50.6,45.2,10,18,東京,T,1400,,,,,,,良,18,8,新馬・牝,34.0,後方,初,,64.0,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,2,,3,,,,,,,カラクリスピリッツ,,牝,3,19,9,27,中山,D,1800,,,,,,,良,11,14,新馬,40.4,中団,初,,47.5,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,2,,4,,,,,,,ホテルストリート,,牝,3,14,11,2,東京,D,1400,,,,,,,重,8,6,未勝利*,36.7,後方,2,,51.2,47.6,10,18,東京,T,1400,,,,,,,良,11,5,新馬・牝,34.3,中団,初,,59.5,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,3,,5,,,,,,,セントポールヒロ,,牝,3,11,11,24,東京,D,1600,,,,,,,良,9,14,未勝利*,39.0,中団,連,=,44.8,46.7,11,15,福島,D,1700,,,,,,,良,11,15,未勝利*,39.9,後方,10,+,46.7,50.8,9,7,中山,D,1800,,,,,,,良,14,16,新馬,44.1,中団,初,,37.8,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,3,,6,,,,,,,グラスベリー,,牝,3,9,12,6,中山,D,1800,,,◎,17,10,,良,10,11,未勝利・牝*,41.5,後方,3,,43.1,44.4,11,16,福島,D,1700,,,○,17,06,,良,11,12,新馬,40.6,後方,初,,45.3,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,10,東京,3,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1600,稍(暫定),16,,4,,7,,,,,,,キタノエピックアン,,牝,3,2,1,25,中山,D,1800,,,○,06,,,良,2,10,未勝利・牝,40.1,先行,4,,47.9,45.6,12,28,中山,D,1800,,,,,,,良,6,15,新馬,41.6,中団,初,,43.1,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
