2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",1,,1,,,,,,,イッツソーブライト,,牡,3,3,12,27,中山,D,1200,,,,,,,稍,15,15,未勝利*,40.2,後方,3,,37.1,38.7,12,7,中山,D,1200,,,,,,,良,6,6,１勝ｸﾗｽ*,39.2,後方,連,=,42.1,48.6,11,29,東京,D,1400,,,,,,,良,14,15,新馬,38.9,後方,初,,47.9,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",1,,2,,,,,,,キタノトゥシャイン,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",2,,3,,,,,,,プラチナムディスク,,牝,3,2,1,4,中山,D,1200,,,,,,,稍,2,7,未勝利・牝,38.4,差し,3,,40.1,36.9,12,14,中山,D,1200,,,,,,,稍,7,4,新馬,38.3,中団,初,,44.5,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",2,,4,,,,,,,ヘイマー,,牡,3,5,12,13,中山,T,1600,,,○,06,,,良,8,14,未勝利*,35.1,中団,3,,52.4,51.3,11,24,東京,T,1400,,,,,,,良,14,10,未勝利*,34.0,後方,3,,58.1,54.3,11,1,東京,T,1400,,,,,,,稍,6,10,未勝利*,33.6,後方,3,,62.9,59.2,10,13,東京,D,1400,,,,,,,良,11,9,未勝利*,40.1,中団,17,+,43.9,47.5,6,15,東京,T,1600,,,,,,,稍,7,6,新馬,37.9,先行,初,,46.7,55.0
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",3,,5,,,,,,,グレイシエーション,,牝,3,11,11,2,東京,T,1600,◇,,◇,,,,良,6,4,新馬・牝,35.2,逃げ,初,,50.9,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",3,,6,,,,,,,モーゲンセン,,牡,3,3,12,28,中山,D,1200,,,,,,,良,3,3,未勝利*,39.0,差し,12,+,38.7,37.4,10,5,東京,D,1400,◎,06,○,07,,,良,8,9,未勝利*,39.1,中団,3,,43.6,48.0,9,15,中山,D,1200,△,00,▲,00,,,良,5,5,新馬,38.5,中団,初,,41.4,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",4,,7,,,,,,,ツクバヴァンガード,新,牡,3,16,9,28,中山,D,1200,,,,,,,良,3,7,新馬,38.0,先行,初,,42.9,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",4,,8,,,,,,,アルクノワール,,牝,3,4,12,21,中山,T,1600,,,★,01,,,重,13,14,未勝利*,37.9,後方,11,+,44.4,46.4,10,4,東京,T,1800,▲,01,▲,02,,,良,15,8,新馬,36.1,中団,初,,53.2,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",5,,9,,,,,,,ロット,,牝,3,5,12,13,中山,T,1600,,,,,,,良,11,9,未勝利*,35.3,後方,7,,52.2,51.3,10,26,東京,T,1600,△,02,△,04,,,稍,3,6,未勝利*,35.7,先行,3,,50.7,46.4,10,5,東京,T,1400,◎,07,◎,11,,,良,10,10,未勝利*,34.4,中団,3,,54.9,51.4,9,13,中山,T,1600,○,01,,,,,稍,7,10,未勝利*,34.9,中団,3,,54.5,53.3,8,23,新潟,T,2000,◎,03,◎,07,,,良,5,6,未勝利*,36.5,後方,2,,54.9,54.1
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",5,,10,,,,,,,マーガレットクレア,,牝,3,3,12,27,中山,D,1200,,,,,,,稍,4,9,未勝利*,37.8,差し,9,,43.1,38.7,10,25,東京,D,1600,,,,,,,稍,9,9,未勝利*,37.5,中団,3,,49.8,51.7,10,5,東京,D,1600,,,,,,,良,6,6,新馬,37.4,中団,初,,54.0,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",6,,11,,,,,,,リナシタ,,牝,3,6,12,7,中山,T,1200,,,,,,,良,3,2,新馬,34.9,逃げ,初,,49.7,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",6,,12,,,,,,,クリオロゴールド,,牡,3,3,12,28,中山,T,1200,,,,,,,良,3,3,未勝利*,35.2,差し,4,,46.9,45.2,11,29,東京,T,1600,,,,,,,良,3,6,新馬,34.3,先行,初,,57.2,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",7,,13,,,,,,,ネオアカジョウ,,牡,3,14,10,11,東京,D,1400,,,,,,,稍,16,10,新馬,41.8,先行,初,,38.6,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",7,B,14,,,,,,,ポルタシャーンス,新,牝,3,4,12,20,中山,D,1200,,,,,,,良,10,14,未勝利*,39.6,先行,5,,37.4,39.8,11,16,福島,D,1150,,,,,,,良,10,16,未勝利*,39.0,中団,6,,42.3,43.2,10,4,京都,D,1400,,,×,01,,,重,14,14,新馬,39.8,中団,初,,41.4,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",8,,15,,,,,,,ジャンプストリート,,牡,3,12,10,26,東京,T,1600,,,,,,,稍,8,8,未勝利*,36.6,先行,2,,48.2,46.4,10,11,東京,T,1600,,,,,,,良,12,14,新馬,34.1,後方,初,,61.6,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,1,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1200,良(暫定),16,"Lv2 ",8,,16,,,,,,,ステキサプライズ,,牡,3,4,12,21,中山,T,1600,,,,,,,重,14,10,未勝利*,39.1,先行,12,+,40.5,46.4,9,28,中山,T,1200,,,,,,,良,9,9,未勝利*,33.6,後方,12,+,58.3,50.3,7,5,福島,T,1200,,,,,,,稍,止,7,新馬,----,,初,,,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,01,18,中山,2,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,良(暫定),16,"Lv2 ",1,,1,,,,,,,イサチルクイーン,,牝,3,2,1,5,中山,D,1800,,,,,,,稍,2,2,未勝利・牝,41.2,逃げ,4,,42.2,43.6,12,6,中山,D,1800,,,△,01,,,良,3,7,未勝利・牝*,39.9,差し,10,+,46.1,44.4,9,27,中山,D,1800,▲,05,×,05,,,良,6,13,新馬,39.1,中団,初,,50.4,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
