2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",1,,1,,,,,,,マドンナアスク,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",1,,2,,,,,,,キタノオンザバス,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",2,,3,,,,,,,スウェーバック,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",2,,4,,,,,,,ジャメビュ,,牝,3,4,1,10,中山,D,1200,,,,,,,良,5,7,未勝利・牝,37.9,後方,2,,44.7,40.6,12,27,中山,D,1200,,,,,,,稍,4,6,未勝利・牝*,38.1,差し,3,,41.6,38.8,12,7,中山,D,1200,,,,,,,良,5,5,１勝ｸﾗｽ*,36.3,後方,11,+,51.1,48.6,9,21,中山,T,1600,,,▲,01,,,良,13,15,未勝利・牝*,35.9,後方,2,,50.1,48.3,9,6,中山,T,1200,▲,01,○,04,,,良,14,9,新馬,34.1,後方,初,,60.9,48.8
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",3,,5,,,,,,,ノーブルティアラ,,牝,3,12,11,16,福島,D,1150,,,◎,15,,,良,9,13,未勝利*,39.3,中団,5,,39.9,43.2,10,11,東京,D,1600,,,,,,,稍,13,11,新馬,43.0,逃げ,初,,36.0,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",3,,6,,,,,,,スーパーガール,,牝,3,2,1,25,中山,D,1200,,,◎,16,,,良,5,5,未勝利,38.7,中団,4,,40.2,39.4,12,27,中山,D,1200,,,◎,17,,,稍,7,3,未勝利・牝*,39.1,逃げ,3,,37.2,38.8,12,6,中京,D,1400,,,○,13,,,良,3,11,未勝利・牝*,39.0,先行,7,,43.5,43.2,10,19,東京,D,1400,★,00,◎,13,,,良,外,--,未勝利*,----,,5,,,43.1,9,13,中山,D,1800,,,◎,15,,,不,8,1,未勝利・牝*,41.4,先行,4,,40.6,45.2
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",4,,7,,,,,,,ルージュリヴィエラ,,牝,3,10,11,29,東京,D,1400,,,○,02,,,良,2,4,新馬,37.0,追込,初,,51.4,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",4,,8,,,,,,,ファーストシーン,,牝,3,7,12,20,中山,T,2000,,,○,04,,,良,16,15,新馬,37.1,後方,初,,52.6,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",5,,9,,,,,,,エイシンウィゾール,,牝,3,12,11,15,福島,T,1200,,,◎,11,,,良,13,4,未勝利*,35.6,後方,11,+,47.2,44.1,8,31,新潟,T,1400,△,01,△,02,,,良,6,7,未勝利*,37.0,逃げ,5,,43.9,45.9,7,26,新潟,T,1600,,,,,,,良,8,6,新馬・牝,34.4,先行,初,,56.6,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",5,,10,,,,,,,コスモエレジー,,牝,3,8,12,14,中山,T,1600,,,◎,16,,,稍,15,13,新馬,39.1,後方,初,,45.4,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",6,,11,,,,,,,チームユートピア,,牝,3,8,12,13,中山,D,1800,,,,,,,良,6,8,新馬,41.4,先行,初,,43.5,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",6,,12,,,,,,,ハングローズ,,牝,3,4,1,12,中山,D,1800,,,○,07,,,良,3,4,未勝利・牝,40.0,逃げ,2,,47.3,50.0,12,27,中山,D,1800,,,◎,15,,,稍,5,7,未勝利*,39.1,中団,14,+,48.2,48.8,9,21,中山,T,1600,▲,00,○,11,,,良,6,5,未勝利・牝*,35.2,中団,8,,51.1,48.3,7,27,新潟,T,1600,,,▲,00,,,良,6,6,新馬,33.0,後方,初,,67.5,66.5,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",7,,13,,,,,,,ライヴマルガリータ,,牝,3,3,1,17,中山,D,1800,,,○,09,,,良,4,12,未勝利,40.2,差し,連,=,46.3,45.8,1,11,中山,D,1800,,,◎,08,,,良,10,9,未勝利・牝,40.7,後方,4,,46.8,49.1,12,13,中山,T,1600,,,◎,08,,,良,10,11,未勝利*,35.9,中団,18,+,49.3,51.3,8,10,新潟,T,1400,◎,11,▲,11,,,稍,14,10,未勝利*,37.1,先行,3,,44.8,47.5,7,20,福島,D,1150,◎,04,◎,11,,,良,5,1,未勝利*,38.7,先行,2,,40.8,44.1
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",7,,14,,,,,,,リワードシュテルン,,牝,3,12,11,15,東京,D,1400,,,,,,,良,3,6,未勝利・牝*,37.0,追込,9,,50.5,46.5,9,13,中山,D,1800,,,,,,,不,6,6,未勝利・牝*,40.2,中団,12,+,44.3,45.2,6,21,東京,D,1400,,,,,,,良,10,12,新馬,37.6,後方,初,,50.3,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",8,,15,,,,,,,スイープセレニティ,,牝,3,12,11,16,東京,T,1400,,,,,,,良,3,1,未勝利・牝*,34.9,差し,8,,52.1,50.9,9,20,中山,T,1600,◇,,◇,,,,良,3,1,新馬,34.8,逃げ,初,,53.8,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1400,良(暫定),16,"Lv2 ",8,,16,,,,,,,イヌボウノヒカリ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",1,B,1,,,,,,,アヴァランチ,,牡,3,10,11,29,東京,D,1600,,,,,,,良,8,8,未勝利*,38.9,中団,3,,45.9,46.9,11,8,東京,D,1300,,,,,,,良,3,8,新馬,36.9,差し,初,,53.4,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",1,B,2,,,,,,,フローズンブーケ,,牝,3,11,11,23,東京,D,1600,,,◎,06,,,良,12,7,新馬,38.7,中団,初,,47.4,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",2,,3,,,,,,,タイキプレジール,,牡,3,4,1,11,中山,D,1200,,,×,03,,,良,5,5,未勝利,38.8,先行,5,,43.6,44.0,12,7,中山,D,1200,,,,,,,良,7,3,未勝利*,39.3,中団,2,,38.0,37.4,11,23,東京,T,1600,,,,,,,良,10,6,未勝利*,35.6,先行,3,,50.8,54.3,11,1,東京,D,1400,,,,,,,不,5,2,新馬,37.0,先行,初,,47.9,49.6,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",2,,4,,,,,,,シルバーアックス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",3,,5,,,,,,,ピコレーヴ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",3,,6,,,,,,,アジュアカレンツ,,牝,3,9,12,6,中京,D,1400,,,▲,12,,,良,6,6,未勝利・牝*,39.2,先行,7,,43.0,43.2,10,19,東京,D,1600,◎,07,▲,12,,,良,9,4,新馬,37.6,後方,初,,52.4,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",4,,7,,,,,,,ユイノカタリベ,,牡,3,8,12,14,中京,D,1400,,,△,04,,,稍,9,9,未勝利*,39.4,中団,3,,42.1,39.8,11,23,東京,D,1300,,,▲,04,,,良,2,3,未勝利*,37.0,差し,3,,50.8,47.3,11,2,東京,D,1400,△,01,○,04,,,重,4,13,未勝利*,37.1,差し,2,,47.6,47.6,10,19,東京,D,1400,▲,00,△,04,,,良,5,7,未勝利*,38.0,中団,8,,47.5,43.1,8,23,札幌,T,1800,◎,09,○,09,,,稍,8,7,未勝利*,42.9,後方,2,,35.7,48.9
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",4,,8,,,,,,,ジャスフォール,,牡,3,8,12,14,中山,T,1200,,,○,12,,,良,14,3,未勝利*,36.4,中団,7,,47.3,48.0,10,26,新潟,T,1400,▲,01,○,06,,,良,9,1,未勝利*,37.0,先行,3,,45.5,46.4,10,4,東京,T,1400,★,00,×,00,,,良,2,4,新馬,33.5,差し,初,,62.6,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",5,B,9,,,,,,,エンカウンターベイ,,牝,3,4,1,10,中山,D,1200,,,★,02,,,良,4,10,未勝利,38.1,先行,4,,44.2,46.5,12,14,中山,T,1200,,,,,,,良,11,8,未勝利*,36.5,先行,13,+,45.3,48.0,9,14,中山,T,1200,,,,,,,良,8,3,未勝利*,35.2,先行,13,+,47.4,48.8,6,14,東京,T,1400,,,,,,,良,8,8,新馬,36.8,先行,初,,47.4,52.0,,,,,,,,,,,,,,,,,,,,,
2026,02,07,東京,2,未勝利,３歳・未勝利(馬齢)(混)[指定],ダート,1300,良(暫定),16,"Lv3 ",5,,10,,,,,,,フローライト,,牝,3,8,12,13,中山,D,1200,,,△,03,,,良,3,4,未勝利・牝*,39.1,差し,2,,40.0,37.5,11,29,東京,D,1400,,,◇,,,,良,6,2,新馬,38.2,中団,初,,46.6,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
