2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",1,,1,,,,,,,バイアブランカ,,牝,3,4,2,1,東京,D,1600,,,○,11,,,良,5,7,未勝利・牝,38.4,中団,初,,46.9,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",1,,2,,,,,,,ビレッジルイーザ,,牝,3,5,1,25,小倉,T,2000,,,,,,,良,10,11,未勝利,36.0,先行,5,,50.6,53.5,12,21,中山,T,1800,,,,,,,重,6,10,未勝利・牝*,34.8,中団,6,,61.8,60.3,11,8,東京,T,2000,,,,,,,良,9,8,未勝利*,33.7,後方,2,,63.3,65.0,10,26,東京,T,2000,,,,,,,稍,4,8,未勝利*,36.1,追込,5,,51.9,50.9,9,20,中山,T,2000,,,,,,,良,9,11,未勝利*,35.1,後方,13,+,57.6,56.9
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",2,,3,,,,,,,シラカワゴウ,,牝,3,19,10,19,東京,T,1800,×,00,,,,,良,16,13,新馬,35.3,中団,初,,58.5,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",2,,4,,,,,,,トレンドラド,,牝,3,2,2,15,東京,D,1600,,,,,,,良,15,6,新馬,39.3,後方,初,,47.7,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",3,,5,,,,,,,ドロボーネコ,,牝,3,2,2,15,東京,D,1300,,,×,00,,,良,11,10,未勝利,38.4,中団,27,+,46.0,48.2,8,9,新潟,T,1200,,,,,,,良,13,9,新馬,36.1,中団,初,,48.6,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",3,,6,,,,,,,サラサチャチャチャ,,牝,3,3,2,10,東京,D,1600,,,,,,,稍,2,5,未勝利・牝,37.8,差し,3,,48.7,46.6,1,18,中山,D,1800,,,,,,,良,2,10,未勝利・牝,41.0,差し,3,,43.3,42.5,12,28,中山,D,1800,,,,,,,良,8,8,未勝利*,41.1,先行,4,,44.0,46.5,11,29,東京,T,1400,,,,,,,良,11,14,未勝利*,35.1,先行,13,+,51.7,52.1,8,30,新潟,T,1400,,,,,,,良,15,10,新馬,36.0,後方,初,,51.9,49.6
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",4,,7,,,,,,,イデアクリスタル,,牝,3,4,2,1,東京,D,1600,,,,,,,良,4,6,未勝利・牝,37.2,追込,3,,51.6,45.9,1,11,中山,D,1800,,,×,01,,,良,6,3,未勝利・牝,40.5,中団,2,,46.8,49.1,12,28,中山,D,1800,,,,,,,良,2,4,未勝利*,39.4,ﾏｸﾘ,3,,48.5,46.5,12,6,中山,D,1800,,,,,,,良,4,8,未勝利・牝*,39.5,追込,3,,47.8,44.4,11,16,東京,T,1600,,,,,,,良,7,7,新馬,34.6,後方,初,,56.8,51.8
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",4,,8,,,,,,,ロジマギー,,牝,3,8,1,4,中山,T,2000,,,,,,,良,5,3,新馬,35.7,先行,初,,56.2,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",5,,9,,,,,,,フライスカイハイ,,牝,3,12,12,6,中山,D,1800,,,,,,,良,13,9,未勝利・牝*,44.2,逃げ,8,,36.1,44.4,10,13,東京,D,1600,,,,,,,良,10,6,未勝利・牝*,40.9,後方,4,,41.0,40.4,9,13,中山,D,1800,,,,,,,不,3,7,未勝利・牝*,39.8,追込,連,=,45.1,45.2,9,7,中山,D,1800,,,,,,,良,8,8,新馬,41.2,中団,初,,43.7,44.7,,,,,,,,,,,,,,,,,,,,,
2026,03,01,中山,1,未勝利・牝,３歳・未勝利(馬齢)(牝)[指定],ダート,1800,稍(暫定),16,"Lv2 ",5,,10,,,,,,,ダイユウアドバンス,,牝,3,3,2,10,東京,D,1600,,,,,,,稍,10,14,未勝利・牝,38.5,後方,初,,48.0,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
