場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
札幌,1,1,ジャストグレース,ホッコータルマエ,484.0,1436.0,1620.0,1329.0,1511.0,-5.0,1178.0,,7553.0,7.0
札幌,1,2,リベンジャー,シニスターミニスター,398.0,2541.0,6646.0,2818.0,4029.0,5699.0,1847.0,,23978.0,1.0
札幌,1,3,クルビデンス,アメリカンペイトリオット,-277.0,-1521.0,-1683.0,-1602.0,-622.0,829.0,,,-4876.0,14.0
札幌,1,4,マーゴットデウス,ドレフォン,453.0,1595.0,5315.0,2869.0,1879.0,3246.0,2395.0,,17752.0,2.0
札幌,1,5,メイショウシンガン,ニューイヤーズデイ,-388.0,190.0,643.0,-135.0,261.0,630.0,,,1201.0,10.0
札幌,1,6,フレンチブラッサム,ホッコータルマエ,484.0,1436.0,1620.0,1329.0,1511.0,-5.0,,,6375.0,9.0
札幌,1,7,ショウナンタヅナ,ドレフォン,453.0,1595.0,5315.0,2869.0,1879.0,3246.0,,,15357.0,4.0
札幌,1,8,ニットウエース,モズアスコット,499.0,3811.0,3010.0,2625.0,3044.0,1792.0,-1692.0,,13089.0,6.0
札幌,1,9,ロードクローザー,ナダル,-763.0,-99.0,1069.0,-1027.0,1034.0,-791.0,1253.0,,676.0,11.0
札幌,1,10,アンタレス,キズナ,-88.0,2090.0,-72.0,1369.0,2590.0,1509.0,-374.0,,7024.0,8.0
札幌,1,11,ゴーントゥファー,ドレフォン,453.0,1595.0,5315.0,2869.0,1879.0,3246.0,,,15357.0,4.0
札幌,1,12,サンオブザサン,タニノフランケル,,130.0,-319.0,,-414.0,-543.0,,,-1146.0,12.0
札幌,1,13,フェンリル,ドレフォン,453.0,1595.0,5315.0,2869.0,1879.0,3246.0,2395.0,,17752.0,2.0
札幌,1,14,ワンダーゾルダート,ゴールドドリーム,236.0,-1742.0,-1839.0,-984.0,534.0,-277.0,,,-4072.0,13.0
札幌,2,1,マイネルラビリンス,ダノンバラード,609.0,-367.0,224.0,524.0,608.0,-594.0,,,1004.0,2.0
札幌,2,2,オンザボー,コントレイル,118.0,-394.0,131.0,-321.0,-419.0,-620.0,,,-1505.0,4.0
札幌,2,3,イッペイ,エフフォーリア,,,,,,,,,,
札幌,2,4,マイネルサリーレ,ゴールドシップ,-36.0,-923.0,-664.0,-1112.0,-19.0,-1154.0,,,-3908.0,5.0
札幌,2,5,ローザベッラ,エフフォーリア,,,,,,,,,,
札幌,2,6,カリスマン,フィエールマン,164.0,471.0,2095.0,-94.0,876.0,1515.0,,,5027.0,1.0
札幌,2,7,ラヴァンドローリエ,ダノンスマッシュ,-472.0,-1092.0,-731.0,-1598.0,-1120.0,-1181.0,,,-6194.0,6.0
札幌,2,8,ルージュロマーナ,ウィルテイクチャージ,,,,,-86.0,-141.0,,,-227.0,3.0
札幌,2,9,レゾンフォルテ,エフフォーリア,,,,,,,,,,
札幌,2,10,タクミオジュウ,オジュウチョウサン,,,,,,,,,,
札幌,3,1,ナブッコ,モーリス,-184.0,-707.0,-2595.0,-1490.0,-2479.0,-4301.0,,,-11756.0,12.0
札幌,3,2,フェアリーキャット,ディスクリートキャット,-122.0,657.0,958.0,51.0,2587.0,2361.0,2208.0,,8700.0,5.0
札幌,3,3,ソルトアイリス,アドマイヤマーズ,-655.0,-1760.0,1725.0,24.0,-1623.0,-480.0,465.0,,-2304.0,10.0
札幌,3,4,トルークマクト,ドレフォン,453.0,1595.0,5315.0,2869.0,2469.0,3246.0,,,15947.0,2.0
札幌,3,5,シルフ,ルヴァンスレーヴ,954.0,-185.0,9332.0,8529.0,2153.0,8101.0,2073.0,,30957.0,1.0
札幌,3,6,アニマレイ,ニューイヤーズデイ,-388.0,190.0,643.0,-135.0,1193.0,630.0,-231.0,,1902.0,7.0
札幌,3,7,デルマハルナ,ディーマジェスティ,-145.0,1859.0,1746.0,1911.0,560.0,984.0,,,6915.0,6.0
札幌,3,8,ダイユウサルターレ,サートゥルナーリア,-184.0,-10.0,-2606.0,-3016.0,685.0,-2661.0,-395.0,,-8187.0,11.0
札幌,3,9,サンライズロイ,フォーウィールドライブ,373.0,2466.0,1931.0,896.0,3272.0,67.0,,,9005.0,4.0
札幌,3,10,フェイスリフト,フォーウィールドライブ,373.0,2466.0,1931.0,896.0,3272.0,67.0,1319.0,,10324.0,3.0
札幌,3,11,メイワキラリ,ミスターメロディ,-311.0,2.0,-949.0,1134.0,691.0,58.0,,,625.0,8.0
札幌,3,12,ツクバヴァンガード,リーチザクラウン,-55.0,-304.0,-312.0,28.0,-52.0,49.0,-89.0,,-735.0,9.0
札幌,4,1,ザンテソーロ,オルフェーヴル,52.0,1462.0,-133.0,686.0,331.0,614.0,,,3012.0,3.0
札幌,4,2,シエルブリエ,アルアイン,-696.0,-1478.0,-1679.0,-2430.0,-63.0,-660.0,-1144.0,,-8150.0,12.0
札幌,4,3,ポップアップ,ロジャーバローズ,-80.0,-1022.0,-2477.0,-9.0,-572.0,-2860.0,,,-7020.0,11.0
札幌,4,4,ロードステラート,キタサンブラック,916.0,122.0,-104.0,-143.0,157.0,1362.0,,,2310.0,4.0
札幌,4,5,ガビーズメロディ,ミスターメロディ,-311.0,2.0,-949.0,1134.0,-236.0,58.0,-992.0,,-1294.0,7.0
札幌,4,6,ウインガネーシャ,ゴールドドリーム,236.0,-1742.0,-1839.0,-984.0,,-277.0,,,-4606.0,9.0
札幌,4,7,コイバナ,モズアスコット,499.0,3811.0,3010.0,2625.0,-236.0,1792.0,-1692.0,,9809.0,2.0
札幌,4,8,ワイルドカイザー,レイデオロ,-70.0,2847.0,-1287.0,-699.0,208.0,-234.0,151.0,,916.0,6.0
札幌,4,9,ブラックパロット,アドマイヤマーズ,-655.0,-1760.0,1725.0,24.0,283.0,-480.0,-1385.0,,-2248.0,8.0
札幌,4,10,ブロント,ブラックタイド,-293.0,351.0,1095.0,295.0,-397.0,384.0,,,1435.0,5.0
札幌,4,11,ウインモンクール,ルヴァンスレーヴ,954.0,-185.0,9332.0,8529.0,694.0,8101.0,,,27425.0,1.0
札幌,4,12,モロノカガヤキ,ゴールドドリーム,236.0,-1742.0,-1839.0,-984.0,,-277.0,-1374.0,,-5980.0,10.0
札幌,5,1,パーフェクトゲーム,リアルスティール,351.0,438.0,1603.0,211.0,967.0,1651.0,,,5221.0,3.0
札幌,5,2,スピリッツ,モーリス,-184.0,273.0,-1842.0,137.0,-2479.0,-4301.0,,,-8396.0,12.0
札幌,5,3,フレンドミラノ,イスラボニータ,-551.0,302.0,2755.0,1925.0,2310.0,2721.0,,,9462.0,1.0
札幌,5,4,ディンクスマッシュ,ダノンスマッシュ,-472.0,-140.0,-731.0,-1598.0,-677.0,-1181.0,,,-4799.0,9.0
札幌,5,5,ジオパークカツキ,ビッグアーサー,-65.0,74.0,1036.0,-53.0,-260.0,286.0,,,1018.0,5.0
札幌,5,6,ハミングリップス,タワーオブロンドン,-68.0,-1702.0,-1035.0,-110.0,-1986.0,-1795.0,,,-6696.0,10.0
札幌,5,7,キャンドル,デクラレーションオブウォー,207.0,156.0,1254.0,165.0,554.0,1075.0,,,3411.0,4.0
札幌,5,8,アオイスミレ,アルバート,,-35.0,-166.0,-40.0,-4.0,158.0,,,-87.0,6.0
札幌,5,9,トスカ,ヘニーヒューズ,113.0,25.0,-417.0,212.0,-1117.0,-752.0,,,-1936.0,8.0
札幌,5,10,スマートライナー,グレーターロンドン,-80.0,542.0,1739.0,688.0,1666.0,1242.0,,,5797.0,2.0
札幌,5,11,ゲームチェンジャー,カレンブラックヒル,-67.0,333.0,-696.0,605.0,-491.0,-1405.0,,,-1721.0,7.0
札幌,5,12,タワーレイヴン,タワーオブロンドン,-68.0,-1702.0,-1035.0,-110.0,-1986.0,-1795.0,,,-6696.0,10.0
