,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,5.0,1.0,65.0,1.0,1.0,69.0,31.0,40.0,,,12.0,17.0,11.0,15.0,3.0,,8.0,5.0,,1.0,,48.0,2.0,21.0,
2022,6.0,1.0,48.0,,,55.0,16.0,39.0,,,8.0,11.0,3.0,16.0,2.0,,1.0,14.0,2.0,1.0,,39.0,,16.0,
2023,4.0,,87.0,,,91.0,31.0,60.0,,,18.0,20.0,7.0,14.0,4.0,1.0,9.0,18.0,2.0,,,68.0,,23.0,
2024,4.0,1.0,88.0,,,93.0,36.0,57.0,,,16.0,26.0,3.0,15.0,7.0,6.0,,20.0,,,,70.0,,23.0,
2025,5.0,1.0,89.0,,,95.0,30.0,65.0,,,9.0,14.0,9.0,21.0,7.0,10.0,11.0,14.0,1.0,,,67.0,,28.0,
