場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
函館,1,1,チカバリエンテ,シルバーステート,-63.0,-1281.0,2587.0,-163.0,-97.0,1278.0,,,2261.0,3.0
函館,1,2,パンジャケリー,ディスクリートキャット,140.0,657.0,1987.0,105.0,2587.0,2361.0,-1351.0,,6486.0,1.0
函館,1,3,ウィルレーヴィア,トーセンレーヴ,,-261.0,-205.0,-480.0,-414.0,-158.0,,,-1518.0,5.0
函館,1,4,キセキノユニコーン,キセキ,,-1760.0,-1676.0,-2412.0,-1575.0,-1695.0,,,-9118.0,8.0
函館,1,5,シークレットタワー,タワーオブロンドン,-442.0,448.0,-1035.0,-110.0,-1986.0,-1795.0,-816.0,,-5736.0,6.0
函館,1,6,ガーシュウィン,ロジャーバローズ,-1567.0,-1022.0,-68.0,-454.0,-516.0,-2860.0,-695.0,,-7182.0,7.0
函館,1,7,ダイシンドラゴン,ビッグアーサー,171.0,-951.0,1036.0,-53.0,-260.0,286.0,,,229.0,4.0
函館,1,8,アイルドフルール,ミッキーアイル,104.0,518.0,2567.0,524.0,1555.0,982.0,,,6250.0,2.0
函館,2,1,メイショウタイザン,ミッキーアイル,104.0,518.0,-209.0,770.0,194.0,982.0,,-16.0,2343.0,8.0
函館,2,2,ロジクリスエス,ロジユニヴァース,,-170.0,-130.0,-201.0,-41.0,82.0,17.0,42.0,-401.0,10.0
函館,2,3,ライカ,サンダースノー,-419.0,3456.0,3648.0,3139.0,820.0,2869.0,-438.0,1991.0,15066.0,2.0
函館,2,4,テリコス,ダイワメジャー,-343.0,-896.0,-1512.0,-466.0,-1203.0,-693.0,,-1043.0,-6156.0,13.0
函館,2,5,テンレッドサン,ヘニーヒューズ,8.0,303.0,-615.0,228.0,390.0,-752.0,,-317.0,-755.0,11.0
函館,2,6,アドフランマム,パイロ,207.0,509.0,1918.0,1768.0,1397.0,1474.0,825.0,948.0,9046.0,4.0
函館,2,7,マルシュボヌール,ドレフォン,948.0,1595.0,5315.0,2869.0,1879.0,3246.0,,1232.0,17084.0,1.0
函館,2,8,サンオブザサン,タニノフランケル,,130.0,-319.0,,-414.0,-543.0,,-166.0,-1312.0,12.0
函館,2,9,スマートイデアル,イスラボニータ,-164.0,2297.0,-33.0,762.0,306.0,2721.0,1223.0,456.0,7568.0,6.0
函館,2,10,ヒルノボローニャ,アメリカンペイトリオット,-259.0,-1521.0,-1683.0,-1602.0,-622.0,829.0,-1117.0,-588.0,-6563.0,14.0
