,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,92.0,89.0,,99.0,76.0,6.0,90.0,91.0,,,,,5.0,16.0,85.0,,75.0,,25.0,37.0,11.0,58.0,84.0,13.0,15.0
2022,143.0,93.0,,109.0,121.0,6.0,66.0,170.0,,,7.0,9.0,7.0,4.0,50.0,,81.0,78.0,12.0,39.0,25.0,66.0,113.0,18.0,14.0
2023,288.0,165.0,,206.0,221.0,26.0,101.0,352.0,55.0,57.0,,47.0,16.0,11.0,38.0,80.0,89.0,60.0,109.0,72.0,24.0,130.0,242.0,30.0,27.0
2024,324.0,194.0,,259.0,231.0,28.0,119.0,399.0,66.0,48.0,7.0,28.0,39.0,17.0,52.0,180.0,28.0,53.0,73.0,52.0,44.0,146.0,250.0,32.0,46.0
2025,331.0,263.0,,283.0,278.0,33.0,146.0,448.0,37.0,50.0,5.0,11.0,27.0,20.0,108.0,173.0,141.0,22.0,63.0,74.0,56.0,183.0,266.0,31.0,58.0
