場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
新潟,1,1,ミスデルマー,武藤雅　,87.0,94.0,82.0,88.0,90.0,,88.2,11.0
新潟,1,2,タナスーペルノーバ,今村聖奈,94.0,83.0,87.0,92.0,99.0,,91.0,7.0
新潟,1,3,ヒャクレツケン,石田拓郎,95.0,108.0,70.0,80.0,90.0,,88.6,8.0
新潟,1,4,マイネルゼーロス,横山琉人,105.0,93.0,93.0,93.0,103.0,,97.4,4.0
新潟,1,5,ロジケープ,吉田隼人,95.0,97.0,96.0,91.0,96.0,,95.0,6.0
新潟,1,6,ハートニヒヲツケテ,小林脩斗,94.0,84.0,72.0,97.0,95.0,,88.4,9.0
新潟,1,7,エターナルビジョン,永島まな,90.0,90.0,89.0,91.0,82.0,,88.4,9.0
新潟,1,8,スマッシング,荻野極　,104.0,97.0,97.0,109.0,105.0,,102.4,2.0
新潟,1,9,チェリヴェント,松山弘平,84.0,99.0,95.0,99.0,99.0,,95.2,5.0
新潟,1,10,ワイルドカモミール,石神深道,79.0,97.0,79.0,86.0,60.0,,80.2,13.0
新潟,1,11,シーズンシート,丸田恭介,108.0,98.0,98.0,103.0,102.0,,101.8,3.0
新潟,1,12,リアライズブラーヴ,小沢大仁,74.0,96.0,91.0,78.0,80.0,,83.8,12.0
新潟,1,13,ルージュリリック,丹内祐次,108.0,102.0,107.0,98.0,100.0,,103.0,1.0
新潟,2,1,ゴールデンブラッド,松山弘平,84.0,99.0,102.0,99.0,99.0,,96.6,5.0
新潟,2,2,アドフランマム,松本大輝,83.0,102.0,103.0,93.0,87.0,,93.6,8.0
新潟,2,3,フリッシュ,永島まな,90.0,90.0,86.0,83.0,82.0,,86.2,13.0
新潟,2,4,ティンバーライン,菊沢一樹,118.0,115.0,108.0,106.0,111.0,,111.6,1.0
新潟,2,5,タガノアイゼン,吉田隼人,95.0,97.0,96.0,99.0,96.0,,96.6,5.0
新潟,2,6,マリブ,上里直汰,,,,,,,,
新潟,2,7,ビッキーセカンド,丹内祐次,108.0,102.0,100.0,107.0,100.0,,103.4,3.0
新潟,2,8,オトシダマ,伊藤工真,105.0,101.0,97.0,72.0,98.0,,94.6,7.0
新潟,2,9,ウルトラハート,丸山元気,102.0,98.0,95.0,96.0,98.0,,97.8,4.0
新潟,2,10,マツリダシリウス,武藤雅　,87.0,94.0,99.0,94.0,90.0,,92.8,9.0
新潟,2,11,アスパラゴ,江田照男,80.0,111.0,89.0,86.0,83.0,,89.8,11.0
新潟,2,12,ニシノロッドマン,今村聖奈,94.0,83.0,91.0,88.0,99.0,,91.0,10.0
