場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
新潟,1,1,ミスデルマー,ダノンプレミアム,,,,,,,,,,
新潟,1,2,タナスーペルノーバ,ダノンプレミアム,,,,,,,,,,
新潟,1,3,ヒャクレツケン,タリスマニック,108.0,107.0,97.0,89.0,104.0,105.0,101.0,,101.571,2.0
新潟,1,4,マイネルゼーロス,ダノンバラード,112.0,100.0,107.0,120.0,110.0,115.0,110.0,,110.571,1.0
新潟,1,5,ロジケープ,ロジユニヴァース,,,,,,,,,,
新潟,1,6,ハートニヒヲツケテ,アドマイヤマーズ,101.0,95.0,95.0,105.0,104.0,97.0,,,99.5,3.0
新潟,1,7,エターナルビジョン,ハービンジャー,88.0,99.0,101.0,102.0,102.0,89.0,,,96.833,5.0
新潟,1,8,スマッシング,ダノンスマッシュ,,,,,,,,,,
新潟,1,9,チェリヴェント,コントレイル,,,,,,,,,,
新潟,1,10,ワイルドカモミール,ベンバトル,,,,,,,,,,
新潟,1,11,シーズンシート,ヘンリーバローズ,83.0,99.0,77.0,86.0,99.0,120.0,,,94.0,6.0
新潟,1,12,リアライズブラーヴ,エピファネイア,98.0,96.0,97.0,108.0,92.0,99.0,88.0,,96.857,4.0
新潟,1,13,ルージュリリック,ポエティックフレア,,,,,,,,,,
新潟,2,1,ゴールデンブラッド,サングレーザー,,,,,,,,,,
新潟,2,2,アドフランマム,パイロ,95.0,104.0,105.0,95.0,108.0,102.0,,,101.5,5.0
新潟,2,3,フリッシュ,パイロ,95.0,104.0,105.0,95.0,108.0,102.0,108.0,,102.429,3.0
新潟,2,4,ティンバーライン,ホッコータルマエ,111.0,105.0,102.0,108.0,100.0,109.0,,,105.833,1.0
新潟,2,5,タガノアイゼン,ビーチパトロール,90.0,98.0,97.0,73.0,105.0,106.0,,,94.833,9.0
新潟,2,6,マリブ,サトノジェネシス,,,,,,,,,,
新潟,2,7,ビッキーセカンド,パイロ,95.0,104.0,105.0,95.0,108.0,102.0,,,101.5,5.0
新潟,2,8,オトシダマ,ニューイヤーズデイ,120.0,98.0,100.0,103.0,101.0,107.0,88.0,,102.429,3.0
新潟,2,9,ウルトラハート,ホッコータルマエ,111.0,105.0,102.0,108.0,100.0,109.0,,,105.833,1.0
新潟,2,10,マツリダシリウス,ウインバリアシオン,,,,,,,,,,
新潟,2,11,アスパラゴ,カリフォルニアクローム,73.0,108.0,105.0,95.0,100.0,95.0,,,96.0,8.0
新潟,2,12,ニシノロッドマン,リーチザクラウン,121.0,97.0,95.0,94.0,94.0,93.0,,,99.0,7.0
新潟,2,13,ウインターブレス,ハービンジャー,88.0,99.0,88.0,102.0,98.0,89.0,,,94.0,10.0
新潟,2,14,テンバコウクウ,ハッピースプリント,,,,,,,,,,
新潟,3,1,ニシノセイエス,セイウンコウセイ,,,,,,,,,,
新潟,3,2,ユイノピカゴロウ,アメリカンペイトリオット,83.0,99.0,107.0,103.0,100.0,89.0,,,96.833,8.0
新潟,3,3,レッドアイスピア,リオンディーズ,87.0,94.0,98.0,109.0,97.0,92.0,,,96.167,11.0
新潟,3,4,ニシノメイホウ,ネロ,123.0,113.0,138.0,101.0,115.0,128.0,,,119.667,2.0
新潟,3,5,メテオロイド,カレンブラックヒル,101.0,102.0,96.0,131.0,105.0,110.0,,,107.5,3.0
新潟,3,6,ラブソング,ミスターメロディ,72.0,96.0,121.0,95.0,98.0,97.0,,,96.5,9.0
新潟,3,7,ハヤテノオジョー,シルバーステート,91.0,92.0,104.0,96.0,97.0,95.0,95.0,,95.714,12.0
新潟,3,8,ヒバリノコ,ロジャーバローズ,62.0,89.0,96.0,93.0,105.0,117.0,,,93.667,14.0
新潟,3,9,ドリーマーズ,ベンバトル,,,,,,,,,,
新潟,3,10,ヨドノティアラ,マテラスカイ,,,,,,,,,,
新潟,3,11,ナンヨーラーク,ブリックスアンドモルタル,103.0,98.0,104.0,99.0,100.0,108.0,,,102.0,5.0
新潟,3,12,ハッピーラッキー,ウインブライト,113.0,107.0,97.0,100.0,102.0,102.0,,,103.5,4.0
新潟,3,13,イソダ,シスキン,123.0,95.0,135.0,135.0,172.0,102.0,,,127.0,1.0
新潟,3,14,ガラベイヤ,アルアイン,96.0,82.0,88.0,92.0,88.0,78.0,74.0,,85.429,15.0
新潟,3,15,オレンジリバー,スワーヴリチャード,103.0,101.0,97.0,98.0,87.0,98.0,,,97.333,7.0
新潟,3,16,シャンデヴィーニュ,ミスターメロディ,72.0,96.0,121.0,95.0,98.0,97.0,,,96.5,9.0
新潟,3,17,サマーブリーズ,アメリカンペイトリオット,83.0,99.0,107.0,103.0,100.0,89.0,88.0,,95.571,13.0
新潟,3,18,カシノリアーナ,サトノクラウン,123.0,86.0,94.0,92.0,99.0,100.0,,,99.0,6.0
新潟,4,1,オウケンヴィーナス,ルーラーシップ,98.0,96.0,99.0,99.0,96.0,100.0,107.0,,99.286,8.0
新潟,4,2,ライヴスプーン,カリフォルニアクローム,73.0,106.0,105.0,104.0,100.0,95.0,,,97.167,9.0
新潟,4,3,アイムアクイーン,キンシャサノキセキ,93.0,94.0,100.0,93.0,97.0,97.0,,,95.667,11.0
新潟,4,4,アンジュグルーヴ,ニューイヤーズデイ,120.0,100.0,100.0,101.0,107.0,88.0,,,102.667,5.0
新潟,4,5,ステラスプレンダー,ロードカナロア,104.0,99.0,100.0,104.0,93.0,102.0,,,100.333,7.0
新潟,4,6,キタノマーシャル,ミッキーグローリー,198.0,163.0,108.0,82.0,77.0,132.0,,,126.667,1.0
新潟,4,7,シンボリノエル,ドレフォン,99.0,105.0,107.0,106.0,105.0,105.0,,,104.5,3.0
新潟,4,8,ルージュマローネ,ダイワメジャー,102.0,97.0,92.0,96.0,95.0,95.0,86.0,,94.714,13.0
新潟,4,9,イッシンフラン,シャンハイボビー,101.0,94.0,101.0,97.0,94.0,87.0,,,95.667,11.0
新潟,4,10,メイショウウメゴチ,ダノンレジェンド,85.0,110.0,116.0,110.0,113.0,107.0,,,106.833,2.0
新潟,4,11,ドゥラリス,ドゥラメンテ,93.0,96.0,95.0,98.0,98.0,95.0,98.0,,96.143,10.0
新潟,4,12,フォンデネージュ,ドレフォン,99.0,105.0,107.0,105.0,105.0,105.0,,,104.333,4.0
新潟,4,13,ヴァズレーヌ,フリオーソ,81.0,101.0,101.0,93.0,93.0,98.0,93.0,,94.286,14.0
