場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
中山,1,未勝利,ダート,1200,良,1,フジルバーブ,2歳,松岡正海,西田雄一,先行,,,短距離,右回り,,Lv3 ,472.0,,距離短縮
中山,1,未勝利,ダート,1200,良,2,アルデココ,2歳,石橋脩,矢野英一,追込,,,短距離,右回り,,Lv3 ,474.0,休明初戦,距離短縮
中山,1,未勝利,ダート,1200,良,3,カウスリップ,2歳,坂井瑠星,中舘英二,先行,,,短距離,右回り,,Lv3 ,536.0,,
中山,1,未勝利,ダート,1200,良,4,ハクサンミラクル,2歳,武藤雅,武藤善則,先行,,,短距離,右回り,,Lv3 ,472.0,,距離短縮
中山,1,未勝利,ダート,1200,良,5,クリスタルテン,2歳,長浜鴻緒,水野貴広,差し,,0.0,短距離,右回り,,Lv3 ,434.0,,距離延長
中山,1,未勝利,ダート,1200,良,6,スターランウェイ,2歳,Ｃ．デム,斎藤誠,先行,,100.0,短距離,右回り,,Lv3 ,440.0,,
中山,1,未勝利,ダート,1200,良,7,セイウングレイ,2歳,池添謙一,竹内正洋,追込,0.0,0.0,短距離,右回り,,Lv3 ,440.0,,距離短縮
中山,1,未勝利,ダート,1200,良,8,タイセイアダマス,2歳,小林脩斗,伊藤圭三,先行,,,短距離,右回り,,Lv3 ,470.0,,距離短縮
中山,1,未勝利,ダート,1200,良,9,マミーブルー,2歳,佐藤翔馬,杉浦宏昭,追込,,,短距離,右回り,,Lv3 ,440.0,,距離短縮
中山,1,未勝利,ダート,1200,良,10,ハイタッチマドンナ,2歳,嶋田純次,矢嶋大樹,追込,,,短距離,右回り,,Lv3 ,432.0,休明3走,距離短縮
中山,1,未勝利,ダート,1200,良,11,ラブリーウィザード,2歳,鮫島克駿,小笠倫弘,先行,0.0,,短距離,右回り,,Lv3 ,446.0,,距離短縮
中山,1,未勝利,ダート,1200,良,12,ミラクルミッキー,2歳,木幡巧也,牧光二,差し,0.0,0.0,短距離,右回り,,Lv3 ,522.0,休明初戦,
中山,1,未勝利,ダート,1200,良,13,バブルギャラクシー,2歳,内田博幸,清水英克,差し,0.0,0.0,短距離,右回り,,Lv3 ,468.0,休明初戦,
中山,1,未勝利,ダート,1200,良,14,トレヴィーテ,2歳,戸崎圭太,尾関知人,追込,,,短距離,右回り,,Lv3 ,422.0,,
中山,1,未勝利,ダート,1200,良,15,エコロヴァイス,2歳,ムーア,堀宣行,先行,,,短距離,右回り,,Lv3 ,492.0,,距離短縮
中山,1,未勝利,ダート,1200,良,16,アイカチャン,2歳,石田拓郎,蛯名利弘,追込,,,短距離,右回り,,Lv3 ,394.0,,
中山,2,未勝利,ダート,1800,良,1,ベールドインパクト,2歳,横山和生,小島茂之,先行,,,中距離,右回り,,Lv2 ,444.0,,
中山,2,未勝利,ダート,1800,良,2,ビリーヴアンドラン,2歳,原田和真,蛯名利弘,追込,,0.0,中距離,右回り,,Lv2 ,494.0,休明2走,距離延長
中山,2,未勝利,ダート,1800,良,3,グレーターバーチュ,2歳,戸崎圭太,高柳瑞樹,追込,,,中距離,右回り,,Lv2 ,500.0,休明初戦,距離短縮
中山,2,未勝利,ダート,1800,良,4,ブレトワルダ,2歳,坂井瑠星,新開幸一,先行,,100.0,中距離,右回り,,Lv2 ,494.0,,距離延長
中山,2,未勝利,ダート,1800,良,5,バトラーズワーフ,2歳,鮫島克駿,加藤征弘,差し,,,中距離,右回り,,Lv2 ,462.0,,
中山,2,未勝利,ダート,1800,良,6,ロジアヴァンセ,2歳,野中悠太,新開幸一,追込,,,中距離,右回り,,Lv2 ,506.0,休明初戦,
中山,2,未勝利,ダート,1800,良,7,スムースオペレター,2歳,藤懸貴志,岩戸孝樹,追込,,,中距離,右回り,,Lv2 ,442.0,休明初戦,
中山,2,未勝利,ダート,1800,良,8,シュヴァルノワール,2歳,北村宏司,嘉藤貴行,追込,,,中距離,右回り,,Lv2 ,506.0,,
