場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,ロワゾブルーチヌ,丸山元気,-213.0,189.0,-724.0,-123.0,-823.0,206.0,-1488.0,10.0
福島,1,2,オリエンタルボーイ,小林美駒,2202.0,613.0,605.0,458.0,2599.0,496.0,6973.0,3.0
福島,1,3,テーオーシュタルク,柴田裕一,,,,,,,,
福島,1,4,アルムチャーチル,亀田温心,606.0,-469.0,-99.0,200.0,656.0,-240.0,654.0,7.0
福島,1,5,ブルータス,石橋脩　,43.0,-713.0,1719.0,-1914.0,-612.0,1292.0,-185.0,8.0
福島,1,6,レイラインシチー,丹内祐次,-286.0,2661.0,826.0,3063.0,6405.0,-554.0,12115.0,1.0
福島,1,7,セブンスウェイ,丸田恭介,15.0,1525.0,1612.0,917.0,1933.0,357.0,6359.0,4.0
福島,1,8,レッドベルダンス,嶋田純次,74.0,-1099.0,-1004.0,-771.0,-204.0,-370.0,-3374.0,11.0
福島,1,9,ムゾラシカ,川端海翼,-480.0,-5025.0,-2148.0,-3533.0,-3512.0,-2317.0,-17015.0,13.0
福島,1,10,スナドケイ,石田拓郎,-1497.0,-1424.0,-2910.0,-4098.0,-3940.0,-1812.0,-15681.0,12.0
福島,1,11,ムーンストラック,菊沢一樹,1115.0,2596.0,1851.0,544.0,349.0,2208.0,8663.0,2.0
福島,1,12,ソルトチューダ,古川吉洋,318.0,1269.0,-60.0,833.0,1467.0,498.0,4325.0,5.0
福島,1,13,ブレトワルダ,柴田善臣,27.0,25.0,875.0,-452.0,-61.0,277.0,691.0,6.0
福島,1,14,チュウワチーフ,西塚洸二,-49.0,23.0,1062.0,466.0,-3767.0,1529.0,-736.0,9.0
福島,1,15,ハクサンミラクル,長浜鴻緒,,,,,,,,
福島,2,1,ラピッドグロウス,高杉吏麒,,,,,,,,
福島,2,2,キタノチャンス,原田和真,-837.0,-1399.0,1183.0,1624.0,260.0,-121.0,710.0,4.0
福島,2,3,ベイビーキッス,菊沢一樹,1115.0,2596.0,1438.0,2615.0,349.0,-272.0,7841.0,2.0
福島,2,4,カルミネイション,柴田裕一,,,,,,,,
福島,2,5,ロールザボーンズ,古川奈穂,1235.0,-594.0,350.0,-787.0,131.0,-177.0,158.0,6.0
福島,2,6,クラリフィエ,石神深道,,,,,,,,
福島,2,7,プリヤンカー,横山琉人,-1023.0,-813.0,-1714.0,-874.0,-1442.0,-390.0,-6256.0,10.0
福島,2,8,バックアップアゲン,柴田善臣,27.0,25.0,-1081.0,19.0,-61.0,-672.0,-1743.0,8.0
福島,2,9,セサンパ,西塚洸二,-49.0,23.0,573.0,1200.0,-3767.0,525.0,-1495.0,7.0
福島,2,10,ココロエ,黛弘人　,484.0,-238.0,-85.0,801.0,243.0,-264.0,941.0,3.0
福島,2,11,エコロハート,亀田温心,606.0,-469.0,-51.0,-212.0,656.0,-61.0,469.0,5.0
福島,2,12,メイリー,丸山元気,-213.0,189.0,-610.0,-1194.0,-823.0,-712.0,-3363.0,9.0
福島,2,13,ワンザストーリー,古川吉洋,318.0,1269.0,2222.0,1441.0,1467.0,1385.0,8102.0,1.0
福島,2,14,セガンティーニ,小沢大仁,-465.0,-2442.0,-4043.0,-4112.0,-1945.0,-1514.0,-14521.0,12.0
福島,2,15,アットザホップ,石田拓郎,-1497.0,-1424.0,-2443.0,-1440.0,-3940.0,-552.0,-11296.0,11.0
福島,2,16,ユラジスティック,長浜鴻緒,,,,,,,,
福島,3,1,キッシングセーラー,河原田菜,626.0,-1453.0,443.0,1874.0,-2577.0,-1410.0,-2497.0,9.0
福島,3,2,カツコノヒヤザケ,原田和真,-837.0,-1399.0,1183.0,-1031.0,260.0,-121.0,-1945.0,7.0
福島,3,3,ナンヨーエンペラー,泉谷楓真,646.0,0.0,856.0,646.0,924.0,41.0,3113.0,4.0
福島,3,4,サノノロンドン,小林美駒,2202.0,613.0,802.0,458.0,2599.0,-505.0,6169.0,2.0
福島,3,5,ムーンナイト,長浜鴻緒,,,,,,,,
福島,3,6,アリアルブラック,斎藤新　,-130.0,-479.0,-1185.0,-340.0,13.0,-844.0,-2965.0,10.0
福島,3,7,アルマヴィーナス,丸山元気,-213.0,189.0,-610.0,-123.0,-823.0,-712.0,-2292.0,8.0
福島,3,8,ムコウジマドリーム,菊沢一樹,1115.0,2596.0,1438.0,544.0,349.0,-272.0,5770.0,3.0
福島,3,9,バーケンヘッド,石神深道,,,,,,,,
福島,3,10,ディアイライザ,高杉吏麒,,,,,,,,
福島,3,11,マイネルゼウス,丹内祐次,-286.0,2661.0,5799.0,3063.0,6405.0,2538.0,20180.0,1.0
福島,3,12,マイホームヒロイン,黛弘人　,484.0,-238.0,-85.0,-575.0,243.0,-264.0,-435.0,6.0
福島,3,13,サッカレッロ,小沢大仁,-465.0,-2442.0,-4043.0,-10.0,-1945.0,-1514.0,-10419.0,12.0
福島,3,14,グリスタン,横山琉人,-1023.0,-813.0,-1714.0,-257.0,-1442.0,-390.0,-5639.0,11.0
福島,3,15,ウインドラブハーツ,柴田裕一,,,,,,,,
福島,3,16,ヴァリラプトル,亀田温心,606.0,-469.0,-51.0,200.0,656.0,-61.0,881.0,5.0
福島,4,1,ペレグリン,長浜鴻緒,,,,,,,,
福島,4,2,カンフーダンス,古川奈穂,1235.0,284.0,-505.0,-787.0,131.0,-88.0,270.0,7.0
福島,4,3,ハッピーダンス,高杉吏麒,,,,,,,,
福島,4,4,ハクサンアイ,斎藤新　,-130.0,-651.0,-415.0,-1115.0,13.0,242.0,-2056.0,10.0
福島,4,5,クイーンアポーン,小林凌大,-488.0,238.0,876.0,309.0,-347.0,-722.0,-134.0,9.0
福島,4,6,セットリスト,丸山元気,-213.0,-1524.0,-724.0,-1194.0,-823.0,206.0,-4272.0,11.0
福島,4,7,ハローメリールー,嶋田純次,74.0,446.0,-1004.0,1310.0,-204.0,-370.0,252.0,8.0
福島,4,8,アイスリンディ,亀田温心,606.0,335.0,-99.0,-212.0,656.0,-240.0,1046.0,6.0
福島,4,9,マサレエトワール,柴田裕一,,,,,,,,
福島,4,10,スマイルバック,丹内祐次,-286.0,3775.0,826.0,3334.0,6405.0,-554.0,13500.0,1.0
福島,4,11,ダノンフレア,小沢大仁,-465.0,-1333.0,-459.0,-4112.0,-1945.0,1120.0,-7194.0,12.0
福島,4,12,フォルクスリート,石橋脩　,43.0,919.0,1719.0,1780.0,-612.0,1292.0,5141.0,4.0
福島,4,13,クリノハニー,石神深道,,,,,,,,
福島,4,14,サンダーアリュール,西塚洸二,-49.0,1790.0,1062.0,1200.0,-3767.0,1529.0,1765.0,5.0
福島,4,15,オンザヴィーナス,小林美駒,2202.0,-252.0,605.0,1107.0,2599.0,496.0,6757.0,3.0
福島,4,16,フリントロック,菊沢一樹,1115.0,-709.0,1851.0,2615.0,349.0,2208.0,7429.0,2.0
福島,5,1,アクウィエス,斎藤新　,-130.0,-40.0,-1185.0,-1115.0,13.0,-844.0,-3301.0,8.0
福島,5,2,アンダースコア,加藤祥太,-76.0,-320.0,-731.0,-552.0,-363.0,-397.0,-2439.0,7.0
福島,5,3,グラスビジョン,西塚洸二,-49.0,-756.0,573.0,1200.0,-3767.0,525.0,-2274.0,6.0
福島,5,4,デスロール,石神深道,,,,,,,,
福島,5,5,マロンカラノテガミ,河原田菜,626.0,1452.0,443.0,-2076.0,-2577.0,-1410.0,-3542.0,9.0
福島,5,6,ワナカ,菊沢一樹,1115.0,249.0,1438.0,2615.0,349.0,-272.0,5494.0,3.0
福島,5,7,パステルキュート,長浜鴻緒,,,,,,,,
福島,5,8,クロユキ,高杉吏麒,,,,,,,,
福島,5,9,ラブスノー,松岡正海,487.0,-1083.0,372.0,291.0,-316.0,152.0,-97.0,5.0
福島,5,10,チュッチュポッポ,石田拓郎,-1497.0,-946.0,-2443.0,-1440.0,-3940.0,-552.0,-10818.0,12.0
福島,5,11,ロンドンキッド,丹内祐次,-286.0,-269.0,5799.0,3334.0,6405.0,2538.0,17521.0,1.0
福島,5,12,プティコリーヌ,柴田裕一,,,,,,,,
福島,5,13,サザンブレーブ,横山琉人,-1023.0,613.0,-1714.0,-874.0,-1442.0,-390.0,-4830.0,10.0
福島,5,14,ペガサスノース,亀田温心,606.0,179.0,-51.0,-212.0,656.0,-61.0,1117.0,4.0
福島,5,15,アイカチャン,小林美駒,2202.0,1040.0,802.0,1107.0,2599.0,-505.0,7245.0,2.0
福島,5,16,フジサンエンヤス,川端海翼,-480.0,-161.0,-2770.0,-464.0,-3512.0,629.0,-6758.0,11.0
福島,6,1,リオンエトワール,丸田恭介,15.0,-479.0,1612.0,-486.0,1933.0,357.0,2952.0,4.0
福島,6,2,ダンツドール,丹内祐次,-286.0,3775.0,826.0,367.0,6405.0,-554.0,10533.0,1.0
福島,6,3,ヒットアンドロール,石田拓郎,-1497.0,-2364.0,-2910.0,-158.0,-3940.0,-1812.0,-12681.0,9.0
福島,6,4,リアンクトワ,柴田裕一,,,,,,,,
福島,6,5,フィッツジェラルド,石橋脩　,43.0,919.0,1719.0,-280.0,-612.0,1292.0,3081.0,3.0
福島,6,6,テトラード,小沢大仁,-465.0,-1333.0,-459.0,-163.0,-1945.0,1120.0,-3245.0,7.0
福島,6,7,ウインメラナイト,菊沢一樹,1115.0,-709.0,1851.0,333.0,349.0,2208.0,5147.0,2.0
福島,6,8,アマートカヴァロ,高杉吏麒,,,,,,,,
福島,6,9,ジーティージン,河原田菜,626.0,-258.0,-294.0,-236.0,-2577.0,1195.0,-1544.0,6.0
福島,6,10,コンテソレーラ,長浜鴻緒,,,,,,,,
福島,6,11,マルチライセンス,丸山元気,-213.0,-1524.0,-724.0,-203.0,-823.0,206.0,-3281.0,8.0
福島,6,12,ヴォランテ,古川奈穂,1235.0,284.0,-505.0,671.0,131.0,-88.0,1728.0,5.0
福島,7,1,クスクス,古川奈穂,1235.0,284.0,350.0,-406.0,131.0,-177.0,1417.0,4.0
福島,7,2,セレスト,川端海翼,-480.0,693.0,-2770.0,-3533.0,-3512.0,629.0,-8973.0,10.0
福島,7,3,ソルトブリーズ,横山琉人,-1023.0,-549.0,-1714.0,-257.0,-1442.0,-390.0,-5375.0,9.0
福島,7,4,ホウオウセイメイ,斎藤新　,-130.0,-651.0,-1185.0,-340.0,13.0,-844.0,-3137.0,8.0
福島,7,5,レインメーカー,松本大輝,168.0,-432.0,-1194.0,-584.0,864.0,-1124.0,-2302.0,7.0
福島,7,6,ワイドモヒート,高杉吏麒,,,,,,,,
福島,7,7,ゴーマックス,小林美駒,2202.0,-252.0,802.0,458.0,2599.0,-505.0,5304.0,1.0
福島,7,8,ウインボレロ,長浜鴻緒,,,,,,,,
福島,7,9,ダイシンビヨンド,泉谷楓真,646.0,577.0,856.0,646.0,924.0,41.0,3690.0,2.0
福島,7,10,ジーゲル,亀田温心,606.0,335.0,-51.0,200.0,656.0,-61.0,1685.0,3.0
福島,7,11,アナベルエクラ,西塚洸二,-49.0,1790.0,573.0,466.0,-3767.0,525.0,-462.0,5.0
福島,7,12,スズカキング,柴田裕一,,,,,,,,
福島,7,13,トーセンオリックス,石田拓郎,-1497.0,-2364.0,-2443.0,-4098.0,-3940.0,-552.0,-14894.0,12.0
福島,7,14,マルクパージュ,河原田菜,626.0,-258.0,443.0,1874.0,-2577.0,-1410.0,-1302.0,6.0
福島,7,15,コーラルムーン,小沢大仁,-465.0,-1333.0,-4043.0,-10.0,-1945.0,-1514.0,-9310.0,11.0
福島,8,1,プラムダンディ,吉田隼人,105.0,262.0,28.0,543.0,-264.0,316.0,990.0,6.0
福島,8,2,ポワンキュルミナン,小沢大仁,-465.0,-1333.0,-459.0,-10.0,-1945.0,1120.0,-3092.0,9.0
福島,8,3,エスジースパークル,横山琉人,-1023.0,-549.0,467.0,-257.0,-1442.0,172.0,-2632.0,8.0
福島,8,4,フリッパー,松岡正海,487.0,-1856.0,-766.0,-636.0,-316.0,-465.0,-3552.0,10.0
福島,8,5,リゼレインボー,石橋脩　,43.0,919.0,1719.0,-1914.0,-612.0,1292.0,1447.0,4.0
福島,8,6,ノーブルアクト,石田拓郎,-1497.0,-2364.0,-2910.0,-4098.0,-3940.0,-1812.0,-16621.0,11.0
福島,8,7,ヘヴンリーハンド,黛弘人　,484.0,1328.0,8.0,-575.0,243.0,-482.0,1006.0,5.0
福島,8,8,トゥピ,菊沢一樹,1115.0,-709.0,1851.0,544.0,349.0,2208.0,5358.0,2.0
福島,8,9,ダイタジャスティス,小林美駒,2202.0,-252.0,605.0,458.0,2599.0,496.0,6108.0,1.0
福島,8,10,マッスルバック,柴田善臣,27.0,-433.0,875.0,-452.0,-61.0,277.0,233.0,7.0
福島,8,11,ウィンウッドテール,丸田恭介,15.0,-479.0,1612.0,917.0,1933.0,357.0,4355.0,3.0
福島,9,1,キュクヌス,丸山元気,-213.0,-1524.0,-610.0,-123.0,-823.0,-712.0,-4005.0,10.0
福島,9,2,エラン,古川吉洋,318.0,656.0,2222.0,833.0,1467.0,1385.0,6881.0,2.0
福島,9,3,ジェロニモス,松岡正海,487.0,-1856.0,372.0,-636.0,-316.0,152.0,-1797.0,7.0
福島,9,4,ジャマン,小沢大仁,-465.0,-1333.0,-4043.0,-10.0,-1945.0,-1514.0,-9310.0,13.0
福島,9,5,ファインライン,泉谷楓真,646.0,577.0,856.0,646.0,924.0,41.0,3690.0,3.0
福島,9,6,スナークサファイア,亀田温心,606.0,335.0,-51.0,200.0,656.0,-61.0,1685.0,6.0
福島,9,7,ディマイザキッド,柴田善臣,27.0,-433.0,-1081.0,-452.0,-61.0,-672.0,-2672.0,8.0
福島,9,8,クインズスピカ,菊沢一樹,1115.0,-709.0,1438.0,544.0,349.0,-272.0,2465.0,5.0
福島,9,9,ナイトアウェイ,長浜鴻緒,,,,,,,,
福島,9,10,キヨラ,丸田恭介,15.0,-479.0,156.0,917.0,1933.0,215.0,2757.0,4.0
福島,9,11,クロスライセンス,横山琉人,-1023.0,-549.0,-1714.0,-257.0,-1442.0,-390.0,-5375.0,12.0
福島,9,12,サルヴィアーノ,斎藤新　,-130.0,-651.0,-1185.0,-340.0,13.0,-844.0,-3137.0,9.0
福島,9,13,マイネルモメンタム,丹内祐次,-286.0,3775.0,5799.0,3063.0,6405.0,2538.0,21294.0,1.0
福島,9,14,コスモアバンサ,石橋脩　,43.0,919.0,-2262.0,-1914.0,-612.0,-555.0,-4381.0,11.0
福島,10,1,アイザックバローズ,丸山元気,-213.0,-1524.0,-610.0,-203.0,-823.0,-712.0,-4085.0,12.0
福島,10,2,マイネルメサイア,石橋脩　,43.0,919.0,-2262.0,-280.0,-612.0,-555.0,-2747.0,10.0
福島,10,3,ラスハンメル,小沢大仁,-465.0,-1333.0,-4043.0,-163.0,-1945.0,-1514.0,-9463.0,14.0
福島,10,4,ボーンイングランデ,松本大輝,168.0,-432.0,-1194.0,184.0,864.0,-1124.0,-1534.0,8.0
福島,10,5,ヤマニンステラータ,古川吉洋,318.0,656.0,2222.0,-369.0,1467.0,1385.0,5679.0,2.0
福島,10,6,ヴェルミセル,斎藤新　,-130.0,-651.0,-1185.0,30.0,13.0,-844.0,-2767.0,11.0
福島,10,7,レッドエンヴィー,横山琉人,-1023.0,-549.0,-1714.0,-33.0,-1442.0,-390.0,-5151.0,13.0
福島,10,8,シルバープリペット,嶋田純次,74.0,446.0,2757.0,201.0,-204.0,1142.0,4416.0,3.0
福島,10,9,ウインマイルート,丹内祐次,-286.0,3775.0,5799.0,367.0,6405.0,2538.0,18598.0,1.0
福島,10,10,グランドゴールド,黛弘人　,484.0,1328.0,-85.0,-256.0,243.0,-264.0,1450.0,4.0
福島,10,11,ストキャスティーク,長浜鴻緒,,,,,,,,
福島,10,12,リアド,松岡正海,487.0,-1856.0,372.0,-238.0,-316.0,152.0,-1399.0,7.0
福島,10,13,ナムアミダブツ,高杉吏麒,,,,,,,,
福島,10,14,トロピカルライト,丸田恭介,15.0,-479.0,156.0,-486.0,1933.0,215.0,1354.0,5.0
福島,10,15,タガノバルコス,柴田善臣,27.0,-433.0,-1081.0,-91.0,-61.0,-672.0,-2311.0,9.0
福島,10,16,オリエンタルナイト,西塚洸二,-49.0,1790.0,573.0,-315.0,-3767.0,525.0,-1243.0,6.0
福島,11,1,アイファーシアトル,西塚洸二,-49.0,1790.0,1062.0,1200.0,-3767.0,1529.0,1765.0,6.0
