場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
中山,1,1,ホワイトナイル,牧光二　,96.0,110.0,104.0,110.0,103.0,104.0,,,104.5,3.0
中山,1,2,トウシンライオット,尾形和幸,95.0,94.0,85.0,90.0,87.0,96.0,,,91.167,14.0
中山,1,3,オンマイビート,松山将樹,70.0,100.0,97.0,128.0,87.0,84.0,106.0,94.0,95.75,11.0
中山,1,4,オダイ,根本康広,109.0,116.0,108.0,97.0,97.0,105.0,,,105.333,2.0
中山,1,5,ドングラミ,本間忍　,83.0,92.0,88.0,107.0,97.0,79.0,118.0,75.0,92.375,13.0
中山,1,6,ベアゴーフォー,杉浦宏昭,91.0,105.0,102.0,100.0,105.0,105.0,,,101.333,4.0
中山,1,7,チャンピオンホース,尾形和幸,95.0,94.0,85.0,90.0,87.0,96.0,,,91.167,14.0
中山,1,8,マインセーラ,的場均　,95.0,85.0,73.0,54.0,68.0,98.0,,,78.833,16.0
中山,1,9,フクノエルデ,田中剛　,105.0,113.0,107.0,95.0,102.0,112.0,118.0,113.0,108.125,1.0
中山,1,10,ヘイスティハート,小笠倫弘,95.0,92.0,100.0,102.0,104.0,99.0,,,98.667,6.0
中山,1,11,クラウンプレゼンタ,天間昭一,84.0,98.0,82.0,104.0,89.0,90.0,92.0,109.0,93.5,12.0
中山,1,12,ラムールデュヴォン,堀内岳志,73.0,97.0,86.0,138.0,108.0,90.0,,,98.667,6.0
中山,1,13,ガルディーノ,新開幸一,95.0,97.0,95.0,99.0,94.0,96.0,,,96.0,9.0
中山,1,14,ヴェネチアンキング,伊藤圭三,86.0,95.0,103.0,90.0,101.0,101.0,,,96.0,9.0
中山,1,15,カセノソレイユ,鈴木伸尋,96.0,103.0,91.0,99.0,96.0,99.0,,,97.333,8.0
