場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,ビップレオン,菊沢一樹,1926.0,3343.0,2401.0,3695.0,2520.0,,13885.0,1.0
福島,1,2,ファンシーフリル,秋山稔樹,340.0,651.0,1621.0,819.0,1410.0,,4841.0,3.0
福島,1,3,エレクトロン,嶋田純次,20.0,-40.0,-372.0,61.0,-301.0,,-632.0,7.0
福島,1,4,チュラヴェール,丹内祐次,-603.0,665.0,-92.0,-600.0,3082.0,,2452.0,4.0
福島,1,5,リケアフェデリーニ,原田和真,-1280.0,-3300.0,-384.0,1371.0,-662.0,,-4255.0,14.0
福島,1,6,サトミノアカリ,横山武史,-32.0,69.0,-2911.0,-1784.0,-845.0,,-5503.0,15.0
福島,1,7,レオレコメンド,横山琉人,128.0,-1045.0,567.0,-1128.0,-563.0,,-2041.0,9.0
福島,1,8,ジェム,斎藤新　,-111.0,214.0,382.0,551.0,625.0,,1661.0,5.0
福島,1,9,イッツユー,古川奈穂,902.0,-1108.0,-791.0,-977.0,-1283.0,,-3257.0,11.0
福島,1,10,タイセイギガース,水沼元輝,-1104.0,-789.0,-315.0,-867.0,-847.0,,-3922.0,12.0
福島,1,11,ドナソレイ,石田拓郎,1536.0,980.0,-675.0,-2815.0,-1195.0,,-2169.0,10.0
福島,1,12,フクノハリファ,上里直汰,,,,,,,,
福島,1,13,アルサック,丸山元気,-597.0,-218.0,-955.0,-725.0,-1593.0,,-4088.0,13.0
福島,1,14,ワイドアルバ,吉村誠之,1956.0,1983.0,530.0,2650.0,,,7119.0,2.0
福島,1,15,シェイプオブユー,川又賢治,50.0,-233.0,-28.0,242.0,-557.0,,-526.0,6.0
福島,1,16,ルクスレイモンド,荻野極　,-868.0,-421.0,250.0,1835.0,-1724.0,,-928.0,8.0
福島,2,1,オリージネアリア,鮫島克駿,127.0,-343.0,2133.0,2828.0,4053.0,,8798.0,3.0
福島,2,2,ノーブルアクト,水沼元輝,-1104.0,-1543.0,-315.0,-669.0,-847.0,,-4478.0,11.0
福島,2,3,メイショウハマギク,高杉吏麒,1524.0,1233.0,4010.0,945.0,1622.0,,9334.0,1.0
福島,2,4,ベルチュガダン,丸山元気,-597.0,-2068.0,-955.0,-894.0,-1593.0,,-6107.0,13.0
