場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
福島,1,1,ビップレオン,田島俊明,520.0,-704.0,670.0,-854.0,-107.0,-186.0,,,-661.0,7.0
福島,1,2,ファンシーフリル,蛯名利弘,-636.0,-1588.0,-705.0,-3347.0,-1358.0,-1183.0,63.0,,-8754.0,15.0
福島,1,3,エレクトロン,佐藤吉勝,903.0,-1237.0,753.0,-2088.0,451.0,-1071.0,,,-2289.0,12.0
福島,1,4,チュラヴェール,松山将樹,310.0,-33.0,-392.0,1079.0,-1537.0,-1932.0,687.0,,-1818.0,11.0
福島,1,5,リケアフェデリーニ,蛯名利弘,-636.0,-1588.0,-705.0,-3347.0,-1358.0,-1183.0,,,-8817.0,16.0
福島,1,6,サトミノアカリ,鈴木伸尋,450.0,264.0,-1367.0,-13.0,-605.0,-181.0,,,-1452.0,10.0
福島,1,7,レオレコメンド,牧光二　,127.0,1408.0,911.0,960.0,473.0,816.0,,,4695.0,4.0
福島,1,8,ジェム,杉山佳明,65.0,1713.0,2223.0,1142.0,1364.0,1384.0,,,7891.0,1.0
福島,1,9,イッツユー,尾形和幸,-210.0,-840.0,-1767.0,-719.0,-1436.0,-596.0,,,-5568.0,14.0
福島,1,10,タイセイギガース,伊藤圭三,-484.0,-680.0,919.0,-742.0,244.0,-144.0,,,-887.0,8.0
福島,1,11,ドナソレイ,伊藤圭三,-484.0,-680.0,919.0,-742.0,244.0,-144.0,-67.0,,-954.0,9.0
福島,1,12,フクノハリファ,千葉直人,-680.0,1414.0,-38.0,588.0,1811.0,-1051.0,,,2044.0,6.0
福島,1,13,アルサック,西園正都,-144.0,-415.0,2145.0,-96.0,502.0,377.0,,,2369.0,5.0
福島,1,14,ワイドアルバ,藤野健太,-108.0,-1027.0,-1080.0,-459.0,-1019.0,-509.0,,,-4202.0,13.0
福島,1,15,シェイプオブユー,吉村圭司,376.0,35.0,985.0,396.0,1938.0,1824.0,,,5554.0,2.0
福島,1,16,ルクスレイモンド,上原佑紀,813.0,-364.0,729.0,-99.0,1473.0,2645.0,,,5197.0,3.0
福島,2,1,オリージネアリア,吉村圭司,376.0,120.0,985.0,911.0,-372.0,1824.0,-136.0,,3708.0,1.0
福島,2,2,ノーブルアクト,上原博之,63.0,-93.0,-279.0,909.0,-296.0,268.0,,,572.0,6.0
