場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
福島,1,1,ビップレオン,サンダースノー,92.0,112.0,116.0,97.0,114.0,114.0,159.0,,114.857,2.0
福島,1,2,ファンシーフリル,フォーウィールドライブ,92.0,117.0,116.0,122.0,133.0,113.0,,,115.5,1.0
福島,1,3,エレクトロン,ビーチパトロール,74.0,98.0,97.0,73.0,92.0,98.0,101.0,,90.429,11.0
福島,1,4,チュラヴェール,ホッコータルマエ,74.0,105.0,102.0,108.0,104.0,98.0,110.0,,100.143,6.0
福島,1,5,リケアフェデリーニ,カリフォルニアクローム,133.0,108.0,105.0,95.0,107.0,105.0,123.0,,110.857,4.0
福島,1,6,サトミノアカリ,シャンハイボビー,143.0,105.0,101.0,103.0,101.0,104.0,131.0,,112.571,3.0
福島,1,7,レオレコメンド,エピカリス,,,,,,,,,,
福島,1,8,ジェム,ブルドッグボス,,,,,,,,,,
福島,1,9,イッツユー,ダノンスマッシュ,,,,,,,,,,
福島,1,10,タイセイギガース,セイウンコウセイ,,,,,,,,,,
福島,1,11,ドナソレイ,マテラスカイ,,,,,,,,,,
福島,1,12,フクノハリファ,ファインニードル,88.0,97.0,95.0,94.0,101.0,100.0,105.0,,97.143,7.0
福島,1,13,アルサック,シルバーステート,97.0,92.0,77.0,96.0,97.0,99.0,,,93.0,10.0
福島,1,14,ワイドアルバ,タワーオブロンドン,88.0,107.0,81.0,103.0,102.0,98.0,82.0,,94.429,8.0
福島,1,15,シェイプオブユー,タワーオブロンドン,88.0,107.0,81.0,103.0,102.0,98.0,82.0,,94.429,8.0
福島,1,16,ルクスレイモンド,ヘニーヒューズ,120.0,108.0,103.0,111.0,101.0,102.0,113.0,,108.286,5.0
福島,2,1,オリージネアリア,ディスクリートキャット,99.0,103.0,101.0,106.0,93.0,106.0,87.0,,99.286,9.0
福島,2,2,ノーブルアクト,マクフィ,97.0,100.0,99.0,103.0,102.0,100.0,,,100.167,8.0
福島,2,3,メイショウハマギク,マインドユアビスケッツ,84.0,88.0,93.0,90.0,93.0,93.0,,,90.167,13.0
福島,2,4,ベルチュガダン,フィエールマン,64.0,21.0,118.0,114.0,103.0,68.0,,,81.333,15.0
福島,2,5,カスバートテソーロ,ゴールドアクター,119.0,125.0,96.0,113.0,122.0,114.0,,,114.833,1.0
福島,2,6,ペイシャアンジェロ,ストロングリターン,125.0,93.0,99.0,104.0,86.0,100.0,,,101.167,6.0
福島,2,7,ロンシャンクイーン,ミッキーアイル,99.0,104.0,97.0,101.0,100.0,103.0,99.0,,100.429,7.0
福島,2,8,シュニー,マインドユアビスケッツ,84.0,88.0,93.0,93.0,93.0,96.0,,,91.167,12.0
福島,2,9,フィールオーサム,ルヴァンスレーヴ,174.0,21.0,106.0,114.0,133.0,68.0,,,102.667,5.0
福島,2,10,ラーナローザ,ドレフォン,98.0,105.0,107.0,105.0,105.0,104.0,106.0,,104.286,3.0
福島,2,11,ステラスプレンダー,ロードカナロア,87.0,99.0,100.0,104.0,93.0,96.0,112.0,,98.714,10.0
福島,2,12,ベルメサイア,ホッコータルマエ,74.0,98.0,102.0,93.0,100.0,98.0,101.0,,95.143,11.0
福島,2,13,チギリ,レッドファルクス,110.0,111.0,113.0,100.0,107.0,98.0,133.0,,110.286,2.0
福島,2,14,サザンティスプーン,アニマルキングダム,21.0,89.0,95.0,97.0,100.0,101.0,72.0,,82.143,14.0
福島,2,15,ユージュアーナ,リアルスティール,96.0,102.0,108.0,110.0,103.0,104.0,,,103.833,4.0
福島,3,1,タケルハーロック,ナダル,54.0,103.0,112.0,108.0,101.0,104.0,,,97.0,9.0
福島,3,2,キングベルベット,カリフォルニアクローム,133.0,106.0,105.0,21.0,100.0,105.0,,,95.0,11.0
福島,3,3,ブレイクザアイス,ラニ,149.0,118.0,115.0,160.0,112.0,119.0,,,128.833,1.0
福島,3,4,レイザリオ,アドマイヤマーズ,114.0,129.0,169.0,108.0,116.0,85.0,,,120.167,2.0
福島,3,5,マナエトレ,モズアスコット,21.0,117.0,146.0,117.0,140.0,,,,108.2,3.0
福島,3,6,キミオモウハナ,ルヴァンスレーヴ,174.0,21.0,106.0,114.0,133.0,68.0,,,102.667,6.0
福島,3,7,タニセンドリーム,マジェスティックウォリアー,95.0,111.0,103.0,106.0,104.0,105.0,95.0,,102.714,5.0
福島,3,8,グロリアスヒーロー,スクリーンヒーロー,128.0,110.0,99.0,95.0,102.0,106.0,109.0,,107.0,4.0
