場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,エコロルキナ,原優介　,-315.0,-4128.0,644.0,-1704.0,-1489.0,,-6992.0,15.0
中山,1,2,スカイダイバー,丸山元気,132.0,-218.0,-955.0,-725.0,-1593.0,,-3359.0,11.0
中山,1,3,グランシャット,マーカン,,,,,,,,
中山,1,4,ダノンメナージュ,横山武史,-311.0,69.0,-2911.0,-1784.0,-845.0,,-5782.0,13.0
中山,1,5,グルナルーフス,宮崎北斗,4.0,81.0,484.0,55.0,-95.0,,529.0,7.0
中山,1,6,ヒカリスペクトル,木幡育也,-669.0,826.0,-33.0,518.0,190.0,,832.0,6.0
中山,1,7,ハクサンリバーブ,内田博幸,-617.0,-558.0,-1314.0,-146.0,-1358.0,,-3993.0,12.0
中山,1,8,エルオレンス,横山典弘,64.0,463.0,608.0,-451.0,-807.0,,-123.0,8.0
中山,1,9,アイアンソリッド,菅原明良,-1023.0,883.0,583.0,1418.0,-353.0,,1508.0,5.0
中山,1,10,ヒタムキ,横山和生,1309.0,-784.0,896.0,109.0,2261.0,,3791.0,3.0
中山,1,11,ナックオリオン,大野拓弥,-410.0,-593.0,-1332.0,445.0,485.0,,-1405.0,10.0
中山,1,12,カワキタホクレア,嶋田純次,-414.0,-40.0,-372.0,61.0,-301.0,,-1066.0,9.0
中山,1,13,ロンドンキッド,丹内祐次,-784.0,665.0,-92.0,-600.0,3082.0,,2271.0,4.0
中山,1,14,ミニョンマルーン,菊沢一樹,175.0,3343.0,2401.0,3695.0,2520.0,,12134.0,1.0
中山,1,15,オルティジア,佐々木大,268.0,537.0,468.0,2205.0,2169.0,,5647.0,2.0
中山,1,16,ポミチョッタ,岩部純二,-359.0,-1282.0,-1828.0,-2020.0,-594.0,,-6083.0,14.0
中山,2,1,ゴットランド,斎藤新　,67.0,214.0,382.0,-632.0,625.0,,656.0,3.0
中山,2,2,ネオディヤマンテ,田辺裕信,-133.0,425.0,-661.0,212.0,260.0,,103.0,6.0
中山,2,3,レッドレントラー,丸山元気,132.0,-218.0,-955.0,-894.0,-1593.0,,-3528.0,9.0
中山,2,4,サクラトップワード,原優介　,-315.0,-4128.0,644.0,-373.0,-1489.0,,-5661.0,13.0
中山,2,5,ロジアヴァンセ,三浦皇成,566.0,1497.0,1338.0,623.0,1109.0,,5133.0,1.0
中山,2,6,シュヴァルノワール,北村宏司,62.0,-177.0,188.0,106.0,-7.0,,172.0,5.0
中山,2,7,セイウンピカイチ,石田拓郎,-3555.0,980.0,-675.0,-677.0,-1195.0,,-5122.0,11.0
中山,2,8,ライジンシチー,石神深道,-377.0,-455.0,-3589.0,-3918.0,-2181.0,,-10520.0,15.0
中山,2,9,ハルノアラシ,石川裕紀,1580.0,-560.0,-98.0,88.0,274.0,,1284.0,2.0
