場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
新潟,1,1,エスカラムサ,高橋義忠,88.0,106.0,96.0,100.0,98.0,92.0,,,96.667,10.0
新潟,1,2,ミセスリリー,上原佑紀,76.0,95.0,108.0,102.0,105.0,97.0,,,97.167,9.0
新潟,1,3,カスバートテソーロ,畠山吉宏,112.0,97.0,103.0,96.0,105.0,97.0,97.0,83.0,98.75,5.0
新潟,1,4,サラサラヘアー,前川恭子,,,,,,,,,,
新潟,1,5,セラドピラール,稲垣幸雄,101.0,103.0,111.0,107.0,106.0,110.0,110.0,110.0,107.25,2.0
新潟,1,6,クリップクロップ,高橋一哉,67.0,65.0,63.0,52.0,86.0,70.0,,,67.167,14.0
新潟,1,7,ジュテパッセ,林徹　　,90.0,95.0,94.0,99.0,102.0,91.0,,,95.167,11.0
新潟,1,8,ノワスティエ,飯田祐史,92.0,108.0,97.0,105.0,89.0,93.0,107.0,97.0,98.5,6.0
新潟,1,9,ルージュキャルト,矢作芳人,94.0,101.0,105.0,100.0,99.0,99.0,94.0,110.0,100.25,4.0
新潟,1,10,クインズエクレア,加藤征弘,88.0,103.0,100.0,102.0,94.0,104.0,90.0,101.0,97.75,7.0
新潟,1,11,ノンスタンダルド,茶木太樹,94.0,102.0,103.0,97.0,92.0,96.0,,,97.333,8.0
新潟,1,12,スルーザナイト,西園翔太,117.0,102.0,108.0,109.0,111.0,107.0,,,109.0,1.0
新潟,1,13,ディザーヴユー,吉村圭司,109.0,100.0,108.0,107.0,96.0,104.0,,,104.0,3.0
新潟,1,14,アットザホップ,新開幸一,94.0,97.0,95.0,89.0,94.0,90.0,91.0,97.0,93.375,12.0
新潟,1,15,カワキタホクレア,伊坂重信,76.0,95.0,88.0,87.0,84.0,90.0,,,86.667,13.0
新潟,2,1,テイエムダイスター,宮地貴稔,168.0,119.0,45.0,122.0,92.0,,,,109.2,1.0
新潟,2,2,ボンジュールアスク,斎藤誠　,98.0,109.0,103.0,103.0,109.0,99.0,,,103.5,5.0
新潟,2,3,セイルロケット,橋口慎介,88.0,102.0,99.0,98.0,90.0,94.0,,,95.167,12.0
新潟,2,4,デュアルタスク,小栗実　,97.0,123.0,101.0,103.0,102.0,97.0,,,103.833,4.0
新潟,2,5,マギームーン,庄野靖志,106.0,96.0,99.0,100.0,101.0,100.0,97.0,99.0,99.75,8.0
新潟,2,6,サヨノミッキー,羽月友彦,85.0,101.0,100.0,98.0,96.0,99.0,,,96.5,9.0
新潟,2,7,シルバードン,牧光二　,113.0,110.0,104.0,106.0,103.0,105.0,,,106.833,2.0
新潟,2,8,メイショウトキイロ,秋山真一,,,,,,,,,,
新潟,2,9,ウインレアリゼ,小手川準,134.0,98.0,106.0,90.0,99.0,101.0,,,104.667,3.0
新潟,2,10,ゼロファイター,和田雄二,81.0,101.0,81.0,108.0,88.0,79.0,81.0,88.0,88.375,13.0
新潟,2,11,インディゴアスール,鈴木孝志,101.0,91.0,104.0,98.0,92.0,88.0,,,95.667,10.0
新潟,2,12,ゴッドペイズリー,飯田祐史,92.0,108.0,97.0,105.0,95.0,93.0,114.0,97.0,100.125,7.0
新潟,2,13,フラッシュケリー,緒方努　,46.0,89.0,91.0,99.0,94.0,56.0,,,79.167,14.0
新潟,2,14,クラウンキュー,田島俊明,101.0,94.0,104.0,105.0,99.0,104.0,,,101.167,6.0
新潟,2,15,アイアンソリッド,本間忍　,105.0,92.0,88.0,87.0,97.0,105.0,,,95.667,10.0
新潟,3,1,ライヴスプーン,尾形和幸,84.0,94.0,103.0,95.0,103.0,90.0,103.0,91.0,95.375,8.0
新潟,3,2,ハクサンテュポン,新開幸一,94.0,97.0,92.0,89.0,94.0,90.0,80.0,73.0,88.625,14.0
新潟,3,3,ミクニインスパイア,林徹　　,90.0,95.0,95.0,99.0,102.0,91.0,,,95.333,9.0
新潟,3,4,ハツヒノデ,笹田和秀,100.0,77.0,101.0,86.0,104.0,97.0,84.0,86.0,91.875,12.0
新潟,3,5,ブルーユンチェリー,加藤征弘,88.0,103.0,95.0,102.0,94.0,104.0,103.0,93.0,97.75,7.0
新潟,3,6,プレスジャンケット,渡辺薫彦,94.0,94.0,107.0,98.0,105.0,95.0,,,98.833,6.0
新潟,3,7,シャンクス,森一誠　,116.0,127.0,113.0,135.0,140.0,84.0,,,119.167,1.0
