場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
福島,1,1,ハクサンエクレール,新開幸一,115.0,97.0,95.0,89.0,94.0,96.0,80.0,,95.143,13.0
福島,1,2,ワキノグラス,高橋義忠,140.0,106.0,96.0,100.0,97.0,100.0,,,106.5,4.0
福島,1,3,アシャカルーク,鈴木伸尋,112.0,103.0,91.0,103.0,96.0,99.0,,,100.667,11.0
福島,1,4,ジークマインド,和田雄二,113.0,101.0,81.0,108.0,88.0,94.0,,,97.5,12.0
福島,1,5,クリアクォーツ,的場均　,81.0,85.0,73.0,83.0,68.0,98.0,,,81.333,15.0
福島,1,6,ヘレンテソーロ,嘉藤貴行,106.0,105.0,104.0,104.0,105.0,105.0,,,104.833,8.0
福島,1,7,タイセイウーノ,田中克典,61.0,125.0,113.0,120.0,99.0,113.0,,,105.167,6.0
福島,1,8,シアトルプリンセス,石栗龍彦,113.0,98.0,106.0,101.0,111.0,97.0,,,104.333,10.0
福島,1,9,マサハヤモーブ,千田輝彦,96.0,118.0,115.0,115.0,115.0,113.0,,,112.0,2.0
福島,1,10,ミトノキャット,前川恭子,,,,,,,,,,
福島,1,11,シャンパンゴールド,今野貞一,74.0,83.0,98.0,89.0,98.0,91.0,80.0,,87.571,14.0
福島,1,12,スマートテンペスト,西園翔太,120.0,102.0,108.0,109.0,103.0,106.0,,,108.0,3.0
福島,1,13,メイショウホダワラ,荒川義之,77.0,104.0,113.0,118.0,107.0,101.0,116.0,,105.143,7.0
福島,1,14,タルトポワール,清水英克,112.0,109.0,90.0,107.0,100.0,111.0,,,104.833,8.0
福島,1,15,パッションディーバ,四位洋文,182.0,102.0,106.0,103.0,106.0,107.0,,,117.667,1.0
福島,1,16,ロベルタカリーナ,牧光二　,105.0,110.0,104.0,106.0,103.0,104.0,,,105.333,5.0
福島,2,1,ソシエテトウショウ,杉浦宏昭,118.0,105.0,103.0,107.0,105.0,105.0,98.0,,105.857,3.0
福島,2,2,ウォーターカルミア,藤野健太,88.0,79.0,102.0,62.0,91.0,96.0,,,86.333,16.0
福島,2,3,バシレイア,西田雄一,78.0,107.0,81.0,92.0,102.0,99.0,,,93.167,12.0
福島,2,4,メイショウマチルダ,鈴木孝志,96.0,91.0,86.0,98.0,92.0,100.0,,,93.833,11.0
福島,2,5,モンサンアマリリス,矢野英一,68.0,96.0,84.0,94.0,93.0,88.0,,,87.167,15.0
福島,2,6,ルアスカリーン,藤岡健一,80.0,97.0,99.0,100.0,100.0,96.0,,,95.333,8.0
福島,2,7,デボラ,西園正都,87.0,95.0,93.0,104.0,103.0,102.0,,,97.333,7.0
福島,2,8,ヨシノサプライズ,中竹和也,106.0,107.0,113.0,103.0,102.0,106.0,,,106.167,2.0
福島,2,9,ハイヌーンチェコ,畑端省吾,84.0,111.0,82.0,102.0,102.0,111.0,92.0,,97.714,6.0
福島,2,10,リュウノハミング,伊藤伸一,78.0,84.0,100.0,77.0,94.0,94.0,,,87.833,14.0
福島,2,11,ジュリアナガール,笹田和秀,122.0,77.0,101.0,86.0,75.0,94.0,,,92.5,13.0
福島,2,12,トレジャーハウス,田中剛　,121.0,113.0,103.0,120.0,102.0,112.0,,,111.833,1.0
福島,2,13,ミズイロホルトゥス,金成貴史,86.0,107.0,96.0,101.0,101.0,103.0,,,99.0,5.0
福島,2,14,オーシンブーケ,斎藤誠　,95.0,109.0,97.0,103.0,109.0,101.0,,,102.333,4.0
福島,2,15,マーレリアン,萱野浩二,73.0,97.0,102.0,96.0,95.0,96.0,102.0,,94.429,10.0
福島,2,16,ヨッシーレイ,茶木太樹,91.0,102.0,86.0,97.0,98.0,96.0,,,95.0,9.0
福島,3,1,ベルランザドール,西村真幸,98.0,98.0,99.0,88.0,72.0,96.0,,,91.833,14.0
福島,3,2,コスモアチーブ,相沢郁　,93.0,89.0,93.0,87.0,87.0,100.0,,,91.5,15.0
福島,3,3,エリジブル,上原博之,103.0,93.0,100.0,100.0,134.0,102.0,,,105.333,4.0
福島,3,4,アレグリーニ,牧浦充徳,123.0,102.0,110.0,105.0,180.0,110.0,,,121.667,2.0
福島,3,5,マシェリアムール,高橋文雅,93.0,95.0,95.0,90.0,102.0,102.0,,,96.167,9.0
福島,3,6,ビビデバビデブー,村田一誠,105.0,75.0,82.0,81.0,118.0,79.0,,,90.0,16.0
福島,3,7,シャインバオバブ,本田優　,82.0,84.0,99.0,98.0,104.0,91.0,,,93.0,12.0
福島,3,8,メイショウサノサ,庄野靖志,79.0,96.0,103.0,100.0,84.0,101.0,,,93.833,11.0
