場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
函館,1,未勝利,芝,1200,稍重,1,ヒャクレツケン,3歳,河原田菜,青木孝文,差し,,0.0,短距離,右回り,芝道悪,Lv3 ,タリスマニック,休明初戦,距離短縮,16,E,12.5,12.0,13.8,15.0,36.2,,35.9,,C,C,D,B,B
函館,1,未勝利,芝,1200,稍重,2,テリオスルミ,3歳,遠藤汰月,高柳瑞樹,逃げ,,0.0,短距離,右回り,芝道悪,Lv3 ,サトノダイヤモンド,休明初戦,,12,E,11.8,1.0,11.8,1.0,34.5,2.0,35.7,,B,C,B,B,
函館,1,未勝利,芝,1200,稍重,3,ティスマイル,3歳,黛弘人,伊藤圭三,追込,,0.0,短距離,右回り,芝道悪,Lv3 ,ウインブライト,休明2走,,15,E,13.3,15.0,13.3,13.0,35.6,,35.3,7.0,D,D,,,
函館,1,未勝利,芝,1200,稍重,4,スタンダールロマン,3歳,松岡正海,堀内岳志,逃げ,,,短距離,右回り,芝道悪,Lv3 ,キタサンブラック,休明初戦,距離短縮,10,E,12.6,13.0,12.6,9.0,36.7,,34.7,4.0,B,C,,,
函館,1,未勝利,芝,1200,稍重,5,ジャーナーリア,3歳,古川吉洋,本田優,先行,,,短距離,右回り,芝道悪,Lv3 ,サートゥルナーリア,,,5,C,12.1,3.0,12.1,2.0,35.1,7.0,37.5,,D,C,C,D,C
函館,1,未勝利,芝,1200,稍重,6,コスモファーブロス,3歳,横山武史,吉田直弘,先行,,50.0,短距離,右回り,芝道悪,Lv3 ,シスキン,,,2,B,11.9,2.0,13.3,13.0,33.9,1.0,34.4,3.0,B,B,B,C,B
函館,1,未勝利,芝,1200,稍重,7,アルサック,3歳,丹内祐次,柴田卓,逃げ,,,短距離,右回り,芝道悪,Lv3 ,シルバーステート,休明初戦,距離延長,4,C,12.1,3.0,12.1,2.0,34.7,3.0,37.8,,C,C,B,B,D
函館,1,未勝利,芝,1200,稍重,8,シーシェル,3歳,柴田裕一,武藤善則,先行,,,短距離,右回り,芝道悪,Lv3 ,アドマイヤマーズ,休明初戦,,13,E,12.1,3.0,12.1,2.0,35.2,8.0,38.8,,C,D,,,
函館,1,未勝利,芝,1200,稍重,9,ニシノマーレ,3歳,小林美駒,伊藤大士,先行,,,短距離,右回り,芝道悪,Lv3 ,ダノンプレミアム,休明3走,距離短縮,1,B,12.3,7.0,12.4,6.0,35.2,8.0,35.3,7.0,D,B,B,C,C
函館,1,未勝利,芝,1200,稍重,10,ディーズメンフィス,3歳,舟山瑠泉,村田一誠,先行,,,短距離,右回り,芝道悪,Lv3 ,Sottsass,休明3走,,9,D,12.3,7.0,12.5,8.0,35.4,,37.3,,C,D,D,,
函館,1,未勝利,芝,1200,稍重,11,ハナイロマヒナ,3歳,北村友一,高橋亮,差し,,0.0,短距離,右回り,芝道悪,Lv3 ,ロゴタイプ,休明初戦,,6,D,12.4,10.0,12.4,6.0,34.7,3.0,35.2,6.0,A,C,D,D,
函館,1,未勝利,芝,1200,稍重,12,デルマハルナ,3歳,鷲頭虎太,天間昭一,,,,短距離,右回り,芝道悪,Lv3 ,ディーマジェスティ,,,14,E,,,,,,,,,,,,,
函館,1,未勝利,芝,1200,稍重,13,ヨドノサファイア,3歳,荻野極,稲垣幸雄,先行,,0.0,短距離,右回り,芝道悪,Lv3 ,ジャスタウェイ,休明初戦,,8,D,12.3,7.0,12.3,5.0,34.7,3.0,33.6,1.0,B,D,B,,
函館,1,未勝利,芝,1200,稍重,14,ソレイユルヴァン,3歳,小沢大仁,辻野泰之,先行,,,短距離,右回り,芝道悪,Lv3 ,シスキン,休明初戦,距離短縮,11,E,13.2,14.0,13.2,12.0,37.5,,35.5,,C,,,,
函館,1,未勝利,芝,1200,稍重,15,テンユウ,3歳,岩田康誠,奥村武,差し,,,短距離,右回り,芝道悪,Lv3 ,サートゥルナーリア,休明3走,距離短縮,3,C,12.4,10.0,12.9,11.0,36.2,,33.9,2.0,B,D,C,C,B
函館,1,未勝利,芝,1200,稍重,16,ティンクルバレット,3歳,池添謙一,池添学,先行,,0.0,短距離,右回り,芝道悪,Lv3 ,ミッキーアイル,休明初戦,,7,D,12.2,6.0,12.6,9.0,34.8,6.0,34.8,5.0,B,D,C,B,
函館,2,未勝利,ダート,1700,稍重,1,ワンダーアスク,3歳,川又賢治,笹田和秀,差し,,,中距離,右回り,ダ道悪,Lv2 ,オルフェーヴル,休明初戦,距離延長,7,D,12.6,5.0,13.3,6.0,36.1,2.0,36.7,1.0,B,C,B,D,B
函館,2,未勝利,ダート,1700,稍重,2,コウソクユノ,3歳,横山武史,中舘英二,先行,,50.0,中距離,右回り,ダ道悪,Lv2 ,ブリックスアンドモルタル,休明3走,距離短縮,4,C,13.0,10.0,13.0,4.0,36.8,,38.2,5.0,C,C,C,C,
函館,2,未勝利,ダート,1700,稍重,3,ベルラフィネ,3歳,小沢大仁,岡田稲男,先行,,0.0,中距離,右回り,ダ道悪,Lv2 ,ドレフォン,休明初戦,距離短縮,11,E,13.2,12.0,13.2,5.0,37.4,,38.1,3.0,C,C,,,
