場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
福島,1,未勝利,ダート,1150,不良,1,セラード,2歳,横山琉人,佐藤吉勝,差し,,0.0,短距離,右回り,,Lv2 ,436.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,2,テントウムシサンバ,2歳,川端海翼,石栗龍彦,追込,,,短距離,右回り,,Lv2 ,498.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,3,ボヌールキャッツ,2歳,永島まな,浜田多実,先行,,0.0,短距離,右回り,,Lv2 ,436.0,休明初戦,距離延長
福島,1,未勝利,ダート,1150,不良,4,レーヴレジェンド,2歳,菊沢一樹,金成貴史,差し,,,短距離,右回り,,Lv2 ,480.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,5,カズノマリア,2歳,石田拓郎,尾形和幸,先行,,,短距離,右回り,,Lv2 ,450.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,6,スターアイズ,2歳,高杉吏麒,小椋研介,先行,,,短距離,右回り,,Lv2 ,416.0,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,不良,7,ブルドッグキング,2歳,斎藤新,斎藤誠,逃げ,,50.0,短距離,右回り,,Lv2 ,484.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,8,ウインレアリゼ,2歳,松岡正海,小手川準,先行,,0.0,短距離,右回り,,Lv2 ,454.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,9,エスパノーラ,2歳,原田和真,池上昌和,逃げ,,,短距離,右回り,,Lv2 ,486.0,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,不良,10,カリスパール,2歳,橋木太希,村山明,追込,,0.0,短距離,右回り,,Lv2 ,480.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,11,キーソナタ,2歳,長浜鴻緒,矢嶋大樹,先行,,0.0,短距離,右回り,,Lv2 ,428.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,12,モーニングスター,2歳,小林美駒,加藤和宏,追込,,100.0,短距離,右回り,,Lv2 ,432.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,13,ホウヨウムーン,2歳,嶋田純次,伊坂重信,差し,,,短距離,右回り,,Lv2 ,448.0,,距離短縮
福島,1,未勝利,ダート,1150,不良,14,ニッシンゲッポ,2歳,木幡育也,金成貴史,差し,,,短距離,右回り,,Lv2 ,426.0,,距離短縮
