,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2022,4.0,,73.0,,,77.0,29.0,48.0,,,18.0,23.0,4.0,9.0,2.0,,12.0,9.0,2.0,,,51.0,,26.0,
2023,5.0,,102.0,,,107.0,31.0,76.0,,,20.0,21.0,4.0,13.0,6.0,5.0,14.0,24.0,3.0,,,71.0,,36.0,
2024,6.0,1.0,87.0,,,94.0,29.0,65.0,,,15.0,16.0,6.0,9.0,7.0,11.0,4.0,26.0,2.0,,,56.0,,38.0,
2025,6.0,1.0,90.0,,,97.0,27.0,70.0,,,7.0,14.0,7.0,19.0,6.0,13.0,12.0,19.0,1.0,,,68.0,,29.0,
