場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,ゴットリープ,杉原誠人,-990.0,489.0,-2358.0,268.0,-638.0,,-3229.0,9.0
福島,1,2,ハクサンアイ,斎藤新　,-130.0,-651.0,-415.0,-1115.0,13.0,,-2298.0,8.0
福島,1,3,エスグラシア,黛弘人　,484.0,1328.0,8.0,801.0,243.0,,2864.0,5.0
福島,1,4,ダイチラファール,永島まな,222.0,-1844.0,-2839.0,-1099.0,-1733.0,,-7293.0,11.0
福島,1,5,サザンレイク,長浜鴻緒,,,,,,,,
福島,1,6,フォートボヤール,石神深道,,,,,,,,
福島,1,7,シュークリーム,菊沢一樹,1115.0,-709.0,1851.0,2615.0,349.0,,5221.0,3.0
福島,1,8,エコロエイト,丹内祐次,-286.0,3775.0,826.0,3334.0,6405.0,,14054.0,1.0
福島,1,9,キャンドルベリー,川端海翼,-480.0,693.0,-2148.0,-464.0,-3512.0,,-5911.0,10.0
福島,1,10,パレフォーコン,高杉吏麒,,,,,,,,
福島,1,11,カンフーダンス,小沢大仁,-465.0,-1333.0,-459.0,-4112.0,-1945.0,,-8314.0,12.0
福島,1,12,ペイシャスウィフト,西塚洸二,-49.0,1790.0,1062.0,1200.0,-3767.0,,236.0,6.0
福島,1,13,クインズポラリス,石田拓郎,-1497.0,-2364.0,-2910.0,-1440.0,-3940.0,,-12151.0,13.0
福島,1,14,パイリヴレ,小林美駒,2202.0,-252.0,605.0,1107.0,2599.0,,6261.0,2.0
福島,1,15,シャーンゴッセ,泉谷楓真,646.0,577.0,398.0,603.0,924.0,,3148.0,4.0
福島,1,16,アウゲンブリック,佐藤翔馬,1790.0,-3546.0,557.0,2232.0,-930.0,,103.0,7.0
福島,2,1,マタミカンサン,高杉吏麒,,,,,,,,
福島,2,2,アニラ,川端海翼,-480.0,-5025.0,-2148.0,-3533.0,-3512.0,,-14698.0,11.0
福島,2,3,ノワスティエ,大野拓弥,605.0,-346.0,-2096.0,-202.0,397.0,,-1642.0,4.0
福島,2,4,サンコンクエスト,斎藤新　,-130.0,-479.0,-415.0,-340.0,13.0,,-1351.0,3.0
福島,2,5,チョウリニア,小沢大仁,-465.0,-2442.0,-459.0,-10.0,-1945.0,,-5321.0,9.0
