場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
札幌,1,1,トーセンクリステル,-706.0,7.0,-5190.0,5.0,3040.0,2.0,-2.856,4.0
札幌,1,2,ニシノガンリキ,,,,,3040.0,2.0,,
札幌,1,3,マーゴットミスト,8404.0,1.0,-7073.0,6.0,6034.0,1.0,7.365,2.0
札幌,1,4,ココソラーレ,3263.0,5.0,,,-3638.0,8.0,,
札幌,1,5,ハチハチローズ,-619.0,6.0,9943.0,1.0,-2799.0,6.0,6.525,3.0
札幌,1,6,マスキュラー,3469.0,4.0,139.0,3.0,-8684.0,9.0,-5.076,5.0
札幌,1,7,サンタカリス,4644.0,3.0,,,,,,
札幌,1,8,ウチュウノセカイ,8123.0,2.0,1475.0,2.0,1614.0,5.0,11.212,1.0
札幌,1,9,ライトアズフェザー,-7202.0,9.0,-12342.0,7.0,2597.0,4.0,-16.947,7.0
札幌,1,10,ハルヒメ,-2903.0,8.0,-368.0,4.0,-3177.0,7.0,-6.448,6.0
札幌,2,1,クックパイン,,,766.0,5.0,1640.0,6.0,,
札幌,2,2,ステイアンビシャス,-1808.0,6.0,14516.0,1.0,-5889.0,12.0,6.819,2.0
札幌,2,3,マブアンドフェール,5888.0,1.0,-7388.0,10.0,-14.0,8.0,-1.514,5.0
札幌,2,4,キムタックフェイス,1359.0,4.0,2001.0,3.0,4389.0,2.0,7.749,1.0
札幌,2,5,クレヨンポップ,,,-6314.0,8.0,2600.0,4.0,,
札幌,2,6,キタノアンシェル,-4483.0,9.0,-6862.0,9.0,-3558.0,11.0,-14.903,7.0
札幌,2,7,カピオラ,,,2001.0,3.0,3987.0,3.0,,
札幌,2,8,マージャング,-3671.0,8.0,,,1710.0,5.0,,
札幌,2,9,トモジャイブ,-714.0,5.0,-1512.0,7.0,5782.0,1.0,3.556,4.0
札幌,2,10,ケイアイワイラーパ,-1954.0,7.0,-753.0,6.0,969.0,7.0,-1.738,6.0
札幌,2,11,オオタチ,2767.0,3.0,4295.0,2.0,-874.0,10.0,6.188,3.0
札幌,2,12,アルデフォックス,4663.0,2.0,,,-506.0,9.0,,
札幌,3,1,クランドゥイユ,-5003.0,13.0,-1312.0,9.0,,,,
札幌,3,2,アクデニズ,-1514.0,11.0,,,-3557.0,13.0,,
札幌,3,3,アンジュフラム,-286.0,10.0,-6699.0,13.0,-1946.0,10.0,-8.931,8.0
札幌,3,4,ヒルノレーダン,4372.0,3.0,-1833.0,10.0,-3013.0,12.0,-0.474,7.0
札幌,3,5,ミステンザン,,,6237.0,3.0,6124.0,1.0,,
札幌,3,6,ガンビーチ,66.0,9.0,,,-1364.0,8.0,,
札幌,3,7,メイショウキンタイ,-4457.0,12.0,3285.0,4.0,1861.0,6.0,0.689,6.0
札幌,3,8,スマイルラッシュ,5611.0,2.0,-1139.0,8.0,-2801.0,11.0,1.671,5.0
札幌,3,9,エバーステイ,3332.0,5.0,8522.0,1.0,-1302.0,7.0,10.552,1.0
