場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,リザンテラ,-1313.0,10.0,-591.0,7.0,850.0,4.0,-1.054,8.0
中山,1,2,アイガー,-3078.0,13.0,19305.0,1.0,-2250.0,8.0,13.977,3.0
中山,1,3,キープオントップ,5927.0,5.0,-1958.0,11.0,294.0,5.0,4.263,6.0
中山,1,4,フジレイメイ,-1916.0,11.0,19305.0,1.0,-3743.0,11.0,13.646,4.0
中山,1,5,エポカリーナ,-265.0,8.0,,,-10554.0,16.0,,
中山,1,6,グラスビジョン,-562.0,9.0,,,-4425.0,13.0,,
中山,1,7,カイトヴィント,-6114.0,14.0,5219.0,5.0,-2807.0,9.0,-3.702,9.0
中山,1,8,アルデツヨシ,-2769.0,12.0,-11003.0,13.0,6432.0,2.0,-7.34,11.0
中山,1,9,ロジアヴァンセ,6210.0,4.0,,,-3097.0,10.0,,
中山,1,10,ドリームパンジャ,6546.0,3.0,-1487.0,8.0,4068.0,3.0,9.127,5.0
中山,1,11,シップウジョー,-118.0,7.0,-1890.0,9.0,-4600.0,14.0,-6.608,10.0
中山,1,12,カフェノーチェ,291.0,6.0,1944.0,6.0,151.0,6.0,2.386,7.0
中山,1,13,ミスターロスカボス,,,-6258.0,12.0,-7421.0,15.0,,
中山,1,14,チェインズモーカー,6821.0,2.0,6134.0,4.0,7981.0,1.0,20.936,1.0
中山,1,15,ブラザービート,-8338.0,15.0,-1890.0,9.0,-3924.0,12.0,-14.152,12.0
中山,1,16,ミヤグリフォン,11236.0,1.0,6346.0,3.0,-108.0,7.0,17.474,2.0
中山,2,1,スマートアシェル,-151.0,7.0,-894.0,9.0,-544.0,9.0,-1.589,9.0
中山,2,2,サヨノスピークロウ,13364.0,1.0,-722.0,8.0,4368.0,2.0,17.01,1.0
中山,2,3,キーベスト,,,-9533.0,14.0,-1853.0,12.0,,
中山,2,4,ジルクン,-4616.0,12.0,3857.0,5.0,7033.0,1.0,6.274,3.0
中山,2,5,タッカーバリアント,-2425.0,9.0,17518.0,2.0,-669.0,10.0,14.424,2.0
中山,2,6,カウンターセブン,-1323.0,8.0,-6162.0,13.0,-17705.0,16.0,-25.19,13.0
中山,2,7,チュラット,-4167.0,11.0,3976.0,4.0,1231.0,8.0,1.04,8.0
中山,2,8,コーシューパンジャ,1376.0,6.0,-4532.0,12.0,-5507.0,15.0,-8.663,11.0
中山,2,9,ナックオリオン,2708.0,5.0,-3187.0,11.0,2287.0,5.0,1.808,6.0
中山,2,10,タッチザシーリング,6485.0,2.0,-13497.0,15.0,-4843.0,14.0,-11.855,12.0
中山,2,11,イデアニポーテ,5295.0,3.0,3408.0,7.0,-2871.0,13.0,5.832,4.0
中山,2,12,アンエクスプロード,-6578.0,14.0,7761.0,3.0,2819.0,4.0,4.002,5.0
中山,2,13,ミンナデガンバル,-2700.0,10.0,-2855.0,10.0,1296.0,7.0,-4.259,10.0
中山,2,14,ニシノカクテル,2996.0,4.0,,,1880.0,6.0,,
中山,2,15,ゴールドリッカ,,,30023.0,1.0,-1212.0,11.0,,
中山,2,16,サマースイートピー,-5004.0,13.0,3798.0,6.0,2878.0,3.0,1.672,7.0
中山,3,1,ヒロノビックバン,-6114.0,12.0,1722.0,7.0,-5179.0,11.0,-9.571,9.0
中山,3,2,オンクラウドナイン,3462.0,3.0,6807.0,4.0,4301.0,3.0,14.57,1.0
中山,3,3,カズナリ,5927.0,2.0,2328.0,6.0,-631.0,7.0,7.624,3.0
中山,3,4,ノイシュタット,-304.0,6.0,-844.0,10.0,5264.0,1.0,4.116,6.0
中山,3,5,カゼニナッテル,-1313.0,8.0,,,850.0,4.0,,
中山,3,6,ロジジェンス,-8338.0,13.0,18034.0,2.0,151.0,6.0,9.847,2.0
中山,3,7,ライジンシチー,,,20975.0,1.0,-1695.0,9.0,,
中山,3,8,リアライズハロック,-1596.0,9.0,,,4490.0,2.0,,
中山,3,9,サンマルストロング,-2600.0,10.0,-1601.0,11.0,-10554.0,13.0,-14.755,10.0
中山,3,10,ゲンパチルーナ,-118.0,4.0,1266.0,9.0,294.0,5.0,1.442,8.0
中山,3,11,デアマトローナ,-265.0,5.0,12807.0,3.0,-5305.0,12.0,7.237,4.0
中山,3,12,トラストギャロップ,-973.0,7.0,6637.0,5.0,-1635.0,8.0,4.029,7.0
中山,3,13,ハルノート,11236.0,1.0,-1958.0,12.0,-2978.0,10.0,6.3,5.0
中山,3,14,メモリアカフェ,-3134.0,11.0,1429.0,8.0,,,,
中山,4,1,ノアフェイス,1093.0,2.0,670.0,5.0,-781.0,8.0,0.982,6.0
中山,4,2,ポリトナリティー,218.0,4.0,2149.0,3.0,308.0,6.0,2.675,1.0
中山,4,3,コスモゴレアドール,221.0,3.0,-212.0,7.0,-3716.0,14.0,-3.707,12.0
中山,4,4,ガンダルフ,-138.0,8.0,-273.0,9.0,-1367.0,10.0,-1.778,10.0
中山,4,5,イチリュウオー,-1440.0,14.0,-3171.0,14.0,-2135.0,12.0,-6.746,14.0
中山,4,6,フェーングロッテン,-479.0,10.0,854.0,4.0,2201.0,1.0,2.576,2.0
中山,4,7,ワタシダケドナニカ,-1175.0,13.0,-1716.0,12.0,-2183.0,13.0,-5.074,13.0
中山,4,8,ネイチャーシップ,-444.0,9.0,-212.0,7.0,1856.0,2.0,1.2,5.0
中山,4,9,グラヴィテ,22.0,6.0,-363.0,10.0,-1500.0,11.0,-1.841,11.0
中山,4,10,タイセイエピソード,1152.0,1.0,-3044.0,13.0,1734.0,3.0,-0.158,8.0
中山,4,11,マルベリーシチー,114.0,5.0,-1397.0,11.0,-77.0,7.0,-1.36,9.0
中山,4,12,ドライブアローカス,-857.0,11.0,197.0,6.0,1513.0,4.0,0.853,7.0
中山,4,13,グランサバナ,-67.0,7.0,2709.0,1.0,-1194.0,9.0,1.448,4.0
中山,4,14,セファーラジエル,-934.0,12.0,2390.0,2.0,509.0,5.0,1.965,3.0
中山,5,1,アルガムベイ,2069.0,6.0,-5717.0,13.0,3087.0,3.0,-0.561,4.0
中山,5,2,ファンタイムギフト,1902.0,7.0,11428.0,1.0,-5548.0,12.0,7.782,2.0
中山,5,3,キャナルクルーズ,74.0,9.0,-5147.0,10.0,-2235.0,9.0,-7.308,9.0
中山,5,4,ワンショートデイ,-1526.0,10.0,-476.0,5.0,-7319.0,16.0,-9.321,11.0
中山,5,5,ミリアドタレント,6325.0,3.0,,,2818.0,4.0,,
中山,5,6,フクチャンダイオウ,-1582.0,11.0,-5147.0,10.0,-1010.0,7.0,-7.739,10.0
中山,5,7,ドルビナ,1772.0,8.0,-4718.0,8.0,2275.0,5.0,-0.671,6.0
中山,5,8,ルトンワージ,3864.0,4.0,-9611.0,15.0,3136.0,2.0,-2.611,7.0
中山,5,9,ユキノホワイト,12602.0,1.0,629.0,3.0,3584.0,1.0,16.815,1.0
中山,5,10,ホシニネガイヲ,3065.0,5.0,-68.0,4.0,1911.0,6.0,4.908,3.0
中山,5,11,ブルスカメンテ,-3387.0,13.0,-6726.0,14.0,-1122.0,8.0,-11.235,12.0
中山,5,12,スペシャルバニー,9240.0,2.0,-5119.0,9.0,-4696.0,11.0,-0.575,5.0
中山,5,13,テルケンレンチャオ,-3538.0,14.0,-2657.0,7.0,-5682.0,13.0,-11.877,14.0
中山,5,14,オプレントジュエル,-3061.0,12.0,2404.0,2.0,-3105.0,10.0,-3.762,8.0
中山,5,15,サマースピリット,-4378.0,15.0,-500.0,6.0,-6371.0,14.0,-11.249,13.0
中山,5,16,ピエノダモーレ,,,-5319.0,12.0,-6589.0,15.0,,
中山,6,1,オストラヴァ,-429.0,7.0,6789.0,3.0,-548.0,5.0,5.812,4.0
中山,6,2,ヤコブセン,2418.0,4.0,-25188.0,12.0,-1592.0,8.0,-24.362,12.0
中山,6,3,ココロビジン,4316.0,2.0,169.0,8.0,-5204.0,12.0,-0.719,8.0
中山,6,4,リガーレ,1386.0,6.0,16910.0,1.0,-3938.0,9.0,14.358,2.0
中山,6,5,カゼノタカトシ,3938.0,3.0,-13043.0,11.0,-1290.0,7.0,-10.395,10.0
中山,6,6,ラーナローザ,1929.0,5.0,10762.0,2.0,-1254.0,6.0,11.437,3.0
中山,6,7,コスモキャバリエ,-3664.0,10.0,535.0,7.0,2457.0,3.0,-0.672,7.0
中山,6,8,ジェットブレード,-2608.0,9.0,1321.0,4.0,3234.0,2.0,1.947,5.0
中山,6,9,スモーキーゴッド,-1200.0,8.0,983.0,5.0,-110.0,4.0,-0.327,6.0
中山,6,10,ドーバーブライト,-8965.0,12.0,-331.0,9.0,-4526.0,10.0,-13.822,11.0
中山,6,11,ビッキーファースト,8071.0,1.0,724.0,6.0,6585.0,1.0,15.38,1.0
中山,6,12,アマキヒ,-4425.0,11.0,-960.0,10.0,-4934.0,11.0,-10.319,9.0
