場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
東京,1,1,ウィンターサン,3863.0,2.0,13691.0,3.0,2349.0,5.0,19.903,2.0
東京,1,2,マジカルレインボー,-1076.0,10.0,-6673.0,14.0,-7348.0,14.0,-15.097,13.0
東京,1,3,ピコチマチ,1525.0,5.0,-9213.0,15.0,4730.0,3.0,-2.958,8.0
東京,1,4,ミッキーラサルダン,,,917.0,9.0,4871.0,2.0,,
東京,1,5,シウダーエヴィータ,7641.0,1.0,1331.0,7.0,-1017.0,9.0,7.955,5.0
東京,1,6,ミヤグリフォン,-1791.0,11.0,7998.0,5.0,7053.0,1.0,13.26,4.0
東京,1,7,カレリアンダンス,-407.0,8.0,18589.0,2.0,-110.0,8.0,18.072,3.0
東京,1,8,カプア,1662.0,4.0,24836.0,1.0,-6336.0,11.0,20.162,1.0
東京,1,9,グランセゾン,3843.0,3.0,1930.0,6.0,-9373.0,15.0,-3.6,9.0
東京,1,10,リカード,-11279.0,14.0,13691.0,3.0,-7268.0,12.0,-4.856,10.0
東京,1,11,スイートロータス,598.0,6.0,-2973.0,13.0,2047.0,7.0,-0.328,6.0
東京,1,12,ワナカ,-461.0,9.0,-12992.0,16.0,2290.0,6.0,-11.163,12.0
東京,1,13,ジュールスレーヴ,,,722.0,10.0,-1780.0,10.0,,
東京,1,14,キョウエイセレッソ,-3799.0,13.0,598.0,11.0,2460.0,4.0,-0.741,7.0
東京,1,15,イーサンペガサス,-2877.0,12.0,-113.0,12.0,,,,
東京,1,16,ジェンダアネモス,-170.0,7.0,995.0,8.0,-7269.0,13.0,-6.444,11.0
東京,2,1,セラドピラール,-3046.0,12.0,-4683.0,13.0,4873.0,2.0,-2.856,8.0
東京,2,2,セイスイミリオン,-2627.0,11.0,1313.0,6.0,-3892.0,14.0,-5.206,9.0
東京,2,3,トウシンバカラ,2453.0,3.0,17933.0,2.0,-3022.0,11.0,17.364,3.0
東京,2,4,ノースグロリア,,,-1966.0,9.0,-741.0,8.0,,
東京,2,5,マブアンドフェール,2772.0,1.0,-4637.0,12.0,739.0,6.0,-1.126,5.0
東京,2,6,イベンチュアリー,1140.0,6.0,16172.0,3.0,739.0,6.0,18.051,2.0
東京,2,7,マイネルジーニアス,1945.0,4.0,27800.0,1.0,6790.0,1.0,36.535,1.0
東京,2,8,サクラコーラル,1294.0,5.0,-8520.0,16.0,-5629.0,16.0,-12.855,12.0
東京,2,9,リバティフレイム,-570.0,7.0,-4392.0,11.0,2450.0,5.0,-2.512,6.0
東京,2,10,パブリックスフィア,-1355.0,8.0,2273.0,5.0,-3644.0,13.0,-2.726,7.0
東京,2,11,トライゴーニック,,,-37.0,7.0,4585.0,3.0,,
東京,2,12,テソリーノ,,,-143.0,8.0,-2462.0,10.0,,
東京,2,13,オンクラウドナイン,-1361.0,9.0,6210.0,4.0,4447.0,4.0,9.296,4.0
東京,2,14,ホークライト,-7133.0,13.0,-5983.0,15.0,-2288.0,9.0,-15.404,13.0
東京,2,15,ミスブランニュデイ,2572.0,2.0,-5624.0,14.0,-4893.0,15.0,-7.945,11.0
東京,2,16,ドラゴンバスター,-2508.0,10.0,-2003.0,10.0,-3280.0,12.0,-7.791,10.0
東京,3,1,ベアリミッション,-2258.0,12.0,-5343.0,14.0,168.0,9.0,-7.433,11.0
東京,3,2,ロードオブドリーム,7017.0,2.0,15356.0,1.0,171.0,8.0,22.544,1.0
東京,3,3,マイネルアズーロ,2650.0,5.0,5886.0,3.0,4282.0,5.0,12.818,2.0
