場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
福島,1,1,レイアポポ,-7228.0,13.0,30191.0,1.0,501.0,6.0,23.464,1.0
福島,1,2,ユアマイクラッシュ,4845.0,3.0,-708.0,8.0,-582.0,9.0,3.555,7.0
福島,1,3,ジーティーカメリア,-3257.0,9.0,1568.0,6.0,1962.0,4.0,0.273,8.0
福島,1,4,デルタウェーブ,13885.0,1.0,-6997.0,10.0,4348.0,2.0,11.236,2.0
福島,1,5,アイドルフェスタ,-3791.0,10.0,9984.0,2.0,142.0,8.0,6.335,5.0
福島,1,6,コロラマ,,,,,-5035.0,12.0,,
福島,1,7,ライデンシャフト,-3922.0,11.0,-10794.0,11.0,1962.0,4.0,-12.754,11.0
福島,1,8,サンピノン,1600.0,5.0,2447.0,5.0,3057.0,3.0,7.104,4.0
福島,1,9,ブルーフラット,-2169.0,8.0,-12390.0,13.0,-5247.0,13.0,-19.806,12.0
福島,1,10,フラッシュケリー,-6637.0,12.0,-11128.0,12.0,-4469.0,11.0,-22.234,13.0
福島,1,11,エスカラムサ,4841.0,4.0,-699.0,7.0,489.0,7.0,4.631,6.0
福島,1,12,アブラカタブラ,6329.0,2.0,4300.0,4.0,-11661.0,16.0,-1.032,9.0
福島,1,13,マジカルキャンディ,-9928.0,14.0,,,-8335.0,15.0,,
福島,1,14,ビーマックス,-557.0,7.0,-6057.0,9.0,-5924.0,14.0,-12.538,10.0
福島,1,15,ファムエレガンテ,-15700.0,15.0,,,-1631.0,10.0,,
福島,1,16,ベルトネ,252.0,6.0,6194.0,3.0,4654.0,1.0,11.1,3.0
福島,2,1,タマモジャスミン,618.0,7.0,-659.0,12.0,4498.0,5.0,4.457,7.0
福島,2,2,メイショウナナコ,1741.0,6.0,3992.0,6.0,6819.0,2.0,12.552,2.0
福島,2,3,ブルームワルツ,569.0,8.0,1976.0,9.0,3383.0,6.0,5.928,5.0
福島,2,4,カルデライト,,,511.0,10.0,7535.0,1.0,,
福島,2,5,ミセスリリー,-1501.0,11.0,-10303.0,15.0,4762.0,4.0,-7.042,10.0
