場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
札幌,1,1,ドナソレイ,-4647.0,8.0,,,306.0,6.0,,
札幌,1,2,クラン,134.0,5.0,,,-3350.0,11.0,,
札幌,1,3,ライフイズ,,,,,6460.0,1.0,,
札幌,1,4,スノーランス,,,-879.0,7.0,3955.0,3.0,,
札幌,1,5,ニシノオールワン,9036.0,1.0,3730.0,4.0,-308.0,7.0,12.458,2.0
札幌,1,6,ワイドアルバ,4667.0,2.0,479.0,5.0,-5040.0,12.0,0.106,5.0
札幌,1,7,ハチハチローズ,-4228.0,7.0,7753.0,2.0,-2104.0,9.0,1.421,4.0
札幌,1,8,アンティミスト,-5696.0,9.0,,,-1962.0,8.0,,
札幌,1,9,ヴィヒタ,-4079.0,6.0,479.0,5.0,-2219.0,10.0,-5.819,6.0
札幌,1,10,プレザントトーン,,,7753.0,2.0,3941.0,4.0,,
札幌,1,11,シュピラー,4280.0,3.0,19539.0,1.0,2797.0,5.0,26.616,1.0
札幌,1,12,オアシスアラン,1601.0,4.0,-2089.0,8.0,4416.0,2.0,3.928,3.0
札幌,2,1,シンシーネ,,,16415.0,2.0,-573.0,9.0,,
札幌,2,2,ハッピールンナ,443.0,5.0,-3109.0,11.0,7205.0,2.0,4.539,6.0
札幌,2,3,カスバートテソーロ,-1366.0,7.0,4130.0,5.0,-191.0,8.0,2.573,7.0
札幌,2,4,ハプスブルグ,-5148.0,11.0,1275.0,8.0,18366.0,1.0,14.493,4.0
札幌,2,5,エニグマティーク,,,-5920.0,12.0,-2776.0,11.0,,
札幌,2,6,スワローサプライズ,,,-20068.0,14.0,3880.0,5.0,,
札幌,2,7,ブルームワルツ,-4051.0,9.0,576.0,9.0,3148.0,6.0,-0.327,8.0
札幌,2,8,ハイゼンスレイ,8315.0,2.0,2765.0,6.0,4953.0,4.0,16.033,2.0
札幌,2,9,ホウオウハナビ,-175.0,6.0,-18097.0,13.0,-2922.0,12.0,-21.194,11.0
札幌,2,10,ヤマニンパルフェ,-5072.0,10.0,1420.0,7.0,1840.0,7.0,-1.812,10.0
札幌,2,11,メイショウナナコ,-2842.0,8.0,4669.0,4.0,6704.0,3.0,8.531,5.0
札幌,2,12,アニラ,2155.0,3.0,19002.0,1.0,-3446.0,14.0,17.711,1.0
札幌,2,13,レディゴディヴァ,11178.0,1.0,6043.0,3.0,-2620.0,10.0,14.601,3.0
札幌,2,14,ルージュラティーナ,2099.0,4.0,576.0,9.0,-3402.0,13.0,-0.727,9.0
札幌,3,1,ヒルノレーダン,4372.0,3.0,-2405.0,11.0,-1907.0,10.0,0.06,4.0
札幌,3,2,クランドゥイユ,5611.0,2.0,-1312.0,10.0,,,,
札幌,3,3,カラーズリング,-5003.0,12.0,24896.0,1.0,-29.0,5.0,19.864,1.0
札幌,3,4,シャインフリーリー,6110.0,1.0,765.0,6.0,-1671.0,9.0,5.204,2.0
札幌,3,5,ルージュレアリーズ,-407.0,7.0,-11570.0,14.0,774.0,3.0,-11.203,8.0
札幌,3,6,マリエンプラッツ,2490.0,5.0,3113.0,2.0,-1188.0,7.0,4.415,3.0
札幌,3,7,オラリオン,,,1164.0,5.0,-7262.0,15.0,,
札幌,3,8,ミルキーハニー,-2307.0,9.0,,,-1242.0,8.0,,
札幌,3,9,ハクサンミラクル,-2351.0,10.0,,,496.0,4.0,,
札幌,3,10,ハルノート,1908.0,6.0,717.0,7.0,-6592.0,14.0,-3.967,5.0
札幌,3,11,ナリノボガート,-4075.0,11.0,-11181.0,12.0,-580.0,6.0,-15.836,9.0
札幌,3,12,マルテアヴニール,,,313.0,9.0,4216.0,1.0,,
札幌,3,13,アルハイルフォート,,,512.0,8.0,3015.0,2.0,,
札幌,3,14,ノボリユーミン,,,1732.0,3.0,-2802.0,12.0,,
札幌,3,15,イモータリティ,-1514.0,8.0,1732.0,3.0,-5504.0,13.0,-5.286,6.0
札幌,3,16,パーフェクトパール,2777.0,4.0,-11439.0,13.0,-2308.0,11.0,-10.97,7.0
札幌,4,1,スフレ,-2842.0,7.0,6043.0,2.0,456.0,8.0,3.657,6.0
札幌,4,2,ハーイバービー,,,-4731.0,10.0,5486.0,3.0,,
札幌,4,3,マナミン,-7825.0,11.0,-5008.0,11.0,-5519.0,11.0,-18.352,10.0
札幌,4,4,ジーティーファラオ,11178.0,1.0,1507.0,6.0,953.0,6.0,13.638,2.0
札幌,4,5,エンドレスバンカー,669.0,5.0,-16373.0,13.0,700.0,7.0,-15.004,9.0
札幌,4,6,ダイハッシュウ,,,830.0,7.0,-4648.0,10.0,,
札幌,4,7,エンジョイドライブ,443.0,6.0,3751.0,5.0,8266.0,2.0,12.46,3.0
札幌,4,8,ザハント,-5072.0,9.0,4978.0,4.0,10467.0,1.0,10.373,4.0
札幌,4,9,アトラクトラン,-4051.0,8.0,-2094.0,8.0,-124.0,9.0,-6.269,8.0
札幌,4,10,オドラニャソンソン,,,-3336.0,9.0,,,,
札幌,4,11,マーゴットビースト,2099.0,4.0,30964.0,1.0,-8745.0,12.0,24.318,1.0
札幌,4,12,ドバイミッション,4168.0,2.0,-6730.0,12.0,3393.0,4.0,0.831,7.0
札幌,4,13,スピードイエロー,2155.0,3.0,5248.0,3.0,1688.0,5.0,9.091,5.0
札幌,4,14,エポカリーナ,-5148.0,10.0,,,-10112.0,13.0,,
札幌,5,1,ジェネチェン,2366.0,3.0,-2339.0,4.0,1673.0,3.0,1.7,3.0
札幌,5,2,トゥレネヴェリテ,-2733.0,6.0,,,6036.0,1.0,,
札幌,5,3,レッドファイブ,-581.0,5.0,,,834.0,4.0,,
札幌,5,4,クレパスキュラー,,,1988.0,2.0,-2432.0,8.0,,
札幌,5,5,クロンヌジャン,-4141.0,7.0,2832.0,1.0,-733.0,5.0,-2.042,5.0
札幌,5,6,グロリアスマーチ,3365.0,2.0,-3389.0,5.0,2233.0,2.0,2.209,2.0
札幌,5,7,シャルムグリーン,9833.0,1.0,-3812.0,6.0,-999.0,6.0,5.022,1.0
札幌,5,8,ストロベリーツリー,1242.0,4.0,1841.0,3.0,-1982.0,7.0,1.101,4.0
札幌,6,1,マンゲタック,-4445.0,11.0,,,755.0,7.0,,
札幌,6,2,ルルファーレ,-2903.0,8.0,-1136.0,5.0,2558.0,4.0,-1.481,6.0
札幌,6,3,リラゲイル,5800.0,4.0,2666.0,3.0,2604.0,3.0,11.07,1.0
札幌,6,4,シャンパングラス,8404.0,1.0,-21516.0,10.0,2467.0,5.0,-10.645,7.0
札幌,6,5,キュイジニエール,-2975.0,9.0,-21516.0,10.0,-2603.0,14.0,-27.094,8.0
札幌,6,6,トーセンアーロン,-1699.0,7.0,,,-2074.0,12.0,,
札幌,6,7,フリアフロリダ,3263.0,6.0,,,6553.0,1.0,,
札幌,6,8,アルシャンティ,,,-4053.0,7.0,-2592.0,13.0,,
札幌,6,9,ショウナンタハティ,,,12263.0,1.0,-2025.0,11.0,,
札幌,6,10,スルースウェイ,4981.0,5.0,-5117.0,8.0,-759.0,8.0,-0.895,5.0
札幌,6,11,ナッシングベター,-3733.0,10.0,3676.0,2.0,1905.0,6.0,1.848,4.0
札幌,6,12,オニムシャ,,,-3535.0,6.0,4106.0,2.0,,
札幌,6,13,ウインイザナミ,8123.0,2.0,-5117.0,8.0,-776.0,10.0,2.23,3.0
札幌,6,14,ウフルピーク,7256.0,3.0,-910.0,4.0,-759.0,8.0,5.587,2.0
札幌,7,1,マーベリックシチー,-1485.0,9.0,6506.0,4.0,773.0,6.0,5.794,5.0
札幌,7,2,ゴルデールスカー,,,-8480.0,10.0,,,,
札幌,7,3,ローズマイスター,-3146.0,10.0,16405.0,1.0,-1688.0,8.0,11.571,3.0
札幌,7,4,マクミランテソーロ,11155.0,1.0,3580.0,6.0,2970.0,4.0,17.705,2.0
札幌,7,5,リーゼノアール,4050.0,3.0,-21725.0,11.0,-3090.0,10.0,-20.765,9.0
札幌,7,6,カペルブリュッケ,8758.0,2.0,16405.0,1.0,3012.0,3.0,28.175,1.0
札幌,7,7,メレカリキマカ,1637.0,5.0,-6494.0,9.0,2310.0,5.0,-2.547,8.0
札幌,7,8,スマートブル,2137.0,4.0,,,,,,
札幌,7,9,アルマグラース,-29.0,8.0,-4540.0,8.0,3715.0,2.0,-0.854,7.0
札幌,7,10,グランレザンドール,,,6225.0,5.0,-828.0,7.0,,
札幌,7,11,ラマンシュ,135.0,7.0,-2384.0,7.0,5205.0,1.0,2.956,6.0
札幌,7,12,アイオリア,269.0,6.0,11995.0,3.0,-2490.0,9.0,9.774,4.0
札幌,8,1,エイシンオニキス,-1433.0,7.0,-152.0,6.0,3188.0,2.0,1.603,5.0
札幌,8,2,ハーエクセレンシー,7942.0,2.0,-8357.0,11.0,-1598.0,5.0,-2.013,7.0
札幌,8,3,サウンドサンライズ,2650.0,6.0,-5449.0,10.0,,,,
札幌,8,4,イゾレエオリア,3413.0,5.0,-2822.0,8.0,-4186.0,8.0,-3.595,8.0
札幌,8,5,メイショウピリカ,3900.0,4.0,6599.0,2.0,-3018.0,7.0,7.481,2.0
札幌,8,6,フェアリーライク,-4139.0,8.0,6265.0,3.0,-2376.0,6.0,-0.25,6.0
札幌,8,7,ソニックドライブ,4772.0,3.0,-2613.0,7.0,7390.0,1.0,9.549,1.0
札幌,8,8,ルールーリマ,-4339.0,9.0,16209.0,1.0,-5132.0,9.0,6.738,4.0
札幌,8,9,ミエノジュピター,,,3038.0,4.0,2749.0,4.0,,
札幌,8,10,フラッシングレート,,,999.0,5.0,,,,
札幌,8,11,エレガンシア,8126.0,1.0,-3642.0,9.0,2775.0,3.0,7.259,3.0
札幌,9,1,メイショウキルギス,,,7674.0,1.0,602.0,5.0,,
札幌,9,2,クラリティスケール,1080.0,3.0,2444.0,4.0,-4574.0,8.0,-1.05,2.0
札幌,9,3,ジーベック,-4563.0,6.0,442.0,6.0,3057.0,3.0,-1.064,3.0
札幌,9,4,モンシェリ,-7684.0,7.0,-542.0,7.0,-3241.0,7.0,-11.467,4.0
札幌,9,5,クーデール,-3742.0,4.0,-3922.0,8.0,-8420.0,9.0,-16.084,5.0
札幌,9,6,ニルアドミラリ,5758.0,1.0,,,4712.0,1.0,,
札幌,9,7,ディアサクセサー,3492.0,2.0,-11344.0,9.0,,,,
札幌,9,8,ボルセーナ,,,2156.0,5.0,3484.0,2.0,,
札幌,9,9,サザンカ,-3948.0,5.0,3729.0,2.0,2368.0,4.0,2.149,1.0
札幌,9,10,カンザシ,,,2949.0,3.0,-837.0,6.0,,
札幌,10,1,スムースベルベット,5611.0,4.0,8966.0,2.0,-7585.0,13.0,6.992,3.0
札幌,10,2,ジャガード,-2499.0,10.0,-1602.0,8.0,-6055.0,11.0,-10.156,10.0
札幌,10,3,クリノハレルヤ,,,8390.0,3.0,1973.0,3.0,,
札幌,10,4,コーティアスマナー,10963.0,1.0,318.0,7.0,-657.0,9.0,10.624,2.0
札幌,10,5,ハートホイップ,-2047.0,9.0,4744.0,6.0,-7406.0,12.0,-4.709,9.0
札幌,10,6,アイオブザストーム,3172.0,6.0,-2983.0,9.0,1525.0,4.0,1.714,7.0
札幌,10,7,ラホーヤストーム,4172.0,5.0,5365.0,5.0,-3348.0,10.0,6.189,6.0
札幌,10,8,ゴールドスター,-316.0,7.0,10040.0,1.0,968.0,6.0,10.692,1.0
札幌,10,9,ヴァンヴィーヴ,6436.0,2.0,-5269.0,10.0,5407.0,1.0,6.574,4.0
札幌,10,10,メイケイバートン,-4963.0,11.0,6362.0,4.0,5076.0,2.0,6.475,5.0
札幌,10,11,エヴァンスウィート,5984.0,3.0,-6243.0,11.0,-490.0,8.0,-0.749,8.0
札幌,10,12,カリーシ,,,-9773.0,12.0,1430.0,5.0,,
札幌,10,13,イグニション,-691.0,8.0,,,-104.0,7.0,,
札幌,11,1,パレハ,8790.0,2.0,-4436.0,12.0,-2033.0,11.0,2.321,8.0
札幌,11,2,フェアエールング,10854.0,1.0,1054.0,9.0,3793.0,3.0,15.701,3.0
札幌,11,3,グランスラムアスク,-3974.0,13.0,-3212.0,11.0,-231.0,8.0,-7.417,12.0
札幌,11,4,ココナッツブラウン,4028.0,4.0,4988.0,5.0,6007.0,1.0,15.023,4.0
札幌,11,5,コンクシェル,1578.0,7.0,14976.0,3.0,733.0,7.0,17.287,2.0
札幌,11,6,ドナベティ,7235.0,3.0,2034.0,8.0,-720.0,10.0,8.549,5.0
札幌,11,7,レーゼドラマ,,,15865.0,2.0,3216.0,5.0,,
札幌,11,8,シングザットソング,-3736.0,12.0,-6993.0,14.0,2744.0,6.0,-7.985,13.0
札幌,11,9,ビヨンドザヴァレー,2419.0,5.0,7983.0,4.0,-2079.0,12.0,8.323,6.0
札幌,11,10,アルジーヌ,2033.0,6.0,-5727.0,13.0,-2723.0,13.0,-6.417,11.0
札幌,11,11,ライラック,359.0,8.0,4784.0,6.0,-3260.0,14.0,1.883,9.0
札幌,11,12,アリスヴェリテ,-915.0,10.0,20459.0,1.0,4932.0,2.0,24.476,1.0
札幌,11,13,クリスマスパレード,-2074.0,11.0,3814.0,7.0,-444.0,9.0,1.296,10.0
札幌,11,14,フィールシンパシー,-420.0,9.0,151.0,10.0,3386.0,4.0,3.117,7.0
札幌,12,1,ラーシャローム,-198.0,3.0,-765.0,5.0,-656.0,7.0,-1.619,6.0
札幌,12,2,ディアマイハニー,-882.0,4.0,1392.0,2.0,2423.0,4.0,2.933,2.0
札幌,12,3,ペリプルス,-1446.0,5.0,-632.0,4.0,870.0,5.0,-1.208,5.0
札幌,12,4,シャインバオバブ,2743.0,2.0,-333.0,3.0,-2476.0,8.0,-0.066,3.0
札幌,12,5,カーミングライツ,,,-3928.0,7.0,4315.0,1.0,,
札幌,12,6,アルマデオロ,-3251.0,7.0,-11600.0,8.0,-280.0,6.0,-15.131,7.0
札幌,12,7,マイファミリー,6035.0,1.0,1823.0,1.0,3364.0,2.0,11.222,1.0
札幌,12,8,ボンドロア,-1805.0,6.0,-1840.0,6.0,2877.0,3.0,-0.768,4.0
新潟,1,1,ルドヴィクス,3187.0,2.0,-5159.0,13.0,1505.0,3.0,-0.467,8.0
新潟,1,2,ジュリアスローズ,-2710.0,12.0,-8524.0,14.0,-479.0,8.0,-11.713,14.0
新潟,1,3,ラパンラピッド,2478.0,3.0,2263.0,3.0,63.0,7.0,4.804,3.0
新潟,1,4,アナザーエース,-830.0,10.0,151.0,6.0,397.0,6.0,-0.282,6.0
新潟,1,5,スズカコテキタイ,1149.0,5.0,1936.0,4.0,-3465.0,13.0,-0.38,7.0
新潟,1,6,カレンマックナイト,-435.0,9.0,-154.0,7.0,-3584.0,14.0,-4.173,11.0
新潟,1,7,サニーオーシャン,-5135.0,14.0,-1127.0,9.0,-2800.0,12.0,-9.062,13.0
新潟,1,8,ゴットリープ,-198.0,7.0,-1650.0,11.0,-2560.0,11.0,-4.408,12.0
新潟,1,9,ケイアイカラキア,-276.0,8.0,-1323.0,10.0,-1285.0,10.0,-2.884,10.0
新潟,1,10,グローリーアテイン,1488.0,4.0,-523.0,8.0,780.0,5.0,1.745,5.0
新潟,1,11,ソルトロング,-876.0,11.0,1350.0,5.0,1851.0,2.0,2.325,4.0
新潟,1,12,サンライズウェーヴ,669.0,6.0,-3838.0,12.0,879.0,4.0,-2.29,9.0
新潟,1,13,コンクエスト,-3693.0,13.0,10249.0,1.0,-525.0,9.0,6.031,2.0
新潟,1,14,ウェイトゥザドーン,4900.0,1.0,4032.0,2.0,2195.0,1.0,11.127,1.0
新潟,2,1,ランニングビーチ,6118.0,2.0,7040.0,1.0,5271.0,1.0,18.429,1.0
新潟,2,2,ライトアファイア,10216.0,1.0,-281.0,5.0,-1084.0,7.0,8.851,2.0
新潟,2,3,アルファシーナ,,,,,-4453.0,12.0,,
新潟,2,4,マーゴットクリュグ,3152.0,3.0,-764.0,6.0,-276.0,6.0,2.112,3.0
新潟,2,5,モアザンファイア,-2153.0,9.0,-1596.0,7.0,3028.0,3.0,-0.721,5.0
新潟,2,6,シューティングガイ,-1492.0,8.0,2282.0,4.0,-2147.0,8.0,-1.357,6.0
新潟,2,7,チャチャコマニ,-3603.0,12.0,4159.0,2.0,,,,
新潟,2,8,イナズマダイモン,220.0,6.0,,,-2829.0,9.0,,
新潟,2,9,ウインターブレス,1066.0,5.0,-5403.0,10.0,4381.0,2.0,0.044,4.0
新潟,2,10,トーアシチフクジン,-5075.0,13.0,2896.0,3.0,-14070.0,14.0,-16.249,9.0
新潟,2,11,リバーシティ,-15268.0,14.0,,,1996.0,5.0,,
新潟,2,12,トモエナゲ,-3383.0,11.0,-1596.0,7.0,-3235.0,10.0,-8.214,8.0
新潟,2,13,ドゥーニ,1877.0,4.0,,,-7378.0,13.0,,
新潟,2,14,サマーマッドネス,-2352.0,10.0,,,2150.0,4.0,,
新潟,2,15,ルサフィール,-566.0,7.0,-2031.0,9.0,-4229.0,11.0,-6.826,7.0
新潟,3,1,マイネルヴェーゼン,-1814.0,4.0,,,-4631.0,5.0,,
