場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
札幌,1,1,ラスベガスサイン,-2527.0,7.0,-2456.0,6.0,2765.0,2.0,-2.218,6.0
札幌,1,2,ディオスデルマール,,,,,,,,
札幌,1,3,ヒッグスボソン,9085.0,1.0,550.0,4.0,-821.0,5.0,8.814,1.0
札幌,1,4,グリーンスリーヴス,-7374.0,9.0,,,-1028.0,6.0,,
札幌,1,5,ココソラーレ,-244.0,6.0,,,-3638.0,8.0,,
札幌,1,6,ジュディーイメル,3972.0,3.0,1423.0,3.0,1483.0,4.0,6.878,2.0
札幌,1,7,ウーマンズパワー,2142.0,5.0,1889.0,1.0,2211.0,3.0,6.242,3.0
札幌,1,8,ハネマン,4694.0,2.0,550.0,4.0,-6038.0,9.0,-0.794,5.0
札幌,1,9,プレヒティヒ,3831.0,4.0,,,-1429.0,7.0,,
札幌,1,10,ファニーバニー,-2558.0,8.0,1792.0,2.0,6034.0,1.0,5.268,4.0
札幌,2,1,リポジノ,-3679.0,7.0,4669.0,5.0,2201.0,4.0,3.191,5.0
札幌,2,2,ハローエンジェル,,,-10240.0,11.0,10467.0,2.0,,
札幌,2,3,スフレ,,,6043.0,2.0,456.0,6.0,,
札幌,2,4,アラマンダ,3626.0,3.0,-10240.0,11.0,-4471.0,13.0,-11.085,6.0
札幌,2,5,アクセルギア,,,-9583.0,10.0,18366.0,1.0,,
札幌,2,6,ユージュアーナ,2026.0,4.0,13497.0,1.0,3897.0,3.0,19.42,1.0
札幌,2,7,フィエールガール,-5356.0,8.0,2900.0,7.0,-10112.0,14.0,-12.568,8.0
札幌,2,8,ベルシャイニー,-8773.0,10.0,-462.0,8.0,-2846.0,11.0,-12.081,7.0
札幌,2,9,スマートイザナミ,-2884.0,6.0,6043.0,2.0,1246.0,5.0,4.405,4.0
札幌,2,10,ラヴァフォール,-5868.0,9.0,-17574.0,13.0,-3279.0,12.0,-26.721,9.0
札幌,2,11,プロピエダッド,6863.0,2.0,6043.0,2.0,-1217.0,10.0,11.689,2.0
札幌,2,12,ゴールドサニーデイ,,,-3310.0,9.0,-586.0,8.0,,
札幌,2,13,ペイシャキセキ,384.0,5.0,,,-595.0,9.0,,
札幌,2,14,カスバートテソーロ,8072.0,1.0,3737.0,6.0,-152.0,7.0,11.657,3.0
札幌,3,1,タイセイアビリティ,3209.0,4.0,7556.0,1.0,3225.0,3.0,13.99,1.0
札幌,3,2,ジェンダアネモス,,,42.0,7.0,-8107.0,12.0,,
札幌,3,3,ステラノヴァ,-2872.0,8.0,-2073.0,8.0,9529.0,1.0,4.584,4.0
札幌,3,4,ウェカピポ,1316.0,5.0,5919.0,3.0,-675.0,7.0,6.56,3.0
札幌,3,5,フルグライト,-1480.0,6.0,,,-4117.0,11.0,,
札幌,3,6,セイルロケット,3586.0,3.0,-8302.0,10.0,-1640.0,9.0,-6.356,8.0
札幌,3,7,タイセイルヴァン,4424.0,2.0,6168.0,2.0,-3080.0,10.0,7.512,2.0
札幌,3,8,リュウジンオー,-1983.0,7.0,2648.0,4.0,-655.0,6.0,0.01,6.0
札幌,3,9,バーミーズルビー,-5491.0,10.0,288.0,5.0,3225.0,3.0,-1.978,7.0
札幌,3,10,コッコラーレ,,,141.0,6.0,-1562.0,8.0,,
札幌,3,11,エレレラナキラ,-3726.0,9.0,,,4630.0,2.0,,
札幌,3,12,ブラックエンパイア,5710.0,1.0,-3239.0,9.0,-159.0,5.0,2.312,5.0
