場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
東京,1,1,スペクトログラム,-249.0,10.0,3864.0,1.0,-1329.0,11.0,2.286,2.0
東京,1,2,タイセイジャスパー,184.0,4.0,2039.0,3.0,-827.0,6.0,1.396,4.0
東京,1,3,ネイチャーシップ,-538.0,12.0,-1220.0,9.0,698.0,3.0,-1.06,8.0
東京,1,4,コスモエスメラルダ,716.0,2.0,-1220.0,9.0,-4053.0,14.0,-4.557,12.0
東京,1,5,ウィズユアドリーム,171.0,5.0,1846.0,4.0,610.0,4.0,2.627,1.0
東京,1,6,コンクエスト,-1082.0,14.0,3011.0,2.0,-1622.0,12.0,0.307,5.0
東京,1,7,ヘザルフェン,119.0,6.0,,,-1068.0,10.0,,
東京,1,8,プラチナトレジャー,58.0,7.0,624.0,6.0,-973.0,7.0,-0.291,7.0
東京,1,9,アルマドラード,1105.0,1.0,624.0,6.0,-1622.0,12.0,0.107,6.0
東京,1,10,ウェイトゥザドーン,16.0,8.0,541.0,8.0,1156.0,2.0,1.713,3.0
東京,1,11,スカパラダイス,-250.0,11.0,-4384.0,12.0,3453.0,1.0,-1.181,9.0
東京,1,12,ゴールデンルーキー,-214.0,9.0,,,-117.0,5.0,,
東京,1,13,マーゴットメネス,-869.0,13.0,672.0,5.0,-986.0,8.0,-1.183,10.0
東京,1,14,ジオフロント,365.0,3.0,-1409.0,11.0,-1042.0,9.0,-2.086,11.0
東京,2,1,クリナッチ,-461.0,5.0,498.0,9.0,2290.0,4.0,2.327,5.0
東京,2,2,アドリアフレイバー,-4270.0,11.0,160.0,11.0,2047.0,5.0,-2.063,7.0
東京,2,3,コットンフラワー,1555.0,4.0,-12025.0,16.0,-1346.0,11.0,-11.816,13.0
東京,2,4,ジェイエルライナー,-2946.0,9.0,598.0,8.0,-3620.0,14.0,-5.968,9.0
東京,2,5,サンマルレーヴ,-8601.0,13.0,498.0,9.0,-282.0,9.0,-8.385,12.0
東京,2,6,ステラマテュティナ,-3799.0,10.0,3602.0,5.0,-3307.0,13.0,-3.504,8.0
東京,2,7,カフェスカーレット,3857.0,2.0,5270.0,3.0,1072.0,6.0,10.199,2.0
東京,2,8,デルマエアロール,1592.0,3.0,-2335.0,14.0,10811.0,1.0,10.068,3.0
東京,2,9,コオリナラグーン,,,94.0,12.0,1072.0,6.0,,
東京,2,10,スーパーキティ,-1076.0,7.0,-297.0,13.0,-5532.0,15.0,-6.905,10.0
東京,2,11,ユラジスティック,,,3300.0,6.0,2683.0,3.0,,
東京,2,12,フジルバーブ,-5261.0,12.0,5914.0,2.0,-901.0,10.0,-0.248,6.0
東京,2,13,ウインレアリゼ,-11159.0,14.0,-6320.0,15.0,-1524.0,12.0,-19.003,14.0
東京,2,14,インレット,3863.0,1.0,3942.0,4.0,7263.0,2.0,15.068,1.0
東京,2,15,シアワセデスカ,-1791.0,8.0,6030.0,1.0,352.0,8.0,4.591,4.0
東京,2,16,ブルージュ,-931.0,6.0,2626.0,7.0,-8993.0,16.0,-7.298,11.0
東京,3,1,サイモンカクタス,-1107.0,8.0,-5547.0,13.0,5745.0,4.0,-0.909,12.0
東京,3,2,ミヤビアミーラ,-4291.0,14.0,1126.0,8.0,3255.0,7.0,0.09,10.0
東京,3,3,マードラド,-3799.0,13.0,-2596.0,11.0,6834.0,3.0,0.439,9.0
東京,3,4,ルシャルムール,4633.0,1.0,-297.0,10.0,-39.0,9.0,4.297,5.0
東京,3,5,ファリーザ,-1791.0,10.0,2021.0,7.0,7619.0,1.0,7.849,2.0
東京,3,6,ダブルドラゴン,1759.0,4.0,7998.0,2.0,-6018.0,14.0,3.739,6.0
東京,3,7,シャイニーヒル,,,4019.0,5.0,-7811.0,15.0,,
東京,3,8,アルデスト,-6022.0,15.0,7549.0,3.0,5534.0,5.0,7.061,3.0
東京,3,9,レベチアミーゴ,-3463.0,12.0,-6562.0,15.0,7619.0,1.0,-2.406,13.0
東京,3,10,ノブレスジャン,-1076.0,7.0,1063.0,9.0,-282.0,10.0,-0.295,11.0
東京,3,11,コーシューパンジャ,-1533.0,9.0,-6320.0,14.0,-8243.0,16.0,-16.096,15.0
東京,3,12,ジーティーラピッド,3863.0,2.0,-7212.0,16.0,-3980.0,13.0,-7.329,14.0
東京,3,13,サラニキケン,-2345.0,11.0,6950.0,4.0,5359.0,6.0,9.964,1.0
