場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
京都,1,1,ベイストラトラ,9354.0,2.0,-7063.0,9.0,2080.0,5.0,4.371,4.0
京都,1,2,ノイエムジーク,-996.0,9.0,1075.0,2.0,-1065.0,9.0,-0.986,8.0
京都,1,3,スーパージョック,5608.0,4.0,-1148.0,6.0,102.0,8.0,4.562,3.0
京都,1,4,モズシューター,8876.0,3.0,5698.0,1.0,-1220.0,10.0,13.354,1.0
京都,1,5,ウエスタンレーヴ,13294.0,1.0,-11754.0,12.0,2039.0,6.0,3.579,6.0
京都,1,6,グレートジーンズ,5578.0,5.0,-1843.0,8.0,-5062.0,12.0,-1.327,9.0
京都,1,7,ブレゲアン,498.0,6.0,-10142.0,11.0,-3323.0,11.0,-12.967,11.0
京都,1,8,エイユーファイヤー,-297.0,7.0,989.0,3.0,6916.0,1.0,7.608,2.0
京都,1,9,ドウジギリ,-1287.0,10.0,201.0,4.0,4312.0,3.0,3.226,7.0
京都,1,10,ゴールドプレミアム,-3200.0,11.0,-629.0,5.0,2481.0,4.0,-1.348,10.0
京都,1,11,トーアグッドラック,-10906.0,12.0,-7066.0,10.0,1775.0,7.0,-16.197,12.0
京都,1,12,アナポリス,-784.0,8.0,-1458.0,7.0,5917.0,2.0,3.675,5.0
京都,2,1,キタサンモンドー,-1287.0,9.0,7091.0,3.0,-1980.0,7.0,3.824,4.0
京都,2,2,パーフェクト,9218.0,1.0,5462.0,4.0,-3341.0,8.0,11.339,1.0
京都,2,3,トルストイ,3685.0,3.0,-711.0,8.0,5109.0,2.0,8.083,3.0
京都,2,4,インターステラ,2801.0,4.0,2242.0,6.0,-1889.0,6.0,3.154,5.0
京都,2,5,ロロノア,-784.0,6.0,,,-5144.0,11.0,,
京都,2,6,フクキタテーラー,5578.0,2.0,5449.0,5.0,-1807.0,5.0,9.22,2.0
京都,2,7,ノーザトゥルース,-10906.0,11.0,9903.0,2.0,1900.0,3.0,0.897,7.0
京都,2,8,リアルサファリ,-3242.0,10.0,11319.0,1.0,-5033.0,10.0,3.044,6.0
京都,2,9,メイショウフソウ,-984.0,7.0,,,9583.0,1.0,,
京都,2,10,オーレアミスト,-996.0,8.0,-629.0,7.0,-3630.0,9.0,-5.255,9.0
京都,2,11,トーラスキング,2322.0,5.0,-5439.0,9.0,1183.0,4.0,-1.934,8.0
京都,3,1,レネネト,2171.0,6.0,1990.0,5.0,7599.0,1.0,11.76,1.0
京都,3,2,イモルテル,7837.0,3.0,4663.0,3.0,-4856.0,11.0,7.644,3.0
京都,3,3,サラサハウナイス,5690.0,4.0,-2686.0,7.0,1576.0,5.0,4.58,6.0
京都,3,4,ブレイジングスター,-7309.0,12.0,-9319.0,10.0,-2895.0,6.0,-19.523,11.0
京都,3,5,リメンバーヒム,10488.0,2.0,-9626.0,11.0,5440.0,2.0,6.302,4.0
京都,3,6,ビリオネアボーイ,-491.0,8.0,2112.0,4.0,-3195.0,8.0,-1.574,9.0
京都,3,7,ダシータピット,-2364.0,9.0,-401.0,6.0,3122.0,4.0,0.357,8.0
京都,3,8,ボーヌロマネ,11152.0,1.0,-2686.0,7.0,-3036.0,7.0,5.43,5.0
京都,3,9,メイショウタビズキ,2426.0,5.0,-9297.0,9.0,-8601.0,12.0,-15.472,10.0
京都,3,10,サンジャシント,-5124.0,11.0,,,3164.0,3.0,,
京都,3,11,メイショウツクモ,519.0,7.0,6185.0,2.0,-4241.0,10.0,2.463,7.0
京都,3,12,エンダードラゴン,-3687.0,10.0,14919.0,1.0,-3560.0,9.0,7.672,2.0
京都,4,1,ボンマティ,-1219.0,13.0,-6392.0,14.0,-1375.0,12.0,-8.986,14.0
京都,4,2,トゥライトゥーラ,796.0,9.0,-4220.0,13.0,3077.0,7.0,-0.347,11.0
京都,4,3,ガウラサンダー,3830.0,4.0,-3758.0,12.0,4441.0,4.0,4.513,6.0
京都,4,4,タンテドヴィーヴル,5387.0,3.0,11472.0,4.0,973.0,8.0,17.832,3.0
京都,4,5,アサガクル,-3383.0,15.0,-13797.0,15.0,-4937.0,15.0,-22.117,15.0
京都,4,6,ミナミジュウジセイ,6890.0,2.0,15838.0,1.0,4389.0,5.0,27.117,1.0
京都,4,7,シャオシンユン,-1506.0,14.0,-292.0,11.0,4802.0,3.0,3.004,9.0
京都,4,8,ビップアリエル,1697.0,7.0,15838.0,1.0,-15047.0,16.0,2.488,10.0
京都,4,9,テーオーニュートン,-228.0,12.0,-258.0,10.0,4948.0,2.0,4.462,7.0
京都,4,10,フォルスマジック,-142.0,11.0,-111.0,9.0,-4121.0,14.0,-4.374,13.0
京都,4,11,ボンズドゥッカ,1304.0,8.0,14380.0,3.0,-1035.0,11.0,14.649,5.0
京都,4,12,ポイントネモ,3298.0,5.0,-42.0,8.0,97.0,9.0,3.353,8.0
京都,4,13,シャイニーヒル,14.0,10.0,2402.0,6.0,-3258.0,13.0,-0.842,12.0
京都,4,14,サッポロキタコ,1808.0,6.0,8922.0,5.0,7714.0,1.0,18.444,2.0
京都,4,15,グレイルクエスト,12725.0,1.0,1498.0,7.0,3366.0,6.0,17.589,4.0
京都,4,16,ワンダーレジット,,,,,-841.0,10.0,,
京都,5,1,インヴォーグ,-279.0,12.0,-8055.0,15.0,859.0,7.0,-7.475,13.0
京都,5,2,ソレエスピアージャ,-5302.0,16.0,4763.0,8.0,3888.0,6.0,3.349,10.0
京都,5,3,クリフウォーク,2893.0,9.0,-1806.0,12.0,4469.0,5.0,5.556,7.0
京都,5,4,アークシャルダーム,5563.0,4.0,304.0,11.0,-2716.0,9.0,3.151,11.0
京都,5,5,マジックローズ,,,12956.0,3.0,-3540.0,14.0,,
京都,5,6,オーサムシャドウ,-1524.0,14.0,13718.0,2.0,12.0,8.0,12.206,3.0
京都,5,7,パスコード,5660.0,3.0,695.0,10.0,5574.0,4.0,11.929,4.0
京都,5,8,ベビーズブレス,4567.0,5.0,1651.0,9.0,12857.0,1.0,19.075,1.0
京都,5,9,ウインロゼライト,-4683.0,15.0,13831.0,1.0,-4984.0,16.0,4.164,9.0
京都,5,10,ミストラルフェザー,-6258.0,17.0,-3846.0,13.0,-3315.0,13.0,-13.419,16.0
京都,5,11,クインズパフェ,3864.0,7.0,7914.0,6.0,-2887.0,10.0,8.891,6.0
京都,5,12,アメリータ,10520.0,2.0,-13305.0,17.0,-6945.0,17.0,-9.73,15.0
京都,5,13,ドライヴサンライズ,10857.0,1.0,8808.0,5.0,-3210.0,12.0,16.455,2.0
京都,5,14,ヴィーショラ,593.0,10.0,,,9245.0,2.0,,
京都,5,15,ルクスジニア,-820.0,13.0,12956.0,3.0,-7303.0,18.0,4.833,8.0
京都,5,16,ヴァイスクレー,338.0,11.0,4927.0,7.0,6529.0,3.0,11.794,5.0
京都,5,17,クルールローザンヌ,4012.0,6.0,-3846.0,13.0,-3640.0,15.0,-3.474,12.0
京都,5,18,ドゥラルーナ,3421.0,8.0,-8218.0,16.0,-3070.0,11.0,-7.867,14.0
京都,6,1,ヴィヴィッシモ,9688.0,1.0,114.0,4.0,3438.0,3.0,13.24,2.0
京都,6,2,クラウドクラスター,-3612.0,9.0,-1827.0,7.0,-5642.0,11.0,-11.081,10.0
京都,6,3,スカイサーベイ,4439.0,4.0,7465.0,1.0,2732.0,4.0,14.636,1.0
京都,6,4,モアニ,-7017.0,11.0,877.0,2.0,-932.0,6.0,-7.072,7.0
京都,6,5,クラウンパント,478.0,7.0,-1820.0,6.0,-5224.0,9.0,-6.566,6.0
京都,6,6,バガン,5300.0,2.0,-352.0,5.0,6248.0,1.0,11.196,3.0
京都,6,7,アウローラシエル,-258.0,8.0,836.0,3.0,3964.0,2.0,4.542,4.0
京都,6,8,コルレオニス,2658.0,6.0,-9188.0,10.0,-2619.0,7.0,-9.149,8.0
京都,6,9,オーサムユニバンス,3640.0,5.0,-7920.0,9.0,-5563.0,10.0,-9.843,9.0
京都,6,10,トゥルーサクセサー,5042.0,3.0,-5484.0,8.0,2211.0,5.0,1.769,5.0
京都,6,11,ファーヴェント,-5427.0,10.0,-12755.0,11.0,-4601.0,8.0,-22.783,11.0
京都,7,1,ラピダリア,-2543.0,13.0,7693.0,3.0,1854.0,6.0,7.004,3.0
京都,7,2,イリスアスール,,,4444.0,4.0,1659.0,7.0,,
京都,7,3,ドナアフロディテ,8929.0,1.0,17240.0,1.0,1453.0,8.0,27.622,1.0
京都,7,4,ドナウパール,8263.0,2.0,-28496.0,14.0,-970.0,10.0,-21.203,12.0
京都,7,5,ルミナスボディ,2740.0,7.0,-849.0,10.0,-7295.0,13.0,-5.404,10.0
京都,7,6,ロンシャンクイーン,7674.0,3.0,3045.0,6.0,-599.0,9.0,10.12,2.0
京都,7,7,ヴェロクオーレ,6096.0,5.0,-10555.0,12.0,2587.0,4.0,-1.872,9.0
京都,7,8,ルミッキ,6260.0,4.0,818.0,8.0,-2674.0,12.0,4.404,5.0
京都,7,9,ベレニーチェ,755.0,9.0,-775.0,9.0,2710.0,3.0,2.69,7.0
京都,7,10,ルクスノア,-1727.0,11.0,2218.0,7.0,-7667.0,14.0,-7.176,11.0
京都,7,11,ランスオブプライム,-2393.0,12.0,-25970.0,13.0,5895.0,1.0,-22.468,13.0
京都,7,12,チェイスザウェイ,380.0,10.0,3716.0,5.0,2070.0,5.0,6.166,4.0
京都,7,13,ホウオウジュビリー,-4592.0,14.0,8289.0,2.0,-1716.0,11.0,1.981,8.0
京都,7,14,アポロハクジャ,4797.0,6.0,,,-13071.0,15.0,,
京都,7,15,アンナバローズ,2600.0,8.0,-2553.0,11.0,3040.0,2.0,3.087,6.0
京都,8,1,チェルノボーグ,-5427.0,8.0,-2694.0,5.0,-4684.0,7.0,-12.805,7.0
京都,8,2,パンデアスカル,-3802.0,7.0,-5652.0,7.0,-19103.0,8.0,-28.557,8.0
京都,8,3,アルゲンテウス,9688.0,2.0,-1400.0,4.0,4003.0,1.0,12.291,3.0
京都,8,4,エグランタイン,2315.0,5.0,16975.0,1.0,-1503.0,6.0,17.787,1.0
京都,8,5,ハイディージェン,-1165.0,6.0,3774.0,2.0,3869.0,3.0,6.478,4.0
京都,8,6,ノーブルスカイ,10242.0,1.0,-33.0,3.0,3994.0,2.0,14.203,2.0
京都,8,7,アウフヘーベン,4470.0,4.0,-5873.0,8.0,1769.0,4.0,0.366,6.0
京都,8,8,アイキャンドウイッ,5042.0,3.0,-2694.0,5.0,123.0,5.0,2.471,5.0
京都,9,1,エコロアイ,-2730.0,10.0,,,3129.0,5.0,,
京都,9,2,ジュストコル,8929.0,1.0,-384.0,8.0,-1444.0,8.0,7.101,5.0
京都,9,3,エンヤラヴフェイス,2600.0,7.0,3716.0,5.0,5101.0,3.0,11.417,3.0
京都,9,4,リンドラゴ,1332.0,8.0,4806.0,4.0,7302.0,2.0,13.44,2.0
京都,9,5,マルカラピッド,6030.0,5.0,-8251.0,11.0,-4500.0,11.0,-6.721,9.0
京都,9,6,アロットドリーム,4315.0,6.0,8078.0,3.0,-2622.0,9.0,9.771,4.0
京都,9,7,スマートアイ,-3369.0,11.0,2098.0,6.0,-5996.0,12.0,-7.267,10.0
京都,9,8,ダイリュウホマレ,6260.0,3.0,2098.0,6.0,-3834.0,10.0,4.524,6.0
京都,9,9,オーガスタスカイ,8263.0,2.0,-4542.0,10.0,-914.0,6.0,2.807,7.0
京都,9,10,ベンダバリラビア,-3784.0,12.0,9344.0,2.0,-5996.0,12.0,-0.436,8.0
京都,9,11,ペプチドヤマト,-2543.0,9.0,17778.0,1.0,3481.0,4.0,18.716,1.0
京都,9,12,カミーロ,-4592.0,13.0,-2327.0,9.0,-1323.0,7.0,-8.242,11.0
京都,9,13,フラップシグナス,6096.0,4.0,,,11472.0,1.0,,
京都,10,1,ラージギャラリー,2127.0,6.0,859.0,4.0,15.0,6.0,3.001,5.0
京都,10,2,カムニャック,34.0,9.0,-1791.0,6.0,-1787.0,7.0,-3.544,8.0
京都,10,3,ピリカサンライズ,1679.0,7.0,-5755.0,8.0,5594.0,1.0,1.518,6.0
京都,10,4,サタデーサンライズ,4712.0,4.0,4277.0,3.0,2377.0,5.0,11.366,3.0
京都,10,5,サウンドサンライズ,9327.0,1.0,-4652.0,7.0,-8474.0,10.0,-3.799,9.0
京都,10,6,グローリーリンク,-4541.0,10.0,13106.0,1.0,3087.0,4.0,11.652,2.0
京都,10,7,マトラコーニッシュ,1471.0,8.0,-960.0,5.0,4374.0,2.0,4.885,4.0
京都,10,8,ヴーレヴー,4056.0,5.0,-6825.0,9.0,3323.0,3.0,0.554,7.0
京都,10,9,ワイルデンウーリー,5198.0,2.0,,,-1805.0,8.0,,
京都,10,10,ダノンフェアレディ,5186.0,3.0,13106.0,1.0,-3774.0,9.0,14.518,1.0
京都,11,1,ダノンブレット,-1351.0,14.0,829.0,11.0,-1049.0,9.0,-1.571,15.0
京都,11,2,ダノンマデイラ,7166.0,3.0,-3929.0,14.0,-2351.0,15.0,0.886,13.0
京都,11,3,ソニックスター,4671.0,6.0,-1122.0,13.0,-2034.0,12.0,1.515,11.0
京都,11,4,ピースオブザライフ,2070.0,8.0,8126.0,6.0,941.0,4.0,11.137,6.0
京都,11,5,エナハツホ,2862.0,7.0,5536.0,9.0,-573.0,7.0,7.825,7.0
京都,11,6,ブライアンセンス,-1361.0,15.0,-4839.0,15.0,-922.0,8.0,-7.122,16.0
京都,11,7,ヒップホップソウル,-1453.0,16.0,8126.0,6.0,-2069.0,13.0,4.604,10.0
京都,11,8,ヴィブラフォン,6466.0,4.0,18014.0,3.0,4724.0,2.0,29.204,1.0
京都,11,9,リアレスト,-626.0,11.0,2980.0,10.0,-1325.0,10.0,1.029,12.0
京都,11,10,モンブランミノル,-1145.0,13.0,17369.0,5.0,3301.0,3.0,19.525,4.0
京都,11,11,アンデスビエント,-1006.0,12.0,18177.0,2.0,4823.0,1.0,21.994,3.0
京都,11,12,ゼットリアン,5455.0,5.0,-5566.0,16.0,-382.0,6.0,-0.493,14.0
京都,11,13,タイセイドレフォン,1402.0,9.0,18014.0,3.0,-1449.0,11.0,17.967,5.0
京都,11,14,キタノヴィジョン,8270.0,2.0,-290.0,12.0,-2820.0,16.0,5.16,9.0
